Date,Team 1,Team 2,FT,HT
1999-09-19,Ethnikos Asteras,Kavala,1-0,0-0
1999-09-19,Kalamata,OFI,0-0,0-0
1999-09-19,Panionios,Paniliakos,1-2,0-2
1999-09-19,Proodeytiki,Olympiakos,0-3,0-2
1999-09-20,Iraklis,Apollon,1-0,0-0
1999-09-20,Panahaiki,Ionikos,1-1,1-1
1999-09-20,Panathinaikos,Trikala,2-0,0-0
1999-09-20,PAOK,AEK,4-4,2-3
1999-09-20,Xanthi,Aris,0-0,0-0
1999-09-25,Apollon,Paniliakos,0-0,0-0
1999-09-25,Olympiakos,Panionios,5-0,3-0
1999-09-26,AEK,Panathinaikos,1-2,1-1
1999-09-26,Aris,Panahaiki,2-0,1-0
1999-09-26,Ionikos,Proodeytiki,2-0,0-0
1999-09-26,OFI,Xanthi,2-1,1-1
1999-09-26,PAOK,Kalamata,4-2,2-1
1999-09-26,Trikala,Ethnikos Asteras,1-2,1-2
1999-09-27,Kavala,Iraklis,3-1,1-1
1999-10-03,Apollon,Olympiakos,0-1,0-0
1999-10-03,Ethnikos Asteras,AEK,1-3,0-0
1999-10-03,Iraklis,Trikala,4-1,1-0
1999-10-03,Kalamata,Xanthi,0-0,0-0
1999-10-03,Panahaiki,OFI,3-1,2-0
1999-10-03,Panathinaikos,PAOK,1-1,0-0
1999-10-03,Paniliakos,Kavala,2-0,1-0
1999-10-04,Panionios,Ionikos,2-0,1-0
1999-10-04,Proodeytiki,Aris,0-1,0-0
1999-10-15,Kavala,Olympiakos,0-5,0-1
1999-10-16,Aris,Panionios,5-1,3-1
1999-10-16,Trikala,Paniliakos,1-1,1-1
1999-10-17,Ionikos,Apollon,1-0,1-0
1999-10-17,OFI,Proodeytiki,4-3,1-1
1999-10-17,Panathinaikos,Kalamata,5-0,3-0
1999-10-17,PAOK,Ethnikos Asteras,2-0,1-0
1999-10-17,Xanthi,Panahaiki,1-0,0-0
1999-10-18,AEK,Iraklis,3-2,2-2
1999-10-23,Olympiakos,Trikala,3-1,1-0
1999-10-24,Apollon,Aris,3-3,0-0
1999-10-24,Iraklis,PAOK,3-1,2-0
1999-10-24,Kalamata,Panahaiki,1-1,1-0
1999-10-24,Kavala,Ionikos,0-0,0-0
1999-10-24,Panionios,OFI,1-4,1-1
1999-10-24,Proodeytiki,Xanthi,0-0,0-0
1999-10-25,Ethnikos Asteras,Panathinaikos,1-2,0-1
1999-10-25,Paniliakos,AEK,0-1,0-0
1999-10-31,Aris,Kavala,1-0,0-0
1999-10-31,Ethnikos Asteras,Kalamata,2-0,0-0
1999-10-31,Panahaiki,Proodeytiki,2-0,2-0
1999-10-31,Panathinaikos,Iraklis,3-0,0-0
1999-10-31,PAOK,Paniliakos,0-1,0-1
1999-10-31,Trikala,Ionikos,2-2,1-1
1999-10-31,Xanthi,Panionios,5-0,2-0
1999-11-01,OFI,Apollon,1-0,0-0
1999-11-06,Ionikos,AEK,1-1,0-1
1999-11-07,Apollon,Xanthi,0-0,0-0
1999-11-07,Iraklis,Ethnikos Asteras,2-0,0-0
1999-11-07,Kalamata,Proodeytiki,2-0,1-0
1999-11-07,Kavala,OFI,0-1,0-1
1999-11-07,Panionios,Panahaiki,2-1,1-1
1999-11-08,Olympiakos,PAOK,4-1,4-0
1999-11-08,Paniliakos,Panathinaikos,0-1,0-0
1999-11-08,Trikala,Aris,0-1,0-0
1999-11-15,AEK,Olympiakos,0-2,0-0
1999-11-20,AEK,Aris,2-0,1-0
1999-11-20,Xanthi,Kavala,1-0,1-0
1999-11-21,Ethnikos Asteras,Paniliakos,3-1,1-1
1999-11-21,Iraklis,Kalamata,2-1,0-0
1999-11-21,OFI,Trikala,2-0,1-0
1999-11-21,Panahaiki,Apollon,1-2,1-2
1999-11-21,Panathinaikos,Olympiakos,2-0,0-0
