Matchday,Date,Team 1,FT,HT,Team 2,Comments
35,Sun May 5 2019,US Sassuolo Calcio,2-2,0-2,Frosinone Calcio,
35,Sun May 5 2019,Genoa CFC,1-1,0-0,AS Roma,
35,Sun May 5 2019,SSC Napoli,2-1,0-0,Cagliari Calcio,
35,Mon May 6 2019,AC Milan,2-1,1-0,Bologna FC 1909,
36,Sat May 11 2019,Atalanta BC,2-1,0-0,Genoa CFC,
36,Sat May 11 2019,Cagliari Calcio,1-2,0-1,SS Lazio,
36,Sat May 11 2019,ACF Fiorentina,0-1,0-1,AC Milan,
36,Sun May 12 2019,Torino FC,3-2,0-1,US Sassuolo Calcio,
36,Sun May 12 2019,UC Sampdoria,1-2,0-0,Empoli FC,
36,Sun May 12 2019,Frosinone Calcio,1-3,0-3,Udinese Calcio,
36,Sun May 12 2019,SPAL 2013,1-2,0-0,SSC Napoli,
36,Sun May 12 2019,AS Roma,2-0,0-0,Juventus FC,
36,Mon May 13 2019,Bologna FC 1909,4-1,0-0,Parma Calcio 1913,
36,Mon May 13 2019,FC Internazionale Milano,2-0,1-0,AC Chievo Verona,
37,Sat May 18 2019,Udinese Calcio,3-2,3-0,SPAL 2013,
37,Sat May 18 2019,Genoa CFC,1-1,0-1,Cagliari Calcio,
37,Sat May 18 2019,US Sassuolo Calcio,0-0,0-0,AS Roma,
37,Sun May 19 2019,AC Chievo Verona,0-0,0-0,UC Sampdoria,
37,Sun May 19 2019,Parma Calcio 1913,1-0,0-0,ACF Fiorentina,
37,Sun May 19 2019,Empoli FC,4-1,1-0,Torino FC,
37,Sun May 19 2019,AC Milan,2-0,0-0,Frosinone Calcio,
37,Sun May 19 2019,Juventus FC,1-1,0-1,Atalanta BC,
37,Sun May 19 2019,SSC Napoli,4-1,1-0,FC Internazionale Milano,
37,Mon May 20 2019,SS Lazio,3-3,1-0,Bologna FC 1909,
38,Sat May 25 2019,Frosinone Calcio,0-0,0-0,AC Chievo Verona,
38,Sat May 25 2019,Bologna FC 1909,3-2,2-0,SSC Napoli,
38,Sun May 26 2019,Torino FC,3-1,0-0,SS Lazio,
38,Sun May 26 2019,UC Sampdoria,2-0,0-0,Juventus FC,
38,Sun May 26 2019,FC Internazionale Milano,2-1,0-0,Empoli FC,
38,Sun May 26 2019,ACF Fiorentina,0-0,0-0,Genoa CFC,
38,Sun May 26 2019,AS Roma,2-1,1-0,Parma Calcio 1913,
38,Sun May 26 2019,Atalanta BC,3-1,1-1,US Sassuolo Calcio,
38,Sun May 26 2019,Cagliari Calcio,1-2,1-0,Udinese Calcio,
38,Sun May 26 2019,SPAL 2013,2-3,1-2,AC Milan,
