Matchday,Date,Team 1,FT,HT,Team 2,Comments
7,Sun Sep 30 2018,US Sassuolo Calcio,1-4,0-1,AC Milan,
7,Mon Oct 1 2018,UC Sampdoria,2-1,1-1,SPAL 2013,
8,Fri Oct 5 2018,Torino FC,3-2,1-0,Frosinone Calcio,
8,Sat Oct 6 2018,Cagliari Calcio,2-0,1-0,Bologna FC 1909,
8,Sat Oct 6 2018,Udinese Calcio,0-2,0-2,Juventus FC,
8,Sat Oct 6 2018,Empoli FC,0-2,0-1,AS Roma,
8,Sun Oct 7 2018,Genoa CFC,1-3,1-3,Parma Calcio 1913,
8,Sun Oct 7 2018,SS Lazio,1-0,1-0,ACF Fiorentina,
8,Sun Oct 7 2018,AC Milan,3-1,2-0,AC Chievo Verona,
8,Sun Oct 7 2018,Atalanta BC,0-1,0-0,UC Sampdoria,
8,Sun Oct 7 2018,SSC Napoli,2-0,1-0,US Sassuolo Calcio,
8,Sun Oct 7 2018,SPAL 2013,1-2,0-1,FC Internazionale Milano,
9,Sat Oct 20 2018,AS Roma,0-2,0-1,SPAL 2013,
9,Sat Oct 20 2018,Juventus FC,1-1,1-0,Genoa CFC,
9,Sat Oct 20 2018,Udinese Calcio,0-3,0-1,SSC Napoli,
9,Sun Oct 21 2018,Frosinone Calcio,3-3,1-1,Empoli FC,
9,Sun Oct 21 2018,Parma Calcio 1913,0-2,0-0,SS Lazio,
9,Sun Oct 21 2018,AC Chievo Verona,1-5,0-2,Atalanta BC,
9,Sun Oct 21 2018,Bologna FC 1909,2-2,0-1,Torino FC,
9,Sun Oct 21 2018,ACF Fiorentina,1-1,0-0,Cagliari Calcio,
9,Sun Oct 21 2018,FC Internazionale Milano,1-0,0-0,AC Milan,
9,Mon Oct 22 2018,UC Sampdoria,0-0,0-0,US Sassuolo Calcio,
10,Sat Oct 27 2018,Atalanta BC,3-0,0-0,Parma Calcio 1913,
10,Sat Oct 27 2018,Empoli FC,1-2,1-0,Juventus FC,
10,Sat Oct 27 2018,Torino FC,1-1,1-1,ACF Fiorentina,
10,Sun Oct 28 2018,US Sassuolo Calcio,2-2,1-1,Bologna FC 1909,
10,Sun Oct 28 2018,Cagliari Calcio,2-1,1-0,AC Chievo Verona,
10,Sun Oct 28 2018,Genoa CFC,2-2,1-0,Udinese Calcio,
10,Sun Oct 28 2018,SPAL 2013,0-3,0-1,Frosinone Calcio,
10,Sun Oct 28 2018,AC Milan,3-2,2-2,UC Sampdoria,
10,Sun Oct 28 2018,SSC Napoli,1-1,0-1,AS Roma,
10,Mon Oct 29 2018,SS Lazio,0-3,0-2,FC Internazionale Milano,
1,Wed Oct 31 2018,AC Milan,2-1,1-0,Genoa CFC,
11,Fri Nov 2 2018,SSC Napoli,5-1,2-0,Empoli FC,
11,Sat Nov 3 2018,FC Internazionale Milano,5-0,2-0,Genoa CFC,
11,Sat Nov 3 2018,ACF Fiorentina,1-1,1-0,AS Roma,
11,Sat Nov 3 2018,Juventus FC,3-1,2-1,Cagliari Calcio,
11,Sun Nov 4 2018,SS Lazio,4-1,2-1,SPAL 2013,
11,Sun Nov 4 2018,Parma Calcio 1913,0-0,0-0,Frosinone Calcio,
11,Sun Nov 4 2018,UC Sampdoria,1-4,0-2,Torino FC,
11,Sun Nov 4 2018,AC Chievo Verona,0-2,0-1,US Sassuolo Calcio,
11,Sun Nov 4 2018,Bologna FC 1909,1-2,1-0,Atalanta BC,
11,Sun Nov 4 2018,Udinese Calcio,0-1,0-0,AC Milan,
12,Fri Nov 9 2018,Frosinone Calcio,1-1,0-0,ACF Fiorentina,
12,Sat Nov 10 2018,Torino FC,1-2,1-2,Parma Calcio 1913,
12,Sat Nov 10 2018,SPAL 2013,2-2,1-0,Cagliari Calcio,
12,Sat Nov 10 2018,Genoa CFC,1-2,1-0,SSC Napoli,
12,Sun Nov 11 2018,Atalanta BC,4-1,1-0,FC Internazionale Milano,
12,Sun Nov 11 2018,AS Roma,4-1,1-0,UC Sampdoria,
12,Sun Nov 11 2018,AC Chievo Verona,2-2,2-1,Bologna FC 1909,
12,Sun Nov 11 2018,Empoli FC,2-1,1-0,Udinese Calcio,
12,Sun Nov 11 2018,US Sassuolo Calcio,1-1,1-1,SS Lazio,
12,Sun Nov 11 2018,AC Milan,0-2,0-1,Juventus FC,
13,Sat Nov 24 2018,Udinese Calcio,1-0,0-0,AS Roma,
13,Sat Nov 24 2018,Juventus FC,2-0,1-0,SPAL 2013,
13,Sat Nov 24 2018,FC Internazionale Milano,3-0,1-0,Frosinone Calcio,
13,Sun Nov 25 2018,Parma Calcio 1913,2-1,2-1,US Sassuolo Calcio,
13,Sun Nov 25 2018,SSC Napoli,0-0,0-0,AC Chievo Verona,
13,Sun Nov 25 2018,Bologna FC 1909,0-0,0-0,ACF Fiorentina,
13,Sun Nov 25 2018,Empoli FC,3-2,1-2,Atalanta BC,
13,Sun Nov 25 2018,SS Lazio,1-1,0-0,AC Milan,
13,Sun Nov 25 2018,Genoa CFC,1-1,1-1,UC Sampdoria,
13,Mon Nov 26 2018,Cagliari Calcio,0-0,0-0,Torino FC,
14,Sat Dec 1 2018,SPAL 2013,2-2,1-2,Empoli FC,
14,Sat Dec 1 2018,ACF Fiorentina,0-3,0-1,Juventus FC,
14,Sat Dec 1 2018,UC Sampdoria,4-1,3-1,Bologna FC 1909,
14,Sun Dec 2 2018,AC Milan,2-1,0-0,Parma Calcio 1913,
14,Sun Dec 2 2018,Torino FC,2-1,2-1,Genoa CFC,
14,Sun Dec 2 2018,US Sassuolo Calcio,0-0,0-0,Udinese Calcio,
14,Sun Dec 2 2018,Frosinone Calcio,1-1,1-0,Cagliari Calcio,
14,Sun Dec 2 2018,AC Chievo Verona,1-1,1-0,SS Lazio,
14,Sun Dec 2 2018,AS Roma,2-2,0-1,FC Internazionale Milano,
14,Mon Dec 3 2018,Atalanta BC,1-2,0-1,SSC Napoli,
15,Fri Dec 7 2018,Juventus FC,1-0,0-0,FC Internazionale Milano,
15,Sat Dec 8 2018,SSC Napoli,4-0,2-0,Frosinone Calcio,
15,Sat Dec 8 2018,Cagliari Calcio,2-2,0-2,AS Roma,
15,Sat Dec 8 2018,SS Lazio,2-2,0-1,UC Sampdoria,
15,Sun Dec 9 2018,US Sassuolo Calcio,3-3,0-0,ACF Fiorentina,
15,Sun Dec 9 2018,Parma Calcio 1913,1-1,0-0,AC Chievo Verona,
15,Sun Dec 9 2018,Udinese Calcio,1-3,1-1,Atalanta BC,
15,Sun Dec 9 2018,Empoli FC,2-1,1-1,Bologna FC 1909,
15,Sun Dec 9 2018,Genoa CFC,1-1,1-1,SPAL 2013,
15,Sun Dec 9 2018,AC Milan,0-0,0-0,Torino FC,
16,Sat Dec 15 2018,FC Internazionale Milano,1-0,0-0,Udinese Calcio,
16,Sat Dec 15 2018,Torino FC,0-1,0-0,Juventus FC,
16,Sun Dec 16 2018,SPAL 2013,0-0,0-0,AC Chievo Verona,
16,Sun Dec 16 2018,ACF Fiorentina,3-1,1-1,Empoli FC,
16,Sun Dec 16 2018,UC Sampdoria,2-0,0-0,Parma Calcio 1913,
16,Sun Dec 16 2018,Frosinone Calcio,0-2,0-1,US Sassuolo Calcio,
16,Sun Dec 16 2018,Cagliari Calcio,0-1,0-0,SSC Napoli,
16,Sun Dec 16 2018,AS Roma,3-2,2-2,Genoa CFC,
16,Mon Dec 17 2018,Atalanta BC,1-0,1-0,SS Lazio,
16,Tue Dec 18 2018,Bologna FC 1909,0-0,0-0,AC Milan,
17,Sat Dec 22 2018,SS Lazio,3-1,2-0,Cagliari Calcio,
17,Sat Dec 22 2018,SSC Napoli,1-0,1-0,SPAL 2013,
17,Sat Dec 22 2018,AC Milan,0-1,0-0,ACF Fiorentina,
17,Sat Dec 22 2018,Udinese Calcio,1-1,1-0,Frosinone Calcio,
17,Sat Dec 22 2018,Genoa CFC,3-1,1-0,Atalanta BC,
17,Sat Dec 22 2018,Empoli FC,2-4,1-1,UC Sampdoria,
17,Sat Dec 22 2018,US Sassuolo Calcio,1-1,0-0,Torino FC,
17,Sat Dec 22 2018,Parma Calcio 1913,0-0,0-0,Bologna FC 1909,
17,Sat Dec 22 2018,AC Chievo Verona,1-1,0-1,FC Internazionale Milano,
17,Sat Dec 22 2018,Juventus FC,1-0,1-0,AS Roma,
18,Wed Dec 26 2018,Frosinone Calcio,0-0,0-0,AC Milan,
18,Wed Dec 26 2018,ACF Fiorentina,0-1,0-1,Parma Calcio 1913,
18,Wed Dec 26 2018,Atalanta BC,2-2,1-1,Juventus FC,
18,Wed Dec 26 2018,UC Sampdoria,2-0,0-0,AC Chievo Verona,
18,Wed Dec 26 2018,Cagliari Calcio,1-0,1-0,Genoa CFC,
18,Wed Dec 26 2018,Bologna FC 1909,0-2,0-1,SS Lazio,
18,Wed Dec 26 2018,AS Roma,3-1,2-0,US Sassuolo Calcio,
18,Wed Dec 26 2018,Torino FC,3-0,1-0,Empoli FC,
18,Wed Dec 26 2018,SPAL 2013,0-0,0-0,Udinese Calcio,
18,Wed Dec 26 2018,FC Internazionale Milano,1-0,0-0,SSC Napoli,
19,Sat Dec 29 2018,Juventus FC,2-1,1-1,UC Sampdoria,
19,Sat Dec 29 2018,SS Lazio,1-1,0-1,Torino FC,
19,Sat Dec 29 2018,Parma Calcio 1913,0-2,0-0,AS Roma,
19,Sat Dec 29 2018,Udinese Calcio,2-0,1-0,Cagliari Calcio,
19,Sat Dec 29 2018,AC Chievo Verona,1-0,0-0,Frosinone Calcio,
19,Sat Dec 29 2018,Genoa CFC,0-0,0-0,ACF Fiorentina,
19,Sat Dec 29 2018,Empoli FC,0-1,0-0,FC Internazionale Milano,
19,Sat Dec 29 2018,US Sassuolo Calcio,2-6,0-2,Atalanta BC,
19,Sat Dec 29 2018,SSC Napoli,3-2,1-1,Bologna FC 1909,
19,Sat Dec 29 2018,AC Milan,2-1,1-1,SPAL 2013,
20,Sat Jan 19 2019,AS Roma,3-2,2-0,Torino FC,
20,Sat Jan 19 2019,Udinese Calcio,1-2,0-1,Parma Calcio 1913,
20,Sat Jan 19 2019,FC Internazionale Milano,0-0,0-0,US Sassuolo Calcio,
20,Sun Jan 20 2019,Frosinone Calcio,0-5,0-2,Atalanta BC,
20,Sun Jan 20 2019,ACF Fiorentina,3-3,1-1,UC Sampdoria,
20,Sun Jan 20 2019,SPAL 2013,1-1,0-1,Bologna FC 1909,
20,Sun Jan 20 2019,Cagliari Calcio,2-2,1-0,Empoli FC,
20,Sun Jan 20 2019,SSC Napoli,2-1,2-0,SS Lazio,
20,Mon Jan 21 2019,Genoa CFC,0-2,0-0,AC Milan,
20,Mon Jan 21 2019,Juventus FC,3-0,2-0,AC Chievo Verona,
21,Sat Jan 26 2019,US Sassuolo Calcio,3-0,2-0,Cagliari Calcio,
21,Sat Jan 26 2019,UC Sampdoria,4-0,1-0,Udinese Calcio,
21,Sat Jan 26 2019,AC Milan,0-0,0-0,SSC Napoli,
21,Sun Jan 27 2019,AC Chievo Verona,3-4,1-2,ACF Fiorentina,
21,Sun Jan 27 2019,Parma Calcio 1913,2-3,1-0,SPAL 2013,
21,Sun Jan 27 2019,Atalanta BC,3-3,1-3,AS Roma,
21,Sun Jan 27 2019,Bologna FC 1909,0-4,0-2,Frosinone Calcio,
21,Sun Jan 27 2019,Torino FC,1-0,1-0,FC Internazionale Milano,
21,Sun Jan 27 2019,SS Lazio,1-2,0-0,Juventus FC,
21,Mon Jan 28 2019,Empoli FC,1-3,0-1,Genoa CFC,
22,Sat Feb 2 2019,Empoli FC,2-2,1-2,AC Chievo Verona,
22,Sat Feb 2 2019,SSC Napoli,3-0,2-0,UC Sampdoria,
22,Sat Feb 2 2019,Juventus FC,3-3,1-0,Parma Calcio 1913,
22,Sun Feb 3 2019,SPAL 2013,0-0,0-0,Torino FC,
22,Sun Feb 3 2019,Udinese Calcio,1-1,0-0,ACF Fiorentina,
22,Sun Feb 3 2019,Genoa CFC,1-1,1-1,US Sassuolo Calcio,
22,Sun Feb 3 2019,FC Internazionale Milano,0-1,0-1,Bologna FC 1909,
22,Sun Feb 3 2019,AS Roma,1-1,0-1,AC Milan,
22,Mon Feb 4 2019,Frosinone Calcio,0-1,0-1,SS Lazio,
22,Mon Feb 4 2019,Cagliari Calcio,0-1,0-0,Atalanta BC,
23,Thu Feb 7 2019,SS Lazio,1-0,1-0,Empoli FC,
23,Fri Feb 8 2019,AC Chievo Verona,0-3,0-2,AS Roma,
23,Sat Feb 9 2019,ACF Fiorentina,0-0,0-0,SSC Napoli,
23,Sat Feb 9 2019,Parma Calcio 1913,0-1,0-0,FC Internazionale Milano,
23,Sun Feb 10 2019,Bologna FC 1909,1-1,1-1,Genoa CFC,
23,Sun Feb 10 2019,Atalanta BC,2-1,0-1,SPAL 2013,
23,Sun Feb 10 2019,UC Sampdoria,0-1,0-1,Frosinone Calcio,
23,Sun Feb 10 2019,Torino FC,1-0,1-0,Udinese Calcio,
23,Sun Feb 10 2019,US Sassuolo Calcio,0-3,0-1,Juventus FC,
23,Sun Feb 10 2019,AC Milan,3-0,2-0,Cagliari Calcio,
24,Fri Feb 15 2019,Juventus FC,3-0,2-0,Frosinone Calcio,
24,Sat Feb 16 2019,Cagliari Calcio,2-1,0-1,Parma Calcio 1913,
24,Sat Feb 16 2019,Atalanta BC,1-3,1-1,AC Milan,
24,Sun Feb 17 2019,SPAL 2013,1-4,1-1,ACF Fiorentina,
24,Sun Feb 17 2019,Udinese Calcio,1-0,0-0,AC Chievo Verona,
24,Sun Feb 17 2019,Genoa CFC,2-1,0-1,SS Lazio,
24,Sun Feb 17 2019,Empoli FC,3-0,2-0,US Sassuolo Calcio,
24,Sun Feb 17 2019,FC Internazionale Milano,2-1,0-0,UC Sampdoria,
24,Sun Feb 17 2019,SSC Napoli,0-0,0-0,Torino FC,
24,Mon Feb 18 2019,AS Roma,2-1,0-0,Bologna FC 1909,
25,Fri Feb 22 2019,AC Milan,3-0,1-0,Empoli FC,
25,Sat Feb 23 2019,Torino FC,2-0,1-0,Atalanta BC,
25,Sat Feb 23 2019,Frosinone Calcio,2-3,1-2,AS Roma,
25,Sun Feb 24 2019,UC Sampdoria,1-0,0-0,Cagliari Calcio,
25,Sun Feb 24 2019,AC Chievo Verona,0-0,0-0,Genoa CFC,
25,Sun Feb 24 2019,Bologna FC 1909,0-1,0-0,Juventus FC,
25,Sun Feb 24 2019,US Sassuolo Calcio,1-1,1-0,SPAL 2013,
25,Sun Feb 24 2019,Parma Calcio 1913,0-4,0-2,SSC Napoli,
25,Sun Feb 24 2019,ACF Fiorentina,3-3,1-2,FC Internazionale Milano,
26,Fri Mar 1 2019,Cagliari Calcio,2-1,2-1,FC Internazionale Milano,
26,Sat Mar 2 2019,Empoli FC,3-3,1-2,Parma Calcio 1913,
26,Sat Mar 2 2019,AC Milan,1-0,1-0,US Sassuolo Calcio,
26,Sat Mar 2 2019,SS Lazio,3-0,1-0,AS Roma,
26,Sun Mar 3 2019,Torino FC,3-0,0-0,AC Chievo Verona,
26,Sun Mar 3 2019,Udinese Calcio,2-1,1-1,Bologna FC 1909,
26,Sun Mar 3 2019,Genoa CFC,0-0,0-0,Frosinone Calcio,
26,Sun Mar 3 2019,SPAL 2013,1-2,0-2,UC Sampdoria,
26,Sun Mar 3 2019,Atalanta BC,3-1,2-1,ACF Fiorentina,
26,Sun Mar 3 2019,SSC Napoli,1-2,0-2,Juventus FC,
27,Fri Mar 8 2019,Juventus FC,4-1,2-0,Udinese Calcio,
27,Sat Mar 9 2019,Parma Calcio 1913,1-0,0-0,Genoa CFC,
27,Sat Mar 9 2019,AC Chievo Verona,1-2,1-1,AC Milan,
27,Sun Mar 10 2019,Bologna FC 1909,2-0,1-0,Cagliari Calcio,
27,Sun Mar 10 2019,FC Internazionale Milano,2-0,1-0,SPAL 2013,
27,Sun Mar 10 2019,UC Sampdoria,1-2,0-0,Atalanta BC,
27,Sun Mar 10 2019,Frosinone Calcio,1-2,1-0,Torino FC,
27,Sun Mar 10 2019,US Sassuolo Calcio,1-1,0-0,SSC Napoli,
27,Sun Mar 10 2019,ACF Fiorentina,1-1,0-1,SS Lazio,
27,Mon Mar 11 2019,AS Roma,2-1,2-1,Empoli FC,
28,Fri Mar 15 2019,Cagliari Calcio,2-1,0-0,ACF Fiorentina,
28,Sat Mar 16 2019,US Sassuolo Calcio,3-5,1-3,UC Sampdoria,
28,Sat Mar 16 2019,SPAL 2013,2-1,1-0,AS Roma,
28,Sat Mar 16 2019,Torino FC,2-3,1-2,Bologna FC 1909,
28,Sun Mar 17 2019,Genoa CFC,2-0,0-0,Juventus FC,
28,Sun Mar 17 2019,SS Lazio,4-1,4-0,Parma Calcio 1913,
28,Sun Mar 17 2019,Atalanta BC,1-1,0-1,AC Chievo Verona,
28,Sun Mar 17 2019,Empoli FC,2-1,2-0,Frosinone Calcio,
28,Sun Mar 17 2019,SSC Napoli,4-2,2-2,Udinese Calcio,
28,Sun Mar 17 2019,AC Milan,2-3,0-1,FC Internazionale Milano,
29,Fri Mar 29 2019,AC Chievo Verona,0-3,0-3,Cagliari Calcio,
29,Sat Mar 30 2019,Udinese Calcio,2-0,1-0,Genoa CFC,
29,Sat Mar 30 2019,Juventus FC,1-0,0-0,Empoli FC,
29,Sat Mar 30 2019,UC Sampdoria,1-0,1-0,AC Milan,
29,Sun Mar 31 2019,Parma Calcio 1913,1-3,1-1,Atalanta BC,
29,Sun Mar 31 2019,ACF Fiorentina,1-1,1-1,Torino FC,
29,Sun Mar 31 2019,AS Roma,1-4,1-1,SSC Napoli,
29,Sun Mar 31 2019,Frosinone Calcio,0-1,0-1,SPAL 2013,
29,Sun Mar 31 2019,Bologna FC 1909,2-1,0-0,US Sassuolo Calcio,
29,Sun Mar 31 2019,FC Internazionale Milano,0-1,0-1,SS Lazio,
30,Tue Apr 2 2019,AC Milan,1-1,1-0,Udinese Calcio,
30,Tue Apr 2 2019,Cagliari Calcio,0-2,0-1,Juventus FC,
30,Wed Apr 3 2019,Empoli FC,2-1,1-1,SSC Napoli,
30,Wed Apr 3 2019,AS Roma,2-2,1-1,ACF Fiorentina,
30,Wed Apr 3 2019,Torino FC,2-1,2-0,UC Sampdoria,
30,Wed Apr 3 2019,Genoa CFC,0-4,0-2,FC Internazionale Milano,
30,Wed Apr 3 2019,SPAL 2013,1-0,0-0,SS Lazio,
30,Wed Apr 3 2019,Frosinone Calcio,3-2,2-1,Parma Calcio 1913,
30,Thu Apr 4 2019,US Sassuolo Calcio,4-0,2-0,AC Chievo Verona,
30,Thu Apr 4 2019,Atalanta BC,4-1,4-0,Bologna FC 1909,
31,Sat Apr 6 2019,Parma Calcio 1913,0-0,0-0,Torino FC,
31,Sat Apr 6 2019,Juventus FC,2-1,0-1,AC Milan,
31,Sat Apr 6 2019,UC Sampdoria,0-1,0-0,AS Roma,
31,Sun Apr 7 2019,ACF Fiorentina,0-1,0-0,Frosinone Calcio,
31,Sun Apr 7 2019,Udinese Calcio,3-2,3-2,Empoli FC,
31,Sun Apr 7 2019,Cagliari Calcio,2-1,1-1,SPAL 2013,
31,Sun Apr 7 2019,FC Internazionale Milano,0-0,0-0,Atalanta BC,
31,Sun Apr 7 2019,SS Lazio,2-2,0-0,US Sassuolo Calcio,
31,Sun Apr 7 2019,SSC Napoli,1-1,1-1,Genoa CFC,
31,Mon Apr 8 2019,Bologna FC 1909,3-0,1-0,AC Chievo Verona,
32,Sat Apr 13 2019,SPAL 2013,2-1,0-1,Juventus FC,
32,Sat Apr 13 2019,AS Roma,1-0,0-0,Udinese Calcio,
32,Sat Apr 13 2019,AC Milan,1-0,0-0,SS Lazio,
32,Sun Apr 14 2019,Torino FC,1-1,0-0,Cagliari Calcio,
32,Sun Apr 14 2019,ACF Fiorentina,0-0,0-0,Bologna FC 1909,
32,Sun Apr 14 2019,UC Sampdoria,2-0,1-0,Genoa CFC,
32,Sun Apr 14 2019,US Sassuolo Calcio,0-0,0-0,Parma Calcio 1913,
32,Sun Apr 14 2019,AC Chievo Verona,1-3,0-1,SSC Napoli,
32,Sun Apr 14 2019,Frosinone Calcio,1-3,0-2,FC Internazionale Milano,
32,Mon Apr 15 2019,Atalanta BC,0-0,0-0,Empoli FC,
25,Wed Apr 17 2019,SS Lazio,2-0,2-0,Udinese Calcio,
33,Sat Apr 20 2019,Parma Calcio 1913,1-1,0-0,AC Milan,
33,Sat Apr 20 2019,SS Lazio,1-2,0-0,AC Chievo Verona,
33,Sat Apr 20 2019,Udinese Calcio,1-1,0-1,US Sassuolo Calcio,
33,Sat Apr 20 2019,Cagliari Calcio,1-0,1-0,Frosinone Calcio,
33,Sat Apr 20 2019,Bologna FC 1909,3-0,1-0,UC Sampdoria,
33,Sat Apr 20 2019,Genoa CFC,0-1,0-0,Torino FC,
33,Sat Apr 20 2019,Empoli FC,2-4,1-2,SPAL 2013,
33,Sat Apr 20 2019,Juventus FC,2-1,1-1,ACF Fiorentina,
33,Sat Apr 20 2019,FC Internazionale Milano,1-1,0-1,AS Roma,
33,Mon Apr 22 2019,SSC Napoli,1-2,1-0,Atalanta BC,
34,Sat Apr 27 2019,Bologna FC 1909,3-1,0-1,Empoli FC,
34,Sat Apr 27 2019,AS Roma,3-0,2-0,Cagliari Calcio,
34,Sat Apr 27 2019,FC Internazionale Milano,1-1,1-0,Juventus FC,
34,Sun Apr 28 2019,Frosinone Calcio,0-2,0-1,SSC Napoli,
34,Sun Apr 28 2019,AC Chievo Verona,1-1,0-1,Parma Calcio 1913,
34,Sun Apr 28 2019,SPAL 2013,1-1,1-0,Genoa CFC,
34,Sun Apr 28 2019,UC Sampdoria,1-2,0-2,SS Lazio,
34,Sun Apr 28 2019,Torino FC,2-0,0-0,AC Milan,
34,Mon Apr 29 2019,Atalanta BC,2-0,0-0,Udinese Calcio,
34,Mon Apr 29 2019,ACF Fiorentina,0-1,0-1,US Sassuolo Calcio,
35,Fri May 3 2019,Juventus FC,1-1,0-1,Torino FC,
35,Sat May 4 2019,AC Chievo Verona,0-4,0-1,SPAL 2013,
35,Sat May 4 2019,Udinese Calcio,0-0,0-0,FC Internazionale Milano,
35,Sun May 5 2019,Empoli FC,1-0,0-0,ACF Fiorentina,
35,Sun May 5 2019,SS Lazio,1-3,1-1,Atalanta BC,
35,Sun May 5 2019,Parma Calcio 1913,3-3,1-2,UC Sampdoria,
