Matchday,Date,Team 1,FT,HT,Team 2,Comments
8,Sat Oct 27 2018,Os Belenenses Futebol,2-0,2-0,Sport Lisboa e Benfica,
8,Sun Oct 28 2018,Moreirense FC,1-0,0-0,CS Marítimo,
8,Sun Oct 28 2018,CD Tondela,1-2,0-1,Vitória Setúbal,
8,Sun Oct 28 2018,FC Porto,2-0,1-0,CD Feirense,
8,Sun Oct 28 2018,Sporting Clube de Portugal,3-0,1-0,Boavista FC,
9,Fri Nov 2 2018,Sport Lisboa e Benfica,1-3,1-3,Moreirense FC,
9,Sat Nov 3 2018,Portimonense SC,1-1,0-0,Os Belenenses Futebol,
9,Sat Nov 3 2018,CS Marítimo,0-2,0-0,FC Porto,
9,Sat Nov 3 2018,Boavista FC,0-0,0-0,Vitória Guimarães,
9,Sun Nov 4 2018,CD Feirense,2-4,1-1,CD Tondela,
9,Sun Nov 4 2018,CD Santa Clara,1-2,1-0,Sporting Clube de Portugal,
9,Sun Nov 4 2018,Sporting Clube de Braga,2-1,2-1,Vitória Setúbal,
9,Mon Nov 5 2018,Rio Ave FC,3-3,2-1,CD Nacional,
9,Mon Nov 5 2018,GD Chaves,1-2,0-1,CD Aves,
10,Fri Nov 9 2018,Moreirense FC,2-0,1-0,Portimonense SC,
10,Fri Nov 9 2018,Vitória Setúbal,2-1,1-1,CD Feirense,
10,Sat Nov 10 2018,Os Belenenses Futebol,0-0,0-0,Boavista FC,
10,Sat Nov 10 2018,CD Aves,2-1,2-0,Rio Ave FC,
10,Sat Nov 10 2018,CD Nacional,1-0,0-0,CS Marítimo,
10,Sat Nov 10 2018,FC Porto,1-0,0-0,Sporting Clube de Braga,
10,Sun Nov 11 2018,Vitória Guimarães,2-0,1-0,CD Santa Clara,
10,Sun Nov 11 2018,CD Tondela,1-3,1-1,Sport Lisboa e Benfica,
10,Sun Nov 11 2018,Sporting Clube de Portugal,2-1,1-0,GD Chaves,
11,Fri Nov 30 2018,CD Santa Clara,2-3,1-1,Os Belenenses Futebol,
11,Sat Dec 1 2018,CS Marítimo,0-1,0-0,Vitória Setúbal,
11,Sat Dec 1 2018,Sport Lisboa e Benfica,4-0,0-0,CD Feirense,
11,Sat Dec 1 2018,Sporting Clube de Braga,2-0,2-0,Moreirense FC,
11,Sun Dec 2 2018,CD Aves,2-3,1-1,CD Nacional,
11,Sun Dec 2 2018,Portimonense SC,3-2,3-1,CD Tondela,
11,Sun Dec 2 2018,GD Chaves,0-1,0-1,Vitória Guimarães,
11,Sun Dec 2 2018,Boavista FC,0-1,0-0,FC Porto,
11,Mon Dec 3 2018,Rio Ave FC,1-3,1-2,Sporting Clube de Portugal,
12,Fri Dec 7 2018,FC Porto,4-1,1-1,Portimonense SC,
12,Sat Dec 8 2018,Os Belenenses Futebol,1-0,1-0,GD Chaves,
12,Sat Dec 8 2018,CD Tondela,0-1,0-1,Sporting Clube de Braga,
12,Sat Dec 8 2018,Vitória Setúbal,0-1,0-1,Sport Lisboa e Benfica,
12,Sun Dec 9 2018,CD Nacional,0-0,0-0,Boavista FC,
12,Sun Dec 9 2018,Moreirense FC,0-1,0-0,CD Santa Clara,
12,Sun Dec 9 2018,Vitória Guimarães,3-2,2-1,Rio Ave FC,
12,Sun Dec 9 2018,Sporting Clube de Portugal,4-1,2-1,CD Aves,
12,Mon Dec 10 2018,CD Feirense,1-1,0-0,CS Marítimo,
13,Fri Dec 14 2018,Portimonense SC,3-1,2-0,Vitória Setúbal,
13,Fri Dec 14 2018,Sporting Clube de Braga,4-0,2-0,CD Feirense,
13,Sat Dec 15 2018,GD Chaves,1-2,0-0,Moreirense FC,
13,Sat Dec 15 2018,Boavista FC,2-0,2-0,CD Tondela,
13,Sat Dec 15 2018,CD Aves,1-1,1-1,Vitória Guimarães,
13,Sat Dec 15 2018,CD Santa Clara,1-2,1-1,FC Porto,
13,Sun Dec 16 2018,Rio Ave FC,2-2,1-0,Os Belenenses Futebol,
13,Sun Dec 16 2018,CS Marítimo,0-1,0-1,Sport Lisboa e Benfica,
13,Sun Dec 16 2018,Sporting Clube de Portugal,5-2,1-2,CD Nacional,
14,Sat Dec 22 2018,Vitória Setúbal,0-2,0-1,CD Santa Clara,
14,Sat Dec 22 2018,CD Feirense,0-1,0-0,Portimonense SC,
14,Sat Dec 22 2018,CD Tondela,2-1,1-1,CS Marítimo,
14,Sat Dec 22 2018,Os Belenenses Futebol,5-2,2-2,CD Aves,
14,Sat Dec 22 2018,Moreirense FC,2-1,2-1,Boavista FC,
14,Sun Dec 23 2018,FC Porto,2-1,2-1,Rio Ave FC,
14,Sun Dec 23 2018,CD Nacional,2-0,1-0,GD Chaves,
14,Sun Dec 23 2018,Sport Lisboa e Benfica,6-2,2-0,Sporting Clube de Braga,
14,Sun Dec 23 2018,Vitória Guimarães,1-0,1-0,Sporting Clube de Portugal,
15,Wed Jan 2 2019,CD Santa Clara,1-2,0-0,CD Tondela,
15,Wed Jan 2 2019,CD Nacional,1-0,1-0,Vitória Guimarães,
15,Wed Jan 2 2019,Sporting Clube de Braga,2-0,2-0,CS Marítimo,
15,Wed Jan 2 2019,Boavista FC,1-0,0-0,Vitória Setúbal,
15,Wed Jan 2 2019,Rio Ave FC,1-2,1-0,Moreirense FC,
15,Wed Jan 2 2019,Portimonense SC,2-0,2-0,Sport Lisboa e Benfica,
15,Thu Jan 3 2019,GD Chaves,0-0,0-0,CD Feirense,
15,Thu Jan 3 2019,Sporting Clube de Portugal,2-1,0-0,Os Belenenses Futebol,
15,Thu Jan 3 2019,CD Aves,0-1,0-1,FC Porto,
16,Sat Jan 5 2019,CS Marítimo,2-1,1-0,Portimonense SC,
16,Sun Jan 6 2019,Vitória Setúbal,0-0,0-0,GD Chaves,
16,Sun Jan 6 2019,Os Belenenses Futebol,1-0,1-0,Vitória Guimarães,
16,Sun Jan 6 2019,CD Feirense,2-2,0-1,CD Santa Clara,
16,Sun Jan 6 2019,Sport Lisboa e Benfica,4-2,2-2,Rio Ave FC,
16,Sun Jan 6 2019,Sporting Clube de Braga,1-0,1-0,Boavista FC,
16,Mon Jan 7 2019,Moreirense FC,1-0,0-0,CD Aves,
16,Mon Jan 7 2019,CD Tondela,2-1,1-0,Sporting Clube de Portugal,
16,Mon Jan 7 2019,FC Porto,3-1,2-1,CD Nacional,
17,Thu Jan 10 2019,Portimonense SC,1-1,1-0,Sporting Clube de Braga,
17,Fri Jan 11 2019,CD Santa Clara,0-2,0-1,Sport Lisboa e Benfica,
17,Fri Jan 11 2019,CD Aves,1-1,1-0,CD Feirense,
17,Fri Jan 11 2019,Vitória Guimarães,1-0,0-0,Moreirense FC,
17,Sat Jan 12 2019,Sporting Clube de Portugal,0-0,0-0,FC Porto,
17,Sat Jan 12 2019,Boavista FC,0-1,0-0,CS Marítimo,
17,Sun Jan 13 2019,CD Nacional,0-1,0-0,Os Belenenses Futebol,
17,Sun Jan 13 2019,GD Chaves,2-1,1-0,CD Tondela,
17,Sun Jan 13 2019,Rio Ave FC,1-1,1-0,Vitória Setúbal,
18,Fri Jan 18 2019,CD Nacional,0-3,0-0,Sporting Clube de Braga,
18,Fri Jan 18 2019,GD Chaves,1-4,0-2,FC Porto,
18,Fri Jan 18 2019,Vitória Guimarães,0-1,0-0,Sport Lisboa e Benfica,
18,Sat Jan 19 2019,Os Belenenses Futebol,2-2,1-2,CD Tondela,
18,Sat Jan 19 2019,Sporting Clube de Portugal,2-1,2-1,Moreirense FC,
18,Sat Jan 19 2019,CD Santa Clara,0-1,0-1,CS Marítimo,
18,Sun Jan 20 2019,CD Aves,2-1,1-0,Vitória Setúbal,
18,Sun Jan 20 2019,Boavista FC,0-2,0-1,Portimonense SC,
18,Sun Jan 20 2019,Rio Ave FC,0-0,0-0,CD Feirense,
19,Mon Jan 28 2019,CS Marítimo,0-2,0-0,Rio Ave FC,
19,Mon Jan 28 2019,Moreirense FC,2-1,1-0,CD Nacional,
19,Mon Jan 28 2019,CD Tondela,0-2,0-0,CD Aves,
19,Mon Jan 28 2019,CD Feirense,1-2,1-2,Vitória Guimarães,
19,Tue Jan 29 2019,Sport Lisboa e Benfica,5-1,2-1,Boavista FC,
19,Tue Jan 29 2019,Portimonense SC,0-1,0-1,GD Chaves,
19,Tue Jan 29 2019,Sporting Clube de Braga,1-0,0-0,CD Santa Clara,
19,Wed Jan 30 2019,Vitória Setúbal,1-1,1-0,Sporting Clube de Portugal,
19,Wed Jan 30 2019,FC Porto,3-0,2-0,Os Belenenses Futebol,
20,Fri Feb 1 2019,Rio Ave FC,2-2,1-1,CD Tondela,
20,Sat Feb 2 2019,GD Chaves,1-0,0-0,CS Marítimo,
20,Sat Feb 2 2019,Boavista FC,2-0,0-0,CD Feirense,
20,Sat Feb 2 2019,CD Aves,0-2,0-0,Sporting Clube de Braga,
20,Sun Feb 3 2019,CD Nacional,0-0,0-0,Vitória Setúbal,
20,Sun Feb 3 2019,CD Santa Clara,2-1,1-1,Portimonense SC,
20,Sun Feb 3 2019,Sporting Clube de Portugal,2-4,1-2,Sport Lisboa e Benfica,
20,Sun Feb 3 2019,Vitória Guimarães,0-0,0-0,FC Porto,
20,Mon Feb 4 2019,Os Belenenses Futebol,0-1,0-0,Moreirense FC,
21,Fri Feb 8 2019,Moreirense FC,1-1,0-0,FC Porto,
21,Sat Feb 9 2019,CS Marítimo,0-1,0-1,CD Aves,
21,Sat Feb 9 2019,Portimonense SC,0-1,0-1,Rio Ave FC,
21,Sat Feb 9 2019,CD Tondela,1-0,0-0,Vitória Guimarães,
21,Sun Feb 10 2019,Sporting Clube de Braga,2-1,0-0,GD Chaves,
21,Sun Feb 10 2019,Boavista FC,1-0,0-0,CD Santa Clara,
21,Sun Feb 10 2019,Sport Lisboa e Benfica,10-0,3-0,CD Nacional,
21,Sun Feb 10 2019,CD Feirense,1-3,1-1,Sporting Clube de Portugal,
21,Mon Feb 11 2019,Vitória Setúbal,0-0,0-0,Os Belenenses Futebol,
22,Fri Feb 15 2019,Rio Ave FC,1-2,1-1,CD Santa Clara,
22,Sat Feb 16 2019,CD Nacional,4-0,1-0,CD Feirense,
22,Sat Feb 16 2019,Vitória Guimarães,2-0,1-0,Portimonense SC,
22,Sat Feb 16 2019,FC Porto,2-0,1-0,Vitória Setúbal,
22,Sun Feb 17 2019,Moreirense FC,2-0,1-0,CD Tondela,
22,Sun Feb 17 2019,Os Belenenses Futebol,0-1,0-0,CS Marítimo,
22,Sun Feb 17 2019,GD Chaves,1-1,1-0,Boavista FC,
22,Sun Feb 17 2019,Sporting Clube de Portugal,3-0,1-0,Sporting Clube de Braga,
22,Mon Feb 18 2019,CD Aves,0-3,0-2,Sport Lisboa e Benfica,
23,Fri Feb 22 2019,Sporting Clube de Braga,0-2,0-1,Os Belenenses Futebol,
23,Fri Feb 22 2019,CD Tondela,0-3,0-1,FC Porto,
23,Sat Feb 23 2019,CD Feirense,1-3,0-2,Moreirense FC,
23,Sat Feb 23 2019,Portimonense SC,1-1,0-1,CD Aves,
23,Sat Feb 23 2019,Vitória Setúbal,1-1,0-1,Vitória Guimarães,
23,Sun Feb 24 2019,CD Santa Clara,2-0,0-0,CD Nacional,
23,Sun Feb 24 2019,Boavista FC,1-0,1-0,Rio Ave FC,
23,Mon Feb 25 2019,CS Marítimo,0-0,0-0,Sporting Clube de Portugal,
23,Mon Feb 25 2019,Sport Lisboa e Benfica,4-0,3-0,GD Chaves,
24,Fri Mar 1 2019,CD Aves,2-0,0-0,Boavista FC,
24,Sat Mar 2 2019,CD Nacional,3-2,1-1,CD Tondela,
24,Sat Mar 2 2019,Moreirense FC,1-1,1-1,Vitória Setúbal,
24,Sat Mar 2 2019,FC Porto,1-2,1-1,Sport Lisboa e Benfica,
24,Sun Mar 3 2019,Os Belenenses Futebol,4-0,2-0,CD Feirense,
24,Sun Mar 3 2019,GD Chaves,0-0,0-0,CD Santa Clara,
24,Sun Mar 3 2019,Rio Ave FC,1-2,0-0,Sporting Clube de Braga,
24,Sun Mar 3 2019,Sporting Clube de Portugal,3-1,2-1,Portimonense SC,
24,Mon Mar 4 2019,Vitória Guimarães,1-0,0-0,CS Marítimo,
25,Fri Mar 8 2019,GD Chaves,1-1,0-1,Rio Ave FC,
25,Sat Mar 9 2019,CS Marítimo,3-2,1-2,Moreirense FC,
25,Sat Mar 9 2019,Sporting Clube de Braga,1-0,1-0,Vitória Guimarães,
25,Sat Mar 9 2019,Boavista FC,1-2,1-1,Sporting Clube de Portugal,
25,Sun Mar 10 2019,CD Santa Clara,0-0,0-0,CD Aves,
25,Sun Mar 10 2019,Portimonense SC,5-1,3-0,CD Nacional,
25,Sun Mar 10 2019,Vitória Setúbal,0-0,0-0,CD Tondela,
25,Sun Mar 10 2019,CD Feirense,1-2,1-2,FC Porto,
25,Mon Mar 11 2019,Sport Lisboa e Benfica,2-2,0-0,Os Belenenses Futebol,
26,Fri Mar 15 2019,Sporting Clube de Portugal,1-0,0-0,CD Santa Clara,
26,Sat Mar 16 2019,Vitória Setúbal,0-1,0-1,Sporting Clube de Braga,
26,Sat Mar 16 2019,Os Belenenses Futebol,2-2,0-2,Portimonense SC,
26,Sat Mar 16 2019,Vitória Guimarães,3-1,1-0,Boavista FC,
26,Sat Mar 16 2019,FC Porto,3-0,0-0,CS Marítimo,
26,Sun Mar 17 2019,CD Nacional,0-1,0-1,Rio Ave FC,
26,Sun Mar 17 2019,CD Aves,0-1,0-1,GD Chaves,
26,Sun Mar 17 2019,Moreirense FC,0-4,0-2,Sport Lisboa e Benfica,
26,Sun Mar 17 2019,CD Tondela,1-1,0-1,CD Feirense,
27,Fri Mar 29 2019,Portimonense SC,0-2,0-1,Moreirense FC,
27,Sat Mar 30 2019,Sporting Clube de Braga,2-3,1-1,FC Porto,
27,Sat Mar 30 2019,GD Chaves,1-3,0-1,Sporting Clube de Portugal,
27,Sat Mar 30 2019,Sport Lisboa e Benfica,1-0,0-0,CD Tondela,
27,Sat Mar 30 2019,CD Santa Clara,1-0,1-0,Vitória Guimarães,
27,Sun Mar 31 2019,CS Marítimo,3-2,3-1,CD Nacional,
27,Sun Mar 31 2019,Rio Ave FC,0-2,0-1,CD Aves,
27,Sun Mar 31 2019,Boavista FC,2-0,0-0,Os Belenenses Futebol,
27,Mon Apr 1 2019,CD Feirense,0-1,0-0,Vitória Setúbal,
28,Fri Apr 5 2019,FC Porto,2-0,1-0,Boavista FC,
28,Sat Apr 6 2019,CD Nacional,0-0,0-0,CD Aves,
28,Sat Apr 6 2019,Os Belenenses Futebol,1-1,1-1,CD Santa Clara,
28,Sat Apr 6 2019,Vitória Guimarães,4-0,3-0,GD Chaves,
28,Sat Apr 6 2019,Moreirense FC,1-0,0-0,Sporting Clube de Braga,
28,Sun Apr 7 2019,Vitória Setúbal,1-0,1-0,CS Marítimo,
28,Sun Apr 7 2019,CD Feirense,1-4,1-2,Sport Lisboa e Benfica,
28,Sun Apr 7 2019,Sporting Clube de Portugal,3-0,2-0,Rio Ave FC,
28,Mon Apr 8 2019,CD Tondela,3-2,0-2,Portimonense SC,
29,Fri Apr 12 2019,GD Chaves,2-2,1-1,Os Belenenses Futebol,
29,Sat Apr 13 2019,CD Santa Clara,1-1,1-1,Moreirense FC,
29,Sat Apr 13 2019,Portimonense SC,0-3,0-1,FC Porto,
29,Sat Apr 13 2019,CD Aves,1-3,1-2,Sporting Clube de Portugal,
29,Sun Apr 14 2019,CS Marítimo,2-0,2-0,CD Feirense,
29,Sun Apr 14 2019,Rio Ave FC,2-1,1-0,Vitória Guimarães,
29,Sun Apr 14 2019,Sporting Clube de Braga,3-0,1-0,CD Tondela,
29,Sun Apr 14 2019,Boavista FC,1-0,1-0,CD Nacional,
29,Sun Apr 14 2019,Sport Lisboa e Benfica,4-2,2-1,Vitória Setúbal,
30,Fri Apr 19 2019,Vitória Setúbal,1-1,0-0,Portimonense SC,
30,Fri Apr 19 2019,CD Tondela,1-0,1-0,Boavista FC,
30,Fri Apr 19 2019,CD Nacional,0-1,0-0,Sporting Clube de Portugal,
30,Fri Apr 19 2019,Vitória Guimarães,0-2,0-1,CD Aves,
30,Sat Apr 20 2019,Moreirense FC,0-1,0-0,GD Chaves,
30,Sat Apr 20 2019,Os Belenenses Futebol,1-3,0-2,Rio Ave FC,
30,Sat Apr 20 2019,CD Feirense,0-2,0-0,Sporting Clube de Braga,
30,Sat Apr 20 2019,FC Porto,1-0,1-0,CD Santa Clara,
30,Mon Apr 22 2019,Sport Lisboa e Benfica,6-0,1-0,CS Marítimo,
31,Fri Apr 26 2019,Rio Ave FC,2-2,0-2,FC Porto,
31,Sat Apr 27 2019,CD Santa Clara,0-0,0-0,Vitória Setúbal,
31,Sat Apr 27 2019,Portimonense SC,1-0,1-0,CD Feirense,
31,Sat Apr 27 2019,Sporting Clube de Portugal,2-0,1-0,Vitória Guimarães,
31,Sat Apr 27 2019,CD Aves,3-0,0-0,Os Belenenses Futebol,
31,Sun Apr 28 2019,CS Marítimo,2-0,1-0,CD Tondela,
31,Sun Apr 28 2019,GD Chaves,4-1,2-1,CD Nacional,
31,Sun Apr 28 2019,Sporting Clube de Braga,1-4,1-0,Sport Lisboa e Benfica,
31,Sun Apr 28 2019,Boavista FC,3-1,1-0,Moreirense FC,
32,Fri May 3 2019,Moreirense FC,1-2,1-1,Rio Ave FC,
32,Sat May 4 2019,CS Marítimo,1-0,0-0,Sporting Clube de Braga,
32,Sat May 4 2019,CD Feirense,4-4,2-1,GD Chaves,
32,Sat May 4 2019,Sport Lisboa e Benfica,5-1,0-0,Portimonense SC,
32,Sat May 4 2019,FC Porto,4-0,2-0,CD Aves,
32,Sun May 5 2019,CD Tondela,1-3,0-1,CD Santa Clara,
32,Sun May 5 2019,Os Belenenses Futebol,1-8,0-2,Sporting Clube de Portugal,
32,Sun May 5 2019,Vitória Guimarães,2-2,1-0,CD Nacional,
32,Mon May 6 2019,Vitória Setúbal,0-3,0-0,Boavista FC,
33,Fri May 10 2019,CD Aves,0-1,0-0,Moreirense FC,
33,Sat May 11 2019,CD Santa Clara,4-4,2-3,CD Feirense,
33,Sat May 11 2019,Portimonense SC,3-2,1-2,CS Marítimo,
33,Sat May 11 2019,Boavista FC,4-2,3-2,Sporting Clube de Braga,
33,Sat May 11 2019,Sporting Clube de Portugal,1-1,1-0,CD Tondela,
33,Sun May 12 2019,Vitória Guimarães,5-1,0-0,Os Belenenses Futebol,
33,Sun May 12 2019,GD Chaves,1-2,0-2,Vitória Setúbal,
33,Sun May 12 2019,CD Nacional,0-4,0-2,FC Porto,
33,Sun May 12 2019,Rio Ave FC,2-3,0-2,Sport Lisboa e Benfica,
34,Thu May 16 2019,Os Belenenses Futebol,3-0,1-0,CD Nacional,
34,Fri May 17 2019,Sporting Clube de Braga,2-0,1-0,Portimonense SC,
34,Sat May 18 2019,CS Marítimo,0-1,0-1,Boavista FC,
34,Sat May 18 2019,Vitória Setúbal,1-3,0-0,Rio Ave FC,
34,Sat May 18 2019,CD Feirense,2-1,0-1,CD Aves,
34,Sat May 18 2019,FC Porto,2-1,0-0,Sporting Clube de Portugal,
34,Sat May 18 2019,Sport Lisboa e Benfica,4-1,3-0,CD Santa Clara,
34,Sun May 19 2019,CD Tondela,5-2,4-2,GD Chaves,
34,Sun May 19 2019,Moreirense FC,1-3,1-1,Vitória Guimarães,
