Date,Team 1,Team 2,FT,HT
1995-08-26,Kalamata,OFI,2-3,
1995-08-27,AEK,Paniliakos,3-0,
1995-08-27,Athinaikos,Olympiakos,0-1,
1995-08-27,Edessaikos,Apollon,0-0,
1995-08-27,Ethnikos,Panahaiki,1-2,
1995-08-27,Ionikos,Panionios,2-1,
1995-08-27,Iraklis,Aris,3-2,
1995-08-27,Larisa,Panathinaikos,0-1,
1995-08-27,Xanthi,PAOK,2-2,
1995-09-09,Panathinaikos,Xanthi,2-0,
1995-09-09,Panionios,Olympiakos,1-2,
1995-09-10,Apollon,Larisa,4-0,
1995-09-10,Aris,AEK,2-1,
1995-09-10,Ethnikos,Kalamata,2-3,
1995-09-10,OFI,Edessaikos,4-1,
1995-09-10,Panahaiki,Iraklis,1-0,
1995-09-10,Paniliakos,Ionikos,0-0,
1995-09-10,PAOK,Athinaikos,1-0,
1995-09-17,AEK,Panahaiki,5-1,
1995-09-17,Athinaikos,Panathinaikos,1-2,
1995-09-17,Ionikos,Aris,3-1,
1995-09-17,Iraklis,Ethnikos,4-1,
1995-09-17,Kalamata,Edessaikos,1-1,
1995-09-17,Larisa,OFI,2-6,
1995-09-17,Olympiakos,Paniliakos,3-0,
1995-09-17,Panionios,PAOK,2-1,
1995-09-17,Xanthi,Apollon,1-0,
1995-09-23,Aris,Olympiakos,0-0,
1995-09-23,Panathinaikos,Panionios,5-3,
1995-09-24,Apollon,Athinaikos,0-0,
1995-09-24,Edessaikos,Larisa,3-1,
1995-09-24,Ethnikos,AEK,0-3,
1995-09-24,Iraklis,Kalamata,2-1,
1995-09-24,OFI,Xanthi,3-0,
1995-09-24,Panahaiki,Ionikos,1-2,
1995-09-24,Paniliakos,PAOK,1-1,
1995-09-30,Kalamata,Larisa,5-0,
1995-10-01,Athinaikos,OFI,3-2,
1995-10-01,Ionikos,Ethnikos,4-1,
1995-10-01,Olympiakos,Panahaiki,6-1,
1995-10-01,Paniliakos,Panathinaikos,0-1,
1995-10-01,Panionios,Apollon,2-2,
1995-10-01,PAOK,Aris,1-0,
1995-10-01,Xanthi,Edessaikos,1-1,
1995-10-02,AEK,Iraklis,3-1,
1995-10-14,Aris,Panathinaikos,1-1,
1995-10-14,Ethnikos,Olympiakos,0-3,
1995-10-15,AEK,Kalamata,5-1,
1995-10-15,Apollon,Paniliakos,2-1,
1995-10-15,Edessaikos,Athinaikos,5-2,
1995-10-15,Iraklis,Ionikos,3-1,
1995-10-15,Larisa,Xanthi,1-2,
1995-10-15,OFI,Panionios,2-2,
1995-10-15,Panahaiki,PAOK,3-2,
1995-10-21,Paniliakos,OFI,4-2,
1995-10-22,Aris,Apollon,2-0,
1995-10-22,Athinaikos,Larisa,1-0,
1995-10-22,Kalamata,Xanthi,1-1,
1995-10-22,Olympiakos,Iraklis,2-1,
1995-10-22,Panathinaikos,Panahaiki,1-0,
1995-10-22,Panionios,Edessaikos,1-2,
1995-10-22,PAOK,Ethnikos,2-0,
1995-10-23,Ionikos,AEK,1-4,
1995-10-28,AEK,Olympiakos,1-1,
1995-10-28,Ethnikos,Panathinaikos,0-0,
1995-10-29,Edessaikos,Paniliakos,1-3,
1995-10-29,Ionikos,Kalamata,2-2,
1995-10-29,Iraklis,PAOK,2-2,
1995-10-29,Larisa,Panionios,0-0,
1995-10-29,OFI,Aris,2-0,
1995-10-29,Panahaiki,Apollon,2-1,
1995-10-29,Xanthi,Athinaikos,3-0,
1995-11-04,Panahaiki,OFI,0-1,
1995-11-05,Apollon,Ethnikos,3-1,
1995-11-05,Aris,Edessaikos,2-0,
1995-11-05,Kalamata,Athinaikos,1-0,
1995-11-05,Olympiakos,Ionikos,1-1,
1995-11-05,Panathinaikos,Iraklis,4-0,
1995-11-05,Paniliakos,Larisa,4-2,
1995-11-05,Panionios,Xanthi,3-0,
1995-11-06,PAOK,AEK,1-3,
1995-11-18,AEK,Panathinaikos,1-0,
1995-11-18,Athinaikos,Panionios,2-1,
1995-11-18,Edessaikos,Panahaiki,2-0,
1995-11-18,Ionikos,PAOK,0-0,
1995-11-18,Iraklis,Apollon,1-1,
1995-11-18,Larisa,Aris,1-0,
1995-11-18,OFI,Ethnikos,3-2,
1995-11-18,Olympiakos,Kalamata,4-1,
1995-11-18,Xanthi,Paniliakos,1-3,
1995-11-25,OFI,Iraklis,0-0,
1995-11-26,Apollon,AEK,0-3,
1995-11-26,Aris,Xanthi,2-2,
1995-11-26,Ethnikos,Edessaikos,1-1,
1995-11-26,Kalamata,Panionios,1-0,
1995-11-26,Panahaiki,Larisa,1-1,
1995-11-26,Panathinaikos,Ionikos,3-0,
1995-11-26,Paniliakos,Athinaikos,4-1,
1995-11-26,PAOK,Olympiakos,0-0,
1995-12-03,AEK,OFI,4-0,
1995-12-03,Athinaikos,Aris,0-0,
1995-12-03,Edessaikos,Iraklis,2-0,
1995-12-03,Ionikos,Apollon,1-2,
1995-12-03,Larisa,Ethnikos,0-1,
1995-12-03,Olympiakos,Panathinaikos,1-2,
1995-12-03,Panionios,Paniliakos,1-0,
1995-12-03,PAOK,Kalamata,1-1,
1995-12-03,Xanthi,Panahaiki,3-1,
1995-12-10,Apollon,Olympiakos,3-4,
1995-12-10,Aris,Panionios,4-2,
1995-12-10,Edessaikos,AEK,2-5,
1995-12-10,Ethnikos,Xanthi,1-2,
1995-12-10,Iraklis,Larisa,2-1,
1995-12-10,Kalamata,Paniliakos,1-1,
1995-12-10,OFI,Ionikos,3-1,
1995-12-10,Panahaiki,Athinaikos,2-0,
1995-12-10,Panathinaikos,PAOK,2-0,
1995-12-17,Athinaikos,Ethnikos,2-0,
1995-12-17,Ionikos,Edessaikos,3-0,
1995-12-17,Larisa,AEK,1-0,
1995-12-17,Olympiakos,OFI,3-1,
1995-12-17,Panathinaikos,Kalamata,4-0,
1995-12-17,Paniliakos,Aris,2-1,
1995-12-17,Panionios,Panahaiki,1-0,
1995-12-17,PAOK,Apollon,2-1,
1995-12-17,Xanthi,Iraklis,0-1,
1996-01-06,Apollon,Panathinaikos,2-3,
1996-01-07,AEK,Xanthi,2-1,
1996-01-07,Edessaikos,Olympiakos,2-5,
1996-01-07,Ethnikos,Panionios,2-0,
1996-01-07,Iraklis,Athinaikos,1-2,
1996-01-07,Kalamata,Aris,1-1,
1996-01-07,Larisa,Ionikos,1-0,
1996-01-07,OFI,PAOK,2-1,
1996-01-07,Panahaiki,Paniliakos,0-0,
1996-01-13,Athinaikos,AEK,0-1,
1996-01-14,Apollon,Kalamata,2-1,
1996-01-14,Aris,Panahaiki,1-0,
1996-01-14,Olympiakos,Larisa,3-1,
1996-01-14,Panathinaikos,OFI,4-0,
1996-01-14,Paniliakos,Ethnikos,2-2,
1996-01-14,Panionios,Iraklis,0-0,
1996-01-14,PAOK,Edessaikos,0-1,
1996-01-14,Xanthi,Ionikos,1-0,
1996-01-20,Kalamata,Panahaiki,1-0,
1996-01-21,AEK,Panionios,2-0,
1996-01-21,Edessaikos,Panathinaikos,1-3,
