Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 19 Aug 2017 (W33),Asteras Tripolis FC (1),1-2,0-2,PAS Giannina FC (1)
?,(Sat) 19 Aug 2017 (W33),Olympiacos Piraeus FC (1),4-1,1-0,AE Larissa FC (1)
?,(Sat) 19 Aug 2017 (W33),Xanthi FC (1),0-0,0-0,PAS Lamia 1964 (1)
?,(Sun) 20 Aug 2017 (W33),AEK Athens FC (1),2-0,1-0,Panetolikos GFS (1)
?,(Sun) 20 Aug 2017 (W33),Kerkyra FC (1),0-1,0-0,Panionios GSS (1)
?,(Sun) 20 Aug 2017 (W33),Levadiakos FC (1),0-0,0-0,PAOK FC (1)
?,(Sun) 20 Aug 2017 (W33),Platanias FC (1),1-1,0-0,Panathinaikos FC (1)
?,(Mon) 21 Aug 2017 (W34),Atromitos FC (1),1-1,0-0,Apollon Smyrnis FC (1)
?,(Sat) 26 Aug 2017 (W34),PAS Lamia 1964 (2),0-1,0-1,Olympiacos Piraeus FC (2)
?,(Sat) 26 Aug 2017 (W34),Panetolikos GFS (2),2-2,0-1,Atromitos FC (2)
?,(Sat) 26 Aug 2017 (W34),Platanias FC (2),0-2,0-2,Xanthi FC (2)
?,(Sun) 27 Aug 2017 (W34),PAS Giannina FC (2),0-0,0-0,AEK Athens FC (2)
?,(Sun) 27 Aug 2017 (W34),Panathinaikos FC (2),0-0,0-0,Levadiakos FC (2)
?,(Sun) 27 Aug 2017 (W34),Panionios GSS (2),2-0,1-0,Apollon Smyrnis FC (2)
?,(Sun) 27 Aug 2017 (W34),PAOK FC (2),3-1,1-1,Kerkyra FC (2)
?,(Mon) 28 Aug 2017 (W35),AE Larissa FC (2),1-1,0-0,Asteras Tripolis FC (2)
?,(Sat) 9 Sep 2017 (W36),Asteras Tripolis FC (3),1-3,0-2,PAS Lamia 1964 (3)
?,(Sat) 9 Sep 2017 (W36),Atromitos FC (3),0-0,0-0,PAS Giannina FC (3)
?,(Sat) 9 Sep 2017 (W36),Xanthi FC (3),1-1,1-1,Olympiacos Piraeus FC (3)
?,(Sun) 10 Sep 2017 (W36),AEK Athens FC (3),4-0,2-0,AE Larissa FC (3)
?,(Sun) 10 Sep 2017 (W36),Kerkyra FC (3),1-0,1-0,Panathinaikos FC (3)
?,(Sun) 10 Sep 2017 (W36),Levadiakos FC (3),1-1,0-0,Platanias FC (3)
?,(Sun) 10 Sep 2017 (W36),Panionios GSS (3),1-1,0-0,Panetolikos GFS (3)
?,(Mon) 11 Sep 2017 (W37),Apollon Smyrnis FC (3),0-0,0-0,PAOK FC (3)
?,(Sat) 16 Sep 2017 (W37),Levadiakos FC (4),1-0,1-0,Xanthi FC (4)
?,(Sat) 16 Sep 2017 (W37),Olympiacos Piraeus FC (4),1-1,0-0,Asteras Tripolis FC (4)
?,(Sat) 16 Sep 2017 (W37),PAOK FC (4),1-0,0-0,Panetolikos GFS (4)
?,(Sun) 17 Sep 2017 (W37),PAS Lamia 1964 (4),0-1,0-0,AEK Athens FC (4)
?,(Sun) 17 Sep 2017 (W37),AE Larissa FC (4),0-0,0-0,Atromitos FC (4)
?,(Sun) 17 Sep 2017 (W37),Panathinaikos FC (4),1-0,1-0,Apollon Smyrnis FC (4)
?,(Sun) 17 Sep 2017 (W37),Platanias FC (4),0-0,0-0,Kerkyra FC (4)
?,(Mon) 18 Sep 2017 (W38),PAS Giannina FC (4),1-1,0-0,Panionios GSS (4)
?,(Sat) 23 Sep 2017 (W38),Apollon Smyrnis FC (5),0-1,0-1,Platanias FC (5)
?,(Sat) 23 Sep 2017 (W38),Atromitos FC (5),3-0,3-0,PAS Lamia 1964 (5)
?,(Sat) 23 Sep 2017 (W38),Panetolikos GFS (5),2-0,1-0,Panathinaikos FC (5)
?,(Sun) 24 Sep 2017 (W38),AEK Athens FC (5),3-2,0-1,Olympiacos Piraeus FC (5)
?,(Sun) 24 Sep 2017 (W38),Kerkyra FC (5),1-1,0-1,Levadiakos FC (5)
?,(Sun) 24 Sep 2017 (W38),Panionios GSS (5),4-1,1-0,AE Larissa FC (5)
?,(Sun) 24 Sep 2017 (W38),PAOK FC (5),1-0,0-0,PAS Giannina FC (5)
