Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
21,Sun Aug 27 2023,16:00,-03 / UTC-0300,Botafogo FR,3-0,1-0,EC Bahia,2023-08-27T19:00:00Z
21,Sun Aug 27 2023,18:30,-03 / UTC-0300,Fortaleza EC,3-1,2-0,Coritiba FBC,2023-08-27T21:30:00Z
21,Sun Aug 27 2023,18:30,-03 / UTC-0300,CA Paranaense,2-2,1-0,Fluminense FC,2023-08-27T21:30:00Z
21,Sun Aug 27 2023,18:30,-03 / UTC-0300,SE Palmeiras,1-0,0-0,CR Vasco da Gama,2023-08-27T21:30:00Z
21,Sun Aug 27 2023,19:00,-03 / UTC-0300,Grêmio FBPA,3-0,1-0,Cruzeiro EC,2023-08-27T22:00:00Z
22,Sat Sep 2 2023,16:00,-03 / UTC-0300,Goiás EC,0-0,0-0,SC Internacional,2023-09-02T19:00:00Z
22,Sat Sep 2 2023,16:00,-03 / UTC-0300,CA Paranaense,1-1,0-1,CA Mineiro,2023-09-02T19:00:00Z
22,Sat Sep 2 2023,21:00,-03 / UTC-0300,Botafogo FR,1-2,1-1,CR Flamengo,2023-09-03T00:00:00Z
22,Sun Sep 3 2023,11:00,-03 / UTC-0300,Grêmio FBPA,2-0,1-0,Cuiabá EC,2023-09-03T14:00:00Z
22,Sun Sep 3 2023,16:00,-03 / UTC-0300,Fluminense FC,1-0,0-0,Fortaleza EC,2023-09-03T19:00:00Z
22,Sun Sep 3 2023,16:00,-03 / UTC-0300,SC Corinthians Paulista,0-0,0-0,SE Palmeiras,2023-09-03T19:00:00Z
22,Sun Sep 3 2023,18:30,-03 / UTC-0300,Cruzeiro EC,0-0,0-0,RB Bragantino,2023-09-03T21:30:00Z
22,Sun Sep 3 2023,18:30,-03 / UTC-0300,EC Bahia,1-1,1-0,CR Vasco da Gama,2023-09-03T21:30:00Z
22,Sun Sep 3 2023,18:30,-03 / UTC-0300,América Mineiro,2-0,1-0,Santos FC,2023-09-03T21:30:00Z
23,Wed Sep 13 2023,21:30,-03 / UTC-0300,SC Internacional,2-1,0-1,São Paulo FC,2023-09-14T00:30:00Z
23,Wed Sep 13 2023,21:30,-03 / UTC-0300,CR Flamengo,0-3,0-1,CA Paranaense,2023-09-14T00:30:00Z
23,Thu Sep 14 2023,19:00,-03 / UTC-0300,Fortaleza EC,2-1,1-1,SC Corinthians Paulista,2023-09-14T22:00:00Z
23,Thu Sep 14 2023,19:00,-03 / UTC-0300,Santos FC,0-3,0-1,Cruzeiro EC,2023-09-14T22:00:00Z
23,Thu Sep 14 2023,20:00,-03 / UTC-0300,Coritiba FBC,2-4,1-3,EC Bahia,2023-09-14T23:00:00Z
23,Thu Sep 14 2023,21:30,-03 / UTC-0300,RB Bragantino,2-0,2-0,Grêmio FBPA,2023-09-15T00:30:00Z
23,Fri Sep 15 2023,20:00,-03 / UTC-0300,Cuiabá EC,2-2,2-2,América Mineiro,2023-09-15T23:00:00Z
23,Fri Sep 15 2023,21:30,-03 / UTC-0300,SE Palmeiras,1-0,0-0,Goiás EC,2023-09-16T00:30:00Z
23,Sat Sep 16 2023,16:00,-03 / UTC-0300,CR Vasco da Gama,4-2,1-0,Fluminense FC,2023-09-16T19:00:00Z
23,Sat Sep 16 2023,21:00,-03 / UTC-0300,CA Mineiro,1-0,0-0,Botafogo FR,2023-09-17T00:00:00Z
24,Mon Sep 18 2023,20:00,-03 / UTC-0300,EC Bahia,1-2,0-0,Santos FC,2023-09-18T23:00:00Z
15,Mon Sep 18 2023,21:00,-03 / UTC-0300,SC Corinthians Paulista,4-4,3-2,Grêmio FBPA,2023-09-19T00:00:00Z
24,Tue Sep 19 2023,21:30,-03 / UTC-0300,América Mineiro,0-2,0-1,RB Bragantino,2023-09-20T00:30:00Z
24,Wed Sep 20 2023,19:00,-03 / UTC-0300,Goiás EC,0-0,0-0,CR Flamengo,2023-09-20T22:00:00Z
24,Wed Sep 20 2023,21:30,-03 / UTC-0300,São Paulo FC,1-2,0-1,Fortaleza EC,2023-09-21T00:30:00Z
24,Wed Sep 20 2023,21:30,-03 / UTC-0300,Fluminense FC,1-0,0-0,Cruzeiro EC,2023-09-21T00:30:00Z
24,Thu Sep 21 2023,19:00,-03 / UTC-0300,CR Vasco da Gama,5-1,2-0,Coritiba FBC,2023-09-21T22:00:00Z
24,Thu Sep 21 2023,19:30,-03 / UTC-0300,CA Paranaense,2-1,1-1,SC Internacional,2023-09-21T22:30:00Z
24,Thu Sep 21 2023,21:30,-03 / UTC-0300,Grêmio FBPA,1-0,1-0,SE Palmeiras,2023-09-22T00:30:00Z
24,Fri Sep 22 2023,20:00,-03 / UTC-0300,SC Corinthians Paulista,1-0,0-0,Botafogo FR,2023-09-22T23:00:00Z
24,Sat Sep 23 2023,21:00,-03 / UTC-0300,CA Mineiro,1-0,1-0,Cuiabá EC,2023-09-24T00:00:00Z
15,Mon Sep 25 2023,20:00,-03 / UTC-0300,América Mineiro,0-1,0-0,CR Vasco da Gama,2023-09-25T23:00:00Z
22,Wed Sep 27 2023,19:00,-03 / UTC-0300,São Paulo FC,2-1,2-1,Coritiba FBC,2023-09-27T22:00:00Z
25,Sat Sep 30 2023,16:00,-03 / UTC-0300,Fortaleza EC,1-1,1-0,Grêmio FBPA,2023-09-30T19:00:00Z
25,Sat Sep 30 2023,16:00,-03 / UTC-0300,CR Flamengo,1-0,0-0,EC Bahia,2023-09-30T19:00:00Z
25,Sat Sep 30 2023,18:30,-03 / UTC-0300,Cuiabá EC,3-0,0-0,Fluminense FC,2023-09-30T21:30:00Z
25,Sat Sep 30 2023,18:30,-03 / UTC-0300,São Paulo FC,2-1,2-1,SC Corinthians Paulista,2023-09-30T21:30:00Z
25,Sat Sep 30 2023,21:00,-03 / UTC-0300,SC Internacional,0-2,0-0,CA Mineiro,2023-10-01T00:00:00Z
25,Sun Oct 1 2023,16:00,-03 / UTC-0300,Coritiba FBC,2-0,2-0,CA Paranaense,2023-10-01T19:00:00Z
25,Sun Oct 1 2023,16:00,-03 / UTC-0300,Cruzeiro EC,1-1,1-1,América Mineiro,2023-10-01T19:00:00Z
25,Sun Oct 1 2023,16:00,-03 / UTC-0300,Santos FC,4-1,3-1,CR Vasco da Gama,2023-10-01T19:00:00Z
25,Sun Oct 1 2023,18:30,-03 / UTC-0300,RB Bragantino,2-1,0-1,SE Palmeiras,2023-10-01T21:30:00Z
25,Mon Oct 2 2023,20:00,-03 / UTC-0300,Botafogo FR,1-1,0-1,Goiás EC,2023-10-02T23:00:00Z
26,Sat Oct 7 2023,16:00,-03 / UTC-0300,Goiás EC,4-6,3-3,EC Bahia,2023-10-07T19:00:00Z
26,Sat Oct 7 2023,18:30,-03 / UTC-0300,CR Vasco da Gama,0-0,0-0,São Paulo FC,2023-10-07T21:30:00Z
26,Sat Oct 7 2023,21:00,-03 / UTC-0300,SC Corinthians Paulista,1-1,0-0,CR Flamengo,2023-10-08T00:00:00Z
26,Sun Oct 8 2023,16:00,-03 / UTC-0300,SE Palmeiras,1-2,1-1,Santos FC,2023-10-08T19:00:00Z
26,Sun Oct 8 2023,16:00,-03 / UTC-0300,Fluminense FC,0-2,0-2,Botafogo FR,2023-10-08T19:00:00Z
26,Sun Oct 8 2023,16:00,-03 / UTC-0300,SC Internacional,3-2,1-0,Grêmio FBPA,2023-10-08T19:00:00Z
26,Sun Oct 8 2023,18:30,-03 / UTC-0300,CA Mineiro,1-2,0-0,Coritiba FBC,2023-10-08T21:30:00Z
26,Sun Oct 8 2023,18:30,-03 / UTC-0300,Fortaleza EC,3-2,1-2,América Mineiro,2023-10-08T21:30:00Z
26,Sun Oct 8 2023,18:30,-03 / UTC-0300,CA Paranaense,1-1,1-1,RB Bragantino,2023-10-08T21:30:00Z
26,Sat Oct 14 2023,21:00,-03 / UTC-0300,Cuiabá EC,0-0,0-0,Cruzeiro EC,2023-10-15T00:00:00Z
27,Wed Oct 18 2023,19:00,-03 / UTC-0300,Grêmio FBPA,1-2,1-1,CA Paranaense,2023-10-18T22:00:00Z
27,Wed Oct 18 2023,20:00,-03 / UTC-0300,América Mineiro,1-2,1-1,Botafogo FR,2023-10-18T23:00:00Z
27,Wed Oct 18 2023,20:00,-03 / UTC-0300,Coritiba FBC,0-3,0-1,Cuiabá EC,2023-10-18T23:00:00Z
27,Wed Oct 18 2023,21:30,-03 / UTC-0300,EC Bahia,1-0,1-0,SC Internacional,2023-10-19T00:30:00Z
27,Wed Oct 18 2023,21:30,-03 / UTC-0300,Goiás EC,2-0,2-0,São Paulo FC,2023-10-19T00:30:00Z
27,Wed Oct 18 2023,21:30,-03 / UTC-0300,CR Vasco da Gama,1-0,0-0,Fortaleza EC,2023-10-19T00:30:00Z
27,Thu Oct 19 2023,19:00,-03 / UTC-0300,Cruzeiro EC,0-2,0-2,CR Flamengo,2023-10-19T22:00:00Z
27,Thu Oct 19 2023,19:00,-03 / UTC-0300,SE Palmeiras,0-2,0-1,CA Mineiro,2023-10-19T22:00:00Z
27,Thu Oct 19 2023,20:00,-03 / UTC-0300,Santos FC,1-3,0-2,RB Bragantino,2023-10-19T23:00:00Z
27,Thu Oct 19 2023,21:30,-03 / UTC-0300,Fluminense FC,3-3,1-3,SC Corinthians Paulista,2023-10-20T00:30:00Z
28,Sat Oct 21 2023,18:30,-03 / UTC-0300,São Paulo FC,3-0,1-0,Grêmio FBPA,2023-10-21T21:30:00Z
28,Sat Oct 21 2023,18:30,-03 / UTC-0300,Cuiabá EC,1-1,0-1,Goiás EC,2023-10-21T21:30:00Z
28,Sat Oct 21 2023,18:30,-03 / UTC-0300,EC Bahia,2-0,1-0,Fortaleza EC,2023-10-21T21:30:00Z
28,Sat Oct 21 2023,21:00,-03 / UTC-0300,Botafogo FR,1-1,1-1,CA Paranaense,2023-10-22T00:00:00Z
28,Sun Oct 22 2023,16:00,-03 / UTC-0300,CR Flamengo,1-0,0-0,CR Vasco da Gama,2023-10-22T19:00:00Z
28,Sun Oct 22 2023,16:00,-03 / UTC-0300,CA Mineiro,0-1,0-0,Cruzeiro EC,2023-10-22T19:00:00Z
28,Sun Oct 22 2023,16:00,-03 / UTC-0300,SC Internacional,7-1,4-0,Santos FC,2023-10-22T19:00:00Z
28,Sun Oct 22 2023,18:30,-03 / UTC-0300,RB Bragantino,1-0,1-0,Fluminense FC,2023-10-22T21:30:00Z
28,Sun Oct 22 2023,18:30,-03 / UTC-0300,SC Corinthians Paulista,1-1,0-1,América Mineiro,2023-10-22T21:30:00Z
28,Sun Oct 22 2023,18:30,-03 / UTC-0300,Coritiba FBC,0-2,0-2,SE Palmeiras,2023-10-22T21:30:00Z
29,Wed Oct 25 2023,19:00,-03 / UTC-0300,CA Paranaense,3-2,3-1,América Mineiro,2023-10-25T22:00:00Z
29,Wed Oct 25 2023,19:00,-03 / UTC-0300,RB Bragantino,1-2,0-1,CA Mineiro,2023-10-25T22:00:00Z
29,Wed Oct 25 2023,19:00,-03 / UTC-0300,Fluminense FC,5-3,2-2,Goiás EC,2023-10-25T22:00:00Z
29,Wed Oct 25 2023,20:00,-03 / UTC-0300,Cruzeiro EC,3-0,1-0,EC Bahia,2023-10-25T23:00:00Z
29,Wed Oct 25 2023,20:00,-03 / UTC-0300,SE Palmeiras,5-0,3-0,São Paulo FC,2023-10-25T23:00:00Z
29,Wed Oct 25 2023,21:30,-03 / UTC-0300,Cuiabá EC,0-1,0-0,SC Corinthians Paulista,2023-10-26T00:30:00Z
29,Wed Oct 25 2023,21:30,-03 / UTC-0300,Grêmio FBPA,3-2,0-1,CR Flamengo,2023-10-26T00:30:00Z
29,Thu Oct 26 2023,19:00,-03 / UTC-0300,CR Vasco da Gama,1-2,0-1,SC Internacional,2023-10-26T22:00:00Z
29,Thu Oct 26 2023,21:30,-03 / UTC-0300,Santos FC,2-1,1-1,Coritiba FBC,2023-10-27T00:30:00Z
30,Sat Oct 28 2023,19:00,-03 / UTC-0300,SE Palmeiras,1-0,1-0,EC Bahia,2023-10-28T22:00:00Z
30,Sat Oct 28 2023,19:00,-03 / UTC-0300,América Mineiro,3-4,2-2,Grêmio FBPA,2023-10-28T22:00:00Z
30,Sat Oct 28 2023,22:00,-03 / UTC-0300,CA Mineiro,2-0,0-0,Fluminense FC,2023-10-29T01:00:00Z
30,Sun Oct 29 2023,16:00,-03 / UTC-0300,Goiás EC,1-1,0-0,CR Vasco da Gama,2023-10-29T19:00:00Z
30,Sun Oct 29 2023,16:00,-03 / UTC-0300,CA Paranaense,1-1,1-1,São Paulo FC,2023-10-29T19:00:00Z
30,Sun Oct 29 2023,18:30,-03 / UTC-0300,SC Corinthians Paulista,1-1,0-0,Santos FC,2023-10-29T21:30:00Z
30,Sun Oct 29 2023,18:30,-03 / UTC-0300,SC Internacional,3-4,1-2,Coritiba FBC,2023-10-29T21:30:00Z
30,Sun Oct 29 2023,20:00,-03 / UTC-0300,Botafogo FR,0-1,0-0,Cuiabá EC,2023-10-29T23:00:00Z
31,Tue Oct 31 2023,19:00,-03 / UTC-0300,EC Bahia,1-0,1-0,Fluminense FC,2023-10-31T22:00:00Z
31,Wed Nov 1 2023,19:00,-03 / UTC-0300,SC Corinthians Paulista,1-0,0-0,CA Paranaense,2023-11-01T22:00:00Z
31,Wed Nov 1 2023,19:00,-03 / UTC-0300,SC Internacional,1-1,1-0,América Mineiro,2023-11-01T22:00:00Z
31,Wed Nov 1 2023,20:00,-03 / UTC-0300,Coritiba FBC,1-2,0-1,Grêmio FBPA,2023-11-01T23:00:00Z
31,Wed Nov 1 2023,20:00,-03 / UTC-0300,CR Flamengo,1-2,1-1,Santos FC,2023-11-01T23:00:00Z
31,Wed Nov 1 2023,21:30,-03 / UTC-0300,CA Mineiro,3-1,1-1,Fortaleza EC,2023-11-02T00:30:00Z
31,Wed Nov 1 2023,21:30,-03 / UTC-0300,Botafogo FR,3-4,3-0,SE Palmeiras,2023-11-02T00:30:00Z
31,Thu Nov 2 2023,17:00,-03 / UTC-0300,Cuiabá EC,0-2,0-0,CR Vasco da Gama,2023-11-02T20:00:00Z
31,Thu Nov 2 2023,18:00,-03 / UTC-0300,Goiás EC,0-2,0-1,RB Bragantino,2023-11-02T21:00:00Z
31,Thu Nov 2 2023,20:00,-03 / UTC-0300,São Paulo FC,1-0,0-0,Cruzeiro EC,2023-11-02T23:00:00Z
32,Sat Nov 4 2023,19:30,-03 / UTC-0300,Grêmio FBPA,1-0,0-0,EC Bahia,2023-11-04T22:30:00Z
32,Sat Nov 4 2023,19:30,-03 / UTC-0300,América Mineiro,1-1,0-0,CA Mineiro,2023-11-04T22:30:00Z
32,Sat Nov 4 2023,21:30,-03 / UTC-0300,SE Palmeiras,1-0,1-0,CA Paranaense,2023-11-05T00:30:00Z
32,Sun Nov 5 2023,16:00,-03 / UTC-0300,RB Bragantino,1-0,1-0,SC Corinthians Paulista,2023-11-05T19:00:00Z
32,Sun Nov 5 2023,16:00,-03 / UTC-0300,Cruzeiro EC,1-2,0-1,SC Internacional,2023-11-05T19:00:00Z
32,Sun Nov 5 2023,16:00,-03 / UTC-0300,Fortaleza EC,0-2,0-1,CR Flamengo,2023-11-05T19:00:00Z
32,Sun Nov 5 2023,18:30,-03 / UTC-0300,Coritiba FBC,0-1,0-0,Goiás EC,2023-11-05T21:30:00Z
32,Mon Nov 6 2023,19:00,-03 / UTC-0300,CR Vasco da Gama,1-0,1-0,Botafogo FR,2023-11-06T22:00:00Z
32,Mon Nov 6 2023,21:00,-03 / UTC-0300,Santos FC,0-0,0-0,Cuiabá EC,2023-11-07T00:00:00Z
33,Wed Nov 8 2023,19:00,-03 / UTC-0300,SC Internacional,0-0,0-0,Fluminense FC,2023-11-08T22:00:00Z
33,Wed Nov 8 2023,19:00,-03 / UTC-0300,América Mineiro,0-3,0-2,Coritiba FBC,2023-11-08T22:00:00Z
33,Wed Nov 8 2023,20:00,-03 / UTC-0300,São Paulo FC,1-0,0-0,RB Bragantino,2023-11-08T23:00:00Z
33,Wed Nov 8 2023,20:00,-03 / UTC-0300,CA Paranaense,1-1,0-0,Fortaleza EC,2023-11-08T23:00:00Z
33,Wed Nov 8 2023,21:30,-03 / UTC-0300,CR Flamengo,3-0,2-0,SE Palmeiras,2023-11-09T00:30:00Z
33,Thu Nov 9 2023,19:00,-03 / UTC-0300,SC Corinthians Paulista,1-1,1-0,CA Mineiro,2023-11-09T22:00:00Z
33,Thu Nov 9 2023,19:00,-03 / UTC-0300,Goiás EC,0-1,0-0,Santos FC,2023-11-09T22:00:00Z
33,Thu Nov 9 2023,20:00,-03 / UTC-0300,EC Bahia,0-3,0-1,Cuiabá EC,2023-11-09T23:00:00Z
33,Thu Nov 9 2023,20:00,-03 / UTC-0300,Botafogo FR,3-4,2-1,Grêmio FBPA,2023-11-09T23:00:00Z
34,Sat Nov 11 2023,16:00,-03 / UTC-0300,Coritiba FBC,1-0,0-0,Cruzeiro EC,2023-11-11T19:00:00Z
34,Sat Nov 11 2023,18:30,-03 / UTC-0300,CR Flamengo,1-1,1-0,Fluminense FC,2023-11-11T21:30:00Z
34,Sat Nov 11 2023,21:00,-03 / UTC-0300,SE Palmeiras,3-0,1-0,SC Internacional,2023-11-12T00:00:00Z
34,Sun Nov 12 2023,16:00,-03 / UTC-0300,Grêmio FBPA,0-1,0-1,SC Corinthians Paulista,2023-11-12T19:00:00Z
34,Sun Nov 12 2023,16:00,-03 / UTC-0300,RB Bragantino,2-2,1-2,Botafogo FR,2023-11-12T19:00:00Z
34,Sun Nov 12 2023,18:30,-03 / UTC-0300,Cuiabá EC,2-1,1-0,Fortaleza EC,2023-11-12T21:30:00Z
34,Sun Nov 12 2023,18:30,-03 / UTC-0300,EC Bahia,1-1,0-0,CA Paranaense,2023-11-12T21:30:00Z
34,Sun Nov 12 2023,18:30,-03 / UTC-0300,CA Mineiro,2-1,1-0,Goiás EC,2023-11-12T21:30:00Z
34,Sun Nov 12 2023,18:30,-03 / UTC-0300,Santos FC,0-0,0-0,São Paulo FC,2023-11-12T21:30:00Z
34,Sun Nov 12 2023,18:30,-03 / UTC-0300,CR Vasco da Gama,2-1,1-1,América Mineiro,2023-11-12T21:30:00Z
30,Sat Nov 18 2023,18:30,-03 / UTC-0300,Fortaleza EC,0-1,0-0,Cruzeiro EC,2023-11-18T21:30:00Z
33,Wed Nov 22 2023,19:00,-03 / UTC-0300,Cruzeiro EC,2-2,2-1,CR Vasco da Gama,2023-11-22T22:00:00Z
32,Wed Nov 22 2023,21:30,-03 / UTC-0300,Fluminense FC,1-0,0-0,São Paulo FC,2023-11-23T00:30:00Z
29,Thu Nov 23 2023,19:00,-03 / UTC-0300,Fortaleza EC,2-2,2-1,Botafogo FR,2023-11-23T22:00:00Z
30,Thu Nov 23 2023,21:30,-03 / UTC-0300,CR Flamengo,1-0,0-0,RB Bragantino,2023-11-24T00:30:00Z
35,Fri Nov 24 2023,21:00,-03 / UTC-0300,SC Corinthians Paulista,1-5,0-3,EC Bahia,2023-11-25T00:00:00Z
35,Sat Nov 25 2023,19:30,-03 / UTC-0300,CA Paranaense,0-0,0-0,CR Vasco da Gama,2023-11-25T22:30:00Z
35,Sat Nov 25 2023,21:00,-03 / UTC-0300,Fluminense FC,2-1,1-0,Coritiba FBC,2023-11-26T00:00:00Z
35,Sun Nov 26 2023,16:00,-03 / UTC-0300,Botafogo FR,1-1,1-0,Santos FC,2023-11-26T19:00:00Z
35,Sun Nov 26 2023,16:00,-03 / UTC-0300,CA Mineiro,3-0,1-0,Grêmio FBPA,2023-11-26T19:00:00Z
35,Sun Nov 26 2023,18:30,-03 / UTC-0300,São Paulo FC,0-0,0-0,Cuiabá EC,2023-11-26T21:30:00Z
35,Sun Nov 26 2023,18:30,-03 / UTC-0300,América Mineiro,0-3,0-1,CR Flamengo,2023-11-26T21:30:00Z
35,Sun Nov 26 2023,18:30,-03 / UTC-0300,Fortaleza EC,2-2,1-0,SE Palmeiras,2023-11-26T21:30:00Z
35,Sun Nov 26 2023,18:30,-03 / UTC-0300,SC Internacional,1-0,1-0,RB Bragantino,2023-11-26T21:30:00Z
35,Mon Nov 27 2023,21:00,-03 / UTC-0300,Goiás EC,0-1,0-0,Cruzeiro EC,2023-11-28T00:00:00Z
36,Tue Nov 28 2023,21:30,-03 / UTC-0300,CR Vasco da Gama,2-4,2-2,SC Corinthians Paulista,2023-11-29T00:30:00Z
36,Wed Nov 29 2023,19:00,-03 / UTC-0300,Santos FC,0-3,0-2,Fluminense FC,2023-11-29T22:00:00Z
36,Wed Nov 29 2023,19:30,-03 / UTC-0300,CR Flamengo,0-3,0-1,CA Mineiro,2023-11-29T22:30:00Z
36,Wed Nov 29 2023,20:00,-03 / UTC-0300,EC Bahia,0-1,0-0,São Paulo FC,2023-11-29T23:00:00Z
36,Wed Nov 29 2023,20:00,-03 / UTC-0300,Cuiabá EC,0-2,0-0,SC Internacional,2023-11-29T23:00:00Z
36,Wed Nov 29 2023,21:30,-03 / UTC-0300,Coritiba FBC,1-1,0-0,Botafogo FR,2023-11-30T00:30:00Z
36,Wed Nov 29 2023,21:30,-03 / UTC-0300,SE Palmeiras,4-0,2-0,América Mineiro,2023-11-30T00:30:00Z
36,Thu Nov 30 2023,19:00,-03 / UTC-0300,Grêmio FBPA,2-1,0-1,Goiás EC,2023-11-30T22:00:00Z
36,Thu Nov 30 2023,20:00,-03 / UTC-0300,Cruzeiro EC,1-1,0-0,CA Paranaense,2023-11-30T23:00:00Z
36,Thu Nov 30 2023,20:30,-03 / UTC-0300,RB Bragantino,1-2,1-2,Fortaleza EC,2023-11-30T23:30:00Z
37,Sat Dec 2 2023,18:00,-03 / UTC-0300,SC Corinthians Paulista,1-2,0-1,SC Internacional,2023-12-02T21:00:00Z
37,Sat Dec 2 2023,21:00,-03 / UTC-0300,CA Mineiro,2-1,0-0,São Paulo FC,2023-12-03T00:00:00Z
37,Sun Dec 3 2023,16:00,-03 / UTC-0300,CR Flamengo,2-1,2-0,Cuiabá EC,2023-12-03T19:00:00Z
37,Sun Dec 3 2023,16:00,-03 / UTC-0300,SE Palmeiras,1-0,1-0,Fluminense FC,2023-12-03T19:00:00Z
37,Sun Dec 3 2023,18:30,-03 / UTC-0300,Botafogo FR,0-0,0-0,Cruzeiro EC,2023-12-03T21:30:00Z
37,Sun Dec 3 2023,18:30,-03 / UTC-0300,RB Bragantino,1-0,0-0,Coritiba FBC,2023-12-03T21:30:00Z
37,Sun Dec 3 2023,18:30,-03 / UTC-0300,Grêmio FBPA,1-0,0-0,CR Vasco da Gama,2023-12-03T21:30:00Z
37,Sun Dec 3 2023,18:30,-03 / UTC-0300,CA Paranaense,3-0,1-0,Santos FC,2023-12-03T21:30:00Z
37,Sun Dec 3 2023,18:30,-03 / UTC-0300,Fortaleza EC,1-0,1-0,Goiás EC,2023-12-03T21:30:00Z
37,Sun Dec 3 2023,18:30,-03 / UTC-0300,América Mineiro,3-2,2-1,EC Bahia,2023-12-03T21:30:00Z
38,Wed Dec 6 2023,19:00,-03 / UTC-0300,Goiás EC,1-0,1-0,América Mineiro,2023-12-06T22:00:00Z
38,Wed Dec 6 2023,21:30,-03 / UTC-0300,Cuiabá EC,3-0,2-0,CA Paranaense,2023-12-07T00:30:00Z
38,Wed Dec 6 2023,21:30,-03 / UTC-0300,EC Bahia,4-1,2-1,CA Mineiro,2023-12-07T00:30:00Z
38,Wed Dec 6 2023,21:30,-03 / UTC-0300,Coritiba FBC,0-2,0-2,SC Corinthians Paulista,2023-12-07T00:30:00Z
38,Wed Dec 6 2023,21:30,-03 / UTC-0300,SC Internacional,3-1,1-0,Botafogo FR,2023-12-07T00:30:00Z
38,Wed Dec 6 2023,21:30,-03 / UTC-0300,Cruzeiro EC,1-1,0-1,SE Palmeiras,2023-12-07T00:30:00Z
38,Wed Dec 6 2023,21:30,-03 / UTC-0300,Fluminense FC,2-3,1-2,Grêmio FBPA,2023-12-07T00:30:00Z
38,Wed Dec 6 2023,21:30,-03 / UTC-0300,CR Vasco da Gama,2-1,1-0,RB Bragantino,2023-12-07T00:30:00Z
38,Wed Dec 6 2023,21:30,-03 / UTC-0300,São Paulo FC,1-0,1-0,CR Flamengo,2023-12-07T00:30:00Z
38,Wed Dec 6 2023,21:30,-03 / UTC-0300,Santos FC,1-2,0-1,Fortaleza EC,2023-12-07T00:30:00Z
