Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
22,Sat Aug 10 2024,16:00,-0300,Fortaleza EC,1-0,0-0,Criciúma EC,,FINISHED,2024-08-10T19:00:00Z
22,Sat Aug 10 2024,19:00,-0300,Cuiabá EC,1-3,0-1,Grêmio FBPA,,FINISHED,2024-08-10T22:00:00Z
22,Sat Aug 10 2024,21:30,-0300,SC Corinthians Paulista,1-1,1-1,RB Bragantino,,FINISHED,2024-08-11T00:30:00Z
22,Sat Aug 10 2024,21:30,-0300,Cruzeiro EC,0-0,0-0,CA Mineiro,,FINISHED,2024-08-11T00:30:00Z
22,Sat Aug 10 2024,21:30,-0300,CR Vasco da Gama,2-0,2-0,Fluminense FC,,FINISHED,2024-08-11T00:30:00Z
22,Sun Aug 11 2024,11:00,-0300,EC Juventude,3-2,2-0,Botafogo FR,,FINISHED,2024-08-11T14:00:00Z
22,Sun Aug 11 2024,16:00,-0300,EC Bahia,2-0,1-0,EC Vitória,,FINISHED,2024-08-11T19:00:00Z
22,Sun Aug 11 2024,16:00,-0300,CR Flamengo,1-1,0-0,SE Palmeiras,,FINISHED,2024-08-11T19:00:00Z
22,Sun Aug 11 2024,16:00,-0300,São Paulo FC,1-0,1-0,AC Goianiense,,FINISHED,2024-08-11T19:00:00Z
22,Sun Aug 11 2024,19:00,-0300,SC Internacional,2-2,1-1,CA Paranaense,,FINISHED,2024-08-11T22:00:00Z
6,Wed Aug 14 2024,19:30,-0300,SC Internacional,2-1,0-1,EC Juventude,,FINISHED,2024-08-14T22:30:00Z
23,Sat Aug 17 2024,16:00,-0300,CA Mineiro,1-1,1-1,Cuiabá EC,,FINISHED,2024-08-17T19:00:00Z
23,Sat Aug 17 2024,16:00,-0300,Grêmio FBPA,0-2,0-1,EC Bahia,,FINISHED,2024-08-17T19:00:00Z
23,Sat Aug 17 2024,18:30,-0300,RB Bragantino,1-2,1-1,Fortaleza EC,,FINISHED,2024-08-17T21:30:00Z
23,Sat Aug 17 2024,21:00,-0300,Fluminense FC,0-0,0-0,SC Corinthians Paulista,,FINISHED,2024-08-18T00:00:00Z
23,Sun Aug 18 2024,16:00,-0300,AC Goianiense,1-0,0-0,SC Internacional,,FINISHED,2024-08-18T19:00:00Z
23,Sun Aug 18 2024,16:00,-0300,Criciúma EC,2-2,1-2,CR Vasco da Gama,,FINISHED,2024-08-18T19:00:00Z
23,Sun Aug 18 2024,16:00,-0300,SE Palmeiras,2-1,0-0,São Paulo FC,,FINISHED,2024-08-18T19:00:00Z
23,Sun Aug 18 2024,18:30,-0300,CA Paranaense,1-2,1-1,EC Juventude,,FINISHED,2024-08-18T21:30:00Z
23,Sun Aug 18 2024,18:30,-0300,Botafogo FR,4-1,1-1,CR Flamengo,,FINISHED,2024-08-18T21:30:00Z
23,Mon Aug 19 2024,20:00,-0300,EC Vitória,2-2,2-0,Cruzeiro EC,,FINISHED,2024-08-19T23:00:00Z
24,Sat Aug 24 2024,16:00,-0300,AC Goianiense,2-1,0-0,EC Juventude,,FINISHED,2024-08-24T19:00:00Z
24,Sat Aug 24 2024,18:30,-0300,SE Palmeiras,5-0,4-0,Cuiabá EC,,FINISHED,2024-08-24T21:30:00Z
24,Sat Aug 24 2024,21:00,-0300,CA Mineiro,0-2,0-1,Fluminense FC,,FINISHED,2024-08-25T00:00:00Z
24,Sun Aug 25 2024,16:00,-0300,EC Bahia,0-0,0-0,Botafogo FR,,FINISHED,2024-08-25T19:00:00Z
24,Sun Aug 25 2024,16:00,-0300,Criciúma EC,0-1,0-0,Grêmio FBPA,,FINISHED,2024-08-25T19:00:00Z
24,Sun Aug 25 2024,16:00,-0300,Fortaleza EC,1-0,0-0,SC Corinthians Paulista,,FINISHED,2024-08-25T19:00:00Z
24,Sun Aug 25 2024,18:30,-0300,São Paulo FC,2-1,2-0,EC Vitória,,FINISHED,2024-08-25T21:30:00Z
24,Sun Aug 25 2024,19:00,-0300,SC Internacional,1-0,0-0,Cruzeiro EC,,FINISHED,2024-08-25T22:00:00Z
24,Sun Aug 25 2024,20:00,-0300,CR Flamengo,2-1,1-0,RB Bragantino,,FINISHED,2024-08-25T23:00:00Z
24,Mon Aug 26 2024,21:00,-0300,CR Vasco da Gama,2-1,0-1,CA Paranaense,,FINISHED,2024-08-27T00:00:00Z
19,Wed Aug 28 2024,19:30,-0300,Criciúma EC,1-0,1-0,RB Bragantino,,FINISHED,2024-08-28T22:30:00Z
5,Wed Aug 28 2024,19:30,-0300,Cruzeiro EC,0-0,0-0,SC Internacional,,FINISHED,2024-08-28T22:30:00Z
25,Sat Aug 31 2024,18:30,-0300,Cuiabá EC,2-1,0-1,Criciúma EC,,FINISHED,2024-08-31T21:30:00Z
25,Sat Aug 31 2024,21:00,-0300,Botafogo FR,2-0,0-0,Fortaleza EC,,FINISHED,2024-09-01T00:00:00Z
25,Sun Sep 1 2024,11:00,-0300,Cruzeiro EC,3-1,2-1,AC Goianiense,,FINISHED,2024-09-01T14:00:00Z
25,Sun Sep 1 2024,11:00,-0300,Grêmio FBPA,2-3,2-0,CA Mineiro,,FINISHED,2024-09-01T14:00:00Z
25,Sun Sep 1 2024,16:00,-0300,SC Corinthians Paulista,2-1,1-1,CR Flamengo,,FINISHED,2024-09-01T19:00:00Z
25,Sun Sep 1 2024,18:30,-0300,CA Paranaense,0-2,0-1,SE Palmeiras,,FINISHED,2024-09-01T21:30:00Z
25,Sun Sep 1 2024,18:30,-0300,RB Bragantino,2-1,0-0,EC Bahia,,FINISHED,2024-09-01T21:30:00Z
25,Sun Sep 1 2024,18:30,-0300,Fluminense FC,2-0,1-0,São Paulo FC,,FINISHED,2024-09-01T21:30:00Z
25,Sun Sep 1 2024,18:30,-0300,EC Juventude,1-3,0-2,SC Internacional,,FINISHED,2024-09-01T21:30:00Z
25,Sun Sep 1 2024,18:30,-0300,EC Vitória,0-1,0-0,CR Vasco da Gama,,FINISHED,2024-09-01T21:30:00Z
16,Thu Sep 5 2024,20:00,-0300,Cuiabá EC,0-0,0-0,EC Juventude,,FINISHED,2024-09-05T23:00:00Z
19,Wed Sep 11 2024,19:30,-0300,SC Internacional,2-1,1-1,Fortaleza EC,,FINISHED,2024-09-11T22:30:00Z
26,Sat Sep 14 2024,16:00,-0300,AC Goianiense,,,EC Vitória,,TIMED,2024-09-14T19:00:00Z
26,Sat Sep 14 2024,18:30,-0300,CA Paranaense,,,Fortaleza EC,,TIMED,2024-09-14T21:30:00Z
26,Sat Sep 14 2024,21:00,-0300,Botafogo FR,,,SC Corinthians Paulista,,TIMED,2024-09-15T00:00:00Z
26,Sun Sep 15 2024,16:00,-0300,RB Bragantino,,,Grêmio FBPA,,TIMED,2024-09-15T19:00:00Z
26,Sun Sep 15 2024,16:00,-0300,EC Juventude,,,Fluminense FC,,TIMED,2024-09-15T19:00:00Z
26,Sun Sep 15 2024,16:00,-0300,SE Palmeiras,,,Criciúma EC,,TIMED,2024-09-15T19:00:00Z
26,Sun Sep 15 2024,18:30,-0300,EC Bahia,,,CA Mineiro,,TIMED,2024-09-15T21:30:00Z
26,Sun Sep 15 2024,18:30,-0300,Cruzeiro EC,,,São Paulo FC,,TIMED,2024-09-15T21:30:00Z
26,Sun Sep 15 2024,18:30,-0300,CR Flamengo,,,CR Vasco da Gama,,TIMED,2024-09-15T21:30:00Z
26,Mon Sep 16 2024,20:00,-0300,SC Internacional,,,Cuiabá EC,,TIMED,2024-09-16T23:00:00Z
27,Sat Sep 21 2024,16:00,-0300,SC Corinthians Paulista,,,AC Goianiense,,TIMED,2024-09-21T19:00:00Z
27,Sat Sep 21 2024,16:00,-0300,EC Vitória,,,EC Juventude,,TIMED,2024-09-21T19:00:00Z
27,Sat Sep 21 2024,18:30,-0300,Fluminense FC,,,Botafogo FR,,TIMED,2024-09-21T21:30:00Z
27,Sat Sep 21 2024,21:00,-0300,Fortaleza EC,,,EC Bahia,,TIMED,2024-09-22T00:00:00Z
27,Sun Sep 22 2024,16:00,-0300,CA Mineiro,,,RB Bragantino,,TIMED,2024-09-22T19:00:00Z
27,Sun Sep 22 2024,16:00,-0300,CR Vasco da Gama,,,SE Palmeiras,,TIMED,2024-09-22T19:00:00Z
27,Sun Sep 22 2024,18:30,-0300,Criciúma EC,,,CA Paranaense,,TIMED,2024-09-22T21:30:00Z
27,Sun Sep 22 2024,18:30,-0300,Cuiabá EC,,,Cruzeiro EC,,TIMED,2024-09-22T21:30:00Z
27,Sun Sep 22 2024,18:30,-0300,Grêmio FBPA,,,CR Flamengo,,TIMED,2024-09-22T21:30:00Z
27,Sun Sep 22 2024,18:30,-0300,São Paulo FC,,,SC Internacional,,TIMED,2024-09-22T21:30:00Z
16,Wed Sep 25 2024,19:00,-0300,RB Bragantino,,,SC Internacional,,TIMED,2024-09-25T22:00:00Z
19,Wed Sep 25 2024,19:00,-0300,CR Vasco da Gama,,,Cuiabá EC,,TIMED,2024-09-25T22:00:00Z
5,Wed Sep 25 2024,19:00,-0300,Grêmio FBPA,,,Criciúma EC,,TIMED,2024-09-25T22:00:00Z
28,Sat Sep 28 2024,18:30,-0300,SE Palmeiras,,,CA Mineiro,,TIMED,2024-09-28T21:30:00Z
28,Sat Sep 28 2024,21:00,-0300,Botafogo FR,,,Grêmio FBPA,,TIMED,2024-09-29T00:00:00Z
28,Sun Sep 29 2024,11:00,-0300,SC Internacional,,,EC Vitória,,TIMED,2024-09-29T14:00:00Z
28,Sun Sep 29 2024,16:00,-0300,AC Goianiense,,,Fluminense FC,,TIMED,2024-09-29T19:00:00Z
28,Sun Sep 29 2024,16:00,-0300,Fortaleza EC,,,Cuiabá EC,,TIMED,2024-09-29T19:00:00Z
28,Sun Sep 29 2024,16:00,-0300,São Paulo FC,,,SC Corinthians Paulista,,TIMED,2024-09-29T19:00:00Z
28,Sun Sep 29 2024,18:30,-0300,EC Bahia,,,Criciúma EC,,TIMED,2024-09-29T21:30:00Z
28,Sun Sep 29 2024,18:30,-0300,Cruzeiro EC,,,CR Vasco da Gama,,TIMED,2024-09-29T21:30:00Z
28,Sun Sep 29 2024,18:30,-0300,EC Juventude,,,RB Bragantino,,TIMED,2024-09-29T21:30:00Z
28,Sun Sep 29 2024,20:00,-0300,CR Flamengo,,,CA Paranaense,,TIMED,2024-09-29T23:00:00Z
29,Thu Oct 3 2024,19:00,-0300,Criciúma EC,,,AC Goianiense,,TIMED,2024-10-03T22:00:00Z
29,Thu Oct 3 2024,21:30,-0300,Fluminense FC,,,Cruzeiro EC,,TIMED,2024-10-04T00:30:00Z
29,Fri Oct 4 2024,21:29,-0300,Grêmio FBPA,,,Fortaleza EC,,TIMED,2024-10-05T00:29:00Z
29,Sat Oct 5 2024,16:30,-0300,CA Paranaense,,,Botafogo FR,,TIMED,2024-10-05T19:30:00Z
29,Sat Oct 5 2024,16:30,-0300,CA Mineiro,,,EC Vitória,,TIMED,2024-10-05T19:30:00Z
29,Sat Oct 5 2024,16:30,-0300,RB Bragantino,,,SE Palmeiras,,TIMED,2024-10-05T19:30:00Z
29,Sat Oct 5 2024,19:00,-0300,EC Bahia,,,CR Flamengo,,TIMED,2024-10-05T22:00:00Z
29,Sat Oct 5 2024,19:00,-0300,SC Corinthians Paulista,,,SC Internacional,,TIMED,2024-10-05T22:00:00Z
29,Sat Oct 5 2024,19:00,-0300,Cuiabá EC,,,São Paulo FC,,TIMED,2024-10-05T22:00:00Z
29,Sat Oct 5 2024,21:00,-0300,CR Vasco da Gama,,,EC Juventude,,TIMED,2024-10-06T00:00:00Z
30,Sun Oct 20 2024,,,AC Goianiense,,,Cuiabá EC,,SCHEDULED,2024-10-20T00:00:00Z
30,Sun Oct 20 2024,,,Botafogo FR,,,Criciúma EC,,SCHEDULED,2024-10-20T00:00:00Z
30,Sun Oct 20 2024,,,SC Corinthians Paulista,,,CA Paranaense,,SCHEDULED,2024-10-20T00:00:00Z
30,Sun Oct 20 2024,,,Cruzeiro EC,,,EC Bahia,,SCHEDULED,2024-10-20T00:00:00Z
30,Sun Oct 20 2024,,,CR Flamengo,,,Fluminense FC,,SCHEDULED,2024-10-20T00:00:00Z
30,Sun Oct 20 2024,,,Fortaleza EC,,,CA Mineiro,,SCHEDULED,2024-10-20T00:00:00Z
30,Sun Oct 20 2024,,,SC Internacional,,,Grêmio FBPA,,SCHEDULED,2024-10-20T00:00:00Z
30,Sun Oct 20 2024,,,EC Juventude,,,SE Palmeiras,,SCHEDULED,2024-10-20T00:00:00Z
30,Sun Oct 20 2024,,,São Paulo FC,,,CR Vasco da Gama,,SCHEDULED,2024-10-20T00:00:00Z
30,Sun Oct 20 2024,,,EC Vitória,,,RB Bragantino,,SCHEDULED,2024-10-20T00:00:00Z
31,Sat Oct 26 2024,,,CA Paranaense,,,Cruzeiro EC,,SCHEDULED,2024-10-26T00:00:00Z
31,Sat Oct 26 2024,,,CA Mineiro,,,SC Internacional,,SCHEDULED,2024-10-26T00:00:00Z
31,Sat Oct 26 2024,,,RB Bragantino,,,Botafogo FR,,SCHEDULED,2024-10-26T00:00:00Z
31,Sat Oct 26 2024,,,Criciúma EC,,,São Paulo FC,,SCHEDULED,2024-10-26T00:00:00Z
31,Sat Oct 26 2024,,,Cuiabá EC,,,SC Corinthians Paulista,,SCHEDULED,2024-10-26T00:00:00Z
31,Sat Oct 26 2024,,,CR Flamengo,,,EC Juventude,,SCHEDULED,2024-10-26T00:00:00Z
31,Sat Oct 26 2024,,,Grêmio FBPA,,,AC Goianiense,,SCHEDULED,2024-10-26T00:00:00Z
31,Sat Oct 26 2024,,,SE Palmeiras,,,Fortaleza EC,,SCHEDULED,2024-10-26T00:00:00Z
31,Sat Oct 26 2024,,,CR Vasco da Gama,,,EC Bahia,,SCHEDULED,2024-10-26T00:00:00Z
31,Sat Oct 26 2024,,,EC Vitória,,,Fluminense FC,,SCHEDULED,2024-10-26T00:00:00Z
32,Wed Nov 6 2024,,,CA Paranaense,,,EC Vitória,,SCHEDULED,2024-11-06T00:00:00Z
32,Wed Nov 6 2024,,,AC Goianiense,,,CA Mineiro,,SCHEDULED,2024-11-06T00:00:00Z
32,Wed Nov 6 2024,,,EC Bahia,,,São Paulo FC,,SCHEDULED,2024-11-06T00:00:00Z
32,Wed Nov 6 2024,,,Botafogo FR,,,CR Vasco da Gama,,SCHEDULED,2024-11-06T00:00:00Z
32,Wed Nov 6 2024,,,RB Bragantino,,,Cuiabá EC,,SCHEDULED,2024-11-06T00:00:00Z
32,Wed Nov 6 2024,,,SC Corinthians Paulista,,,SE Palmeiras,,SCHEDULED,2024-11-06T00:00:00Z
32,Wed Nov 6 2024,,,Cruzeiro EC,,,CR Flamengo,,SCHEDULED,2024-11-06T00:00:00Z
32,Wed Nov 6 2024,,,Fluminense FC,,,Grêmio FBPA,,SCHEDULED,2024-11-06T00:00:00Z
32,Wed Nov 6 2024,,,SC Internacional,,,Criciúma EC,,SCHEDULED,2024-11-06T00:00:00Z
32,Wed Nov 6 2024,,,EC Juventude,,,Fortaleza EC,,SCHEDULED,2024-11-06T00:00:00Z
33,Wed Nov 13 2024,,,SE Palmeiras,,,Grêmio FBPA,,SCHEDULED,2024-11-13T00:00:00Z
33,Wed Nov 13 2024,,,São Paulo FC,,,CA Paranaense,,SCHEDULED,2024-11-13T00:00:00Z
33,Wed Nov 13 2024,,,EC Vitória,,,SC Corinthians Paulista,,SCHEDULED,2024-11-13T00:00:00Z
33,Wed Nov 13 2024,,,AC Goianiense,,,RB Bragantino,,SCHEDULED,2024-11-13T00:00:00Z
33,Wed Nov 13 2024,,,Botafogo FR,,,Cuiabá EC,,SCHEDULED,2024-11-13T00:00:00Z
33,Wed Nov 13 2024,,,Cruzeiro EC,,,Criciúma EC,,SCHEDULED,2024-11-13T00:00:00Z
33,Wed Nov 13 2024,,,CR Flamengo,,,CA Mineiro,,SCHEDULED,2024-11-13T00:00:00Z
33,Wed Nov 13 2024,,,Fortaleza EC,,,CR Vasco da Gama,,SCHEDULED,2024-11-13T00:00:00Z
33,Wed Nov 13 2024,,,SC Internacional,,,Fluminense FC,,SCHEDULED,2024-11-13T00:00:00Z
33,Wed Nov 13 2024,,,EC Juventude,,,EC Bahia,,SCHEDULED,2024-11-13T00:00:00Z
34,Wed Nov 20 2024,,,CA Paranaense,,,AC Goianiense,,SCHEDULED,2024-11-20T00:00:00Z
34,Wed Nov 20 2024,,,CA Mineiro,,,Botafogo FR,,SCHEDULED,2024-11-20T00:00:00Z
34,Wed Nov 20 2024,,,EC Bahia,,,SE Palmeiras,,SCHEDULED,2024-11-20T00:00:00Z
34,Wed Nov 20 2024,,,RB Bragantino,,,São Paulo FC,,SCHEDULED,2024-11-20T00:00:00Z
34,Wed Nov 20 2024,,,SC Corinthians Paulista,,,Cruzeiro EC,,SCHEDULED,2024-11-20T00:00:00Z
34,Wed Nov 20 2024,,,Criciúma EC,,,EC Vitória,,SCHEDULED,2024-11-20T00:00:00Z
34,Wed Nov 20 2024,,,Cuiabá EC,,,CR Flamengo,,SCHEDULED,2024-11-20T00:00:00Z
34,Wed Nov 20 2024,,,Fluminense FC,,,Fortaleza EC,,SCHEDULED,2024-11-20T00:00:00Z
34,Wed Nov 20 2024,,,Grêmio FBPA,,,EC Juventude,,SCHEDULED,2024-11-20T00:00:00Z
34,Wed Nov 20 2024,,,CR Vasco da Gama,,,SC Internacional,,SCHEDULED,2024-11-20T00:00:00Z
35,Sat Nov 23 2024,,,AC Goianiense,,,SE Palmeiras,,SCHEDULED,2024-11-23T00:00:00Z
35,Sat Nov 23 2024,,,EC Bahia,,,CA Paranaense,,SCHEDULED,2024-11-23T00:00:00Z
35,Sat Nov 23 2024,,,Botafogo FR,,,EC Vitória,,SCHEDULED,2024-11-23T00:00:00Z
35,Sat Nov 23 2024,,,SC Corinthians Paulista,,,CR Vasco da Gama,,SCHEDULED,2024-11-23T00:00:00Z
35,Sat Nov 23 2024,,,Cruzeiro EC,,,Grêmio FBPA,,SCHEDULED,2024-11-23T00:00:00Z
35,Sat Nov 23 2024,,,Fluminense FC,,,Criciúma EC,,SCHEDULED,2024-11-23T00:00:00Z
35,Sat Nov 23 2024,,,Fortaleza EC,,,CR Flamengo,,SCHEDULED,2024-11-23T00:00:00Z
35,Sat Nov 23 2024,,,SC Internacional,,,RB Bragantino,,SCHEDULED,2024-11-23T00:00:00Z
35,Sat Nov 23 2024,,,EC Juventude,,,Cuiabá EC,,SCHEDULED,2024-11-23T00:00:00Z
35,Sat Nov 23 2024,,,São Paulo FC,,,CA Mineiro,,SCHEDULED,2024-11-23T00:00:00Z
36,Sat Nov 30 2024,,,CA Paranaense,,,Fluminense FC,,SCHEDULED,2024-11-30T00:00:00Z
36,Sat Nov 30 2024,,,CA Mineiro,,,EC Juventude,,SCHEDULED,2024-11-30T00:00:00Z
36,Sat Nov 30 2024,,,RB Bragantino,,,Cruzeiro EC,,SCHEDULED,2024-11-30T00:00:00Z
36,Sat Nov 30 2024,,,Criciúma EC,,,SC Corinthians Paulista,,SCHEDULED,2024-11-30T00:00:00Z
36,Sat Nov 30 2024,,,Cuiabá EC,,,EC Bahia,,SCHEDULED,2024-11-30T00:00:00Z
36,Sat Nov 30 2024,,,CR Flamengo,,,SC Internacional,,SCHEDULED,2024-11-30T00:00:00Z
36,Sat Nov 30 2024,,,Grêmio FBPA,,,São Paulo FC,,SCHEDULED,2024-11-30T00:00:00Z
36,Sat Nov 30 2024,,,SE Palmeiras,,,Botafogo FR,,SCHEDULED,2024-11-30T00:00:00Z
36,Sat Nov 30 2024,,,CR Vasco da Gama,,,AC Goianiense,,SCHEDULED,2024-11-30T00:00:00Z
36,Sat Nov 30 2024,,,EC Vitória,,,Fortaleza EC,,SCHEDULED,2024-11-30T00:00:00Z
37,Wed Dec 4 2024,,,CA Paranaense,,,RB Bragantino,,SCHEDULED,2024-12-04T00:00:00Z
37,Wed Dec 4 2024,,,AC Goianiense,,,Fortaleza EC,,SCHEDULED,2024-12-04T00:00:00Z
37,Wed Dec 4 2024,,,SC Corinthians Paulista,,,EC Bahia,,SCHEDULED,2024-12-04T00:00:00Z
37,Wed Dec 4 2024,,,Criciúma EC,,,CR Flamengo,,SCHEDULED,2024-12-04T00:00:00Z
37,Wed Dec 4 2024,,,Cruzeiro EC,,,SE Palmeiras,,SCHEDULED,2024-12-04T00:00:00Z
37,Wed Dec 4 2024,,,Fluminense FC,,,Cuiabá EC,,SCHEDULED,2024-12-04T00:00:00Z
37,Wed Dec 4 2024,,,SC Internacional,,,Botafogo FR,,SCHEDULED,2024-12-04T00:00:00Z
37,Wed Dec 4 2024,,,São Paulo FC,,,EC Juventude,,SCHEDULED,2024-12-04T00:00:00Z
37,Wed Dec 4 2024,,,CR Vasco da Gama,,,CA Mineiro,,SCHEDULED,2024-12-04T00:00:00Z
37,Wed Dec 4 2024,,,EC Vitória,,,Grêmio FBPA,,SCHEDULED,2024-12-04T00:00:00Z
38,Sun Dec 8 2024,,,CA Mineiro,,,CA Paranaense,,SCHEDULED,2024-12-08T00:00:00Z
38,Sun Dec 8 2024,,,EC Bahia,,,AC Goianiense,,SCHEDULED,2024-12-08T00:00:00Z
38,Sun Dec 8 2024,,,Botafogo FR,,,São Paulo FC,,SCHEDULED,2024-12-08T00:00:00Z
38,Sun Dec 8 2024,,,RB Bragantino,,,Criciúma EC,,SCHEDULED,2024-12-08T00:00:00Z
38,Sun Dec 8 2024,,,Cuiabá EC,,,CR Vasco da Gama,,SCHEDULED,2024-12-08T00:00:00Z
38,Sun Dec 8 2024,,,CR Flamengo,,,EC Vitória,,SCHEDULED,2024-12-08T00:00:00Z
38,Sun Dec 8 2024,,,Fortaleza EC,,,SC Internacional,,SCHEDULED,2024-12-08T00:00:00Z
38,Sun Dec 8 2024,,,Grêmio FBPA,,,SC Corinthians Paulista,,SCHEDULED,2024-12-08T00:00:00Z
38,Sun Dec 8 2024,,,EC Juventude,,,Cruzeiro EC,,SCHEDULED,2024-12-08T00:00:00Z
38,Sun Dec 8 2024,,,SE Palmeiras,,,Fluminense FC,,SCHEDULED,2024-12-08T00:00:00Z
