Date,Team 1,Team 2,FT,HT
2010-08-27,Panathinaikos,Xanthi,1-1,1-0
2010-08-28,Iraklis,Olympiakos,2-1,0-0
2010-08-28,Larisa,Atromitos,1-0,0-0
2010-08-28,Panionios,Olympiakos Volou,0-1,0-0
2010-08-29,Ergotelis,Asteras Tripolis,0-1,0-1
2010-08-29,Kavala,Aris,0-1,0-1
2010-08-29,Kerkyra,AEK,2-1,1-0
2010-08-29,PAOK,Panserraikos,3-2,1-1
2010-09-11,Aris,Panathinaikos,0-1,0-1
2010-09-11,Asteras Tripolis,PAOK,0-0,0-0
2010-09-11,Atromitos,Iraklis,1-1,0-0
2010-09-11,Olympiakos,Kerkyra,2-0,1-0
2010-09-12,AEK,Panserraikos,2-0,1-0
2010-09-12,Larisa,Kavala,0-0,0-0
2010-09-12,Olympiakos Volou,Ergotelis,0-1,0-0
2010-09-12,Xanthi,Panionios,1-1,0-1
2010-09-18,Ergotelis,Xanthi,1-0,0-0
2010-09-18,Iraklis,Larisa,1-0,1-0
2010-09-18,Kavala,Panathinaikos,2-2,2-1
2010-09-19,AEK,Asteras Tripolis,2-2,0-1
2010-09-19,Kerkyra,Atromitos,3-1,1-0
2010-09-19,Panionios,Aris,1-0,0-0
2010-09-19,Panserraikos,Olympiakos,0-1,0-1
2010-09-19,PAOK,Olympiakos Volou,1-1,1-1
2010-09-25,Atromitos,Panserraikos,2-1,2-0
2010-09-25,Olympiakos,Asteras Tripolis,3-0,1-0
2010-09-25,Panathinaikos,Panionios,2-1,1-0
2010-09-26,Aris,Ergotelis,1-0,0-0
2010-09-26,Iraklis,Kavala,0-1,0-1
2010-09-26,Larisa,Kerkyra,1-1,1-1
2010-09-26,Olympiakos Volou,AEK,3-1,1-0
2010-09-26,Xanthi,PAOK,1-0,1-0
2010-10-02,Asteras Tripolis,Atromitos,1-1,1-0
2010-10-02,Kavala,Panionios,2-1,1-0
2010-10-02,Olympiakos,Olympiakos Volou,3-1,2-0
2010-10-03,AEK,Xanthi,1-0,1-0
2010-10-03,Ergotelis,Panathinaikos,1-4,0-3
2010-10-03,Kerkyra,Iraklis,0-0,0-0
2010-10-03,Panserraikos,Larisa,1-0,1-0
2010-10-03,PAOK,Aris,0-1,0-0
2010-10-16,Panathinaikos,PAOK,1-0,1-0
2010-10-16,Panionios,Ergotelis,0-1,0-1
2010-10-16,Xanthi,Olympiakos,0-3,0-1
2010-10-17,Aris,AEK,0-4,0-1
2010-10-17,Atromitos,Olympiakos Volou,2-2,1-0
2010-10-17,Iraklis,Panserraikos,1-1,1-0
2010-10-17,Kerkyra,Kavala,1-1,1-0
2010-10-17,Larisa,Asteras Tripolis,0-2,0-2
2010-10-23,Asteras Tripolis,Iraklis,0-0,0-0
2010-10-23,Atromitos,Xanthi,1-1,0-0
2010-10-23,Olympiakos Volou,Larisa,1-1,1-0
2010-10-24,AEK,Panathinaikos,1-0,1-0
2010-10-24,Kavala,Ergotelis,3-1,1-0
2010-10-24,Olympiakos,Aris,1-0,1-0
2010-10-24,Panserraikos,Kerkyra,0-2,0-1
2010-10-24,PAOK,Panionios,3-1,3-0
2010-10-30,Aris,Atromitos,2-0,2-0
2010-10-30,Larisa,Xanthi,3-0,2-0
2010-10-30,Panathinaikos,Olympiakos,2-1,0-1
2010-10-31,Ergotelis,PAOK,1-2,1-1
2010-10-31,Iraklis,Olympiakos Volou,0-0,0-0
2010-10-31,Kerkyra,Asteras Tripolis,1-2,1-0
2010-10-31,Panionios,AEK,1-0,0-0
2010-10-31,Panserraikos,Kavala,1-0,1-0
2010-11-06,Asteras Tripolis,Panserraikos,0-2,0-1
2010-11-06,Olympiakos,Panionios,5-0,1-0
2010-11-06,Olympiakos Volou,Kerkyra,1-0,0-0
2010-11-06,Xanthi,Iraklis,2-2,1-2
2010-11-08,AEK,Ergotelis,3-1,1-1
2010-11-08,Aris,Larisa,1-1,0-0
2010-11-08,Atromitos,Panathinaikos,0-1,0-0
2010-11-08,Kavala,PAOK,0-1,0-1
2010-11-13,Kerkyra,Xanthi,1-1,0-0
2010-11-13,Panathinaikos,Larisa,1-1,1-1
2010-11-13,Panionios,Atromitos,0-1,0-1
2010-11-13,PAOK,AEK,2-1,1-0
2010-11-15,Asteras Tripolis,Kavala,0-1,0-0
2010-11-15,Iraklis,Aris,1-0,0-0
2010-11-15,Panserraikos,Olympiakos Volou,2-2,0-2
2010-11-20,Olympiakos Volou,Asteras Tripolis,1-1,0-1
2010-11-20,Panathinaikos,Iraklis,4-2,2-2
2010-11-20,Xanthi,Panserraikos,2-0,0-0
2010-11-21,Aris,Kerkyra,2-0,1-0
2010-11-21,Atromitos,Ergotelis,1-1,1-0
2010-11-21,Kavala,AEK,2-1,1-0
2010-11-21,Larisa,Panionios,0-1,0-1
2010-11-21,Olympiakos,PAOK,3-0,1-0
2010-11-24,Ergotelis,Olympiakos,0-2,0-0
2010-11-27,AEK,Olympiakos,1-0,0-0
2010-11-27,Ergotelis,Larisa,2-1,2-1
2010-11-27,Panserraikos,Aris,1-0,1-0
2010-11-28,Asteras Tripolis,Xanthi,1-2,1-2
2010-11-28,Kerkyra,Panathinaikos,0-2,0-0
2010-11-28,Olympiakos Volou,Kavala,1-1,0-0
2010-11-28,Panionios,Iraklis,1-0,0-0
2010-11-28,PAOK,Atromitos,0-1,0-0
2010-12-04,Iraklis,Ergotelis,1-1,0-1
2010-12-04,Panathinaikos,Panserraikos,2-0,1-0
2010-12-04,Panionios,Kerkyra,0-1,0-1
2010-12-05,Aris,Asteras Tripolis,1-0,0-0
2010-12-05,Atromitos,AEK,1-1,0-0
2010-12-05,Kavala,Olympiakos,0-1,0-1
2010-12-05,Larisa,PAOK,1-2,1-1
2010-12-05,Xanthi,Olympiakos Volou,1-0,0-0
2010-12-11,Olympiakos Volou,Aris,1-1,1-1
2010-12-11,PAOK,Iraklis,1-0,1-0
2010-12-12,AEK,Larisa,4-0,1-0
2010-12-12,Asteras Tripolis,Panathinaikos,0-0,0-0
2010-12-12,Ergotelis,Kerkyra,3-0,1-0
2010-12-12,Olympiakos,Atromitos,2-1,2-0
2010-12-12,Panserraikos,Panionios,1-1,1-0
2010-12-12,Xanthi,Kavala,1-1,0-1
2010-12-18,Ergotelis,Panserraikos,2-0,1-0
2010-12-18,Kavala,Atromitos,1-1,0-0
2010-12-18,Panathinaikos,Olympiakos Volou,0-1,0-0
2010-12-18,Panionios,Asteras Tripolis,0-0,0-0
2010-12-19,Aris,Xanthi,0-2,0-1
2010-12-19,Iraklis,AEK,2-0,1-0
2010-12-19,Kerkyra,PAOK,2-1,1-1
2010-12-19,Larisa,Olympiakos,0-1,0-1
2011-01-04,Aris,Kavala,1-0,1-0
2011-01-04,Atromitos,Larisa,3-0,2-0
2011-01-04,Xanthi,Panathinaikos,0-2,0-1
2011-01-05,AEK,Kerkyra,0-0,0-0
2011-01-05,Asteras Tripolis,Ergotelis,3-0,1-0
2011-01-05,Olympiakos,Iraklis,2-0,1-0
2011-01-05,Olympiakos Volou,Panionios,0-0,0-0
2011-01-05,Panserraikos,PAOK,1-1,0-1
2011-01-08,Kavala,Larisa,1-0,0-0
2011-01-08,Panathinaikos,Aris,1-0,1-0
2011-01-09,Ergotelis,Olympiakos Volou,0-0,0-0
2011-01-09,Iraklis,Atromitos,1-0,1-0
2011-01-09,Kerkyra,Olympiakos,0-2,0-0
2011-01-09,Panionios,Xanthi,0-2,0-2
2011-01-09,Panserraikos,AEK,1-3,1-2
2011-01-09,PAOK,Asteras Tripolis,1-0,1-0
2011-01-15,Atromitos,Kerkyra,4-2,2-1
2011-01-15,Olympiakos,Panserraikos,4-2,0-0
2011-01-15,Olympiakos Volou,PAOK,0-3,0-2
2011-01-16,Aris,Panionios,0-2,0-1
2011-01-16,Asteras Tripolis,AEK,0-3,0-0
2011-01-16,Larisa,Iraklis,2-1,1-1
2011-01-16,Panathinaikos,Kavala,4-2,2-2
2011-01-16,Xanthi,Ergotelis,0-1,0-1
2011-01-22,AEK,Olympiakos Volou,0-4,0-2
2011-01-22,Kerkyra,Larisa,1-0,0-0
2011-01-22,PAOK,Xanthi,2-1,1-0
2011-01-23,Asteras Tripolis,Olympiakos,0-1,0-1
2011-01-23,Ergotelis,Aris,0-0,0-0
2011-01-23,Kavala,Iraklis,3-0,0-0
2011-01-23,Panionios,Panathinaikos,1-1,0-0
2011-01-23,Panserraikos,Atromitos,0-1,0-0
2011-01-29,Iraklis,Kerkyra,0-0,0-0
2011-01-29,Panathinaikos,Ergotelis,2-0,2-0
2011-01-29,Xanthi,AEK,0-2,0-2
2011-01-30,Aris,PAOK,0-0,0-0
2011-01-30,Atromitos,Asteras Tripolis,0-0,0-0
2011-01-30,Larisa,Panserraikos,2-1,1-0
2011-01-30,Olympiakos Volou,Olympiakos,0-1,0-1
2011-01-30,Panionios,Kavala,1-1,0-0
2011-02-05,AEK,Aris,1-2,0-1
2011-02-05,Asteras Tripolis,Larisa,1-1,1-1
2011-02-05,Panserraikos,Iraklis,1-2,0-2
2011-02-06,Ergotelis,Panionios,2-0,1-0
2011-02-06,Kavala,Kerkyra,1-0,1-0
2011-02-06,Olympiakos,Xanthi,1-0,1-0
2011-02-06,Olympiakos Volou,Atromitos,2-0,1-0
2011-02-06,PAOK,Panathinaikos,0-1,0-1
2011-02-12,Aris,Olympiakos,1-2,1-1
2011-02-12,Ergotelis,Kavala,2-1,1-1
2011-02-12,Panionios,PAOK,1-0,0-0
2011-02-13,Iraklis,Asteras Tripolis,0-0,0-0
2011-02-13,Kerkyra,Panserraikos,3-0,3-0
