Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
22,Sun Feb 18 2024,15:00,CET / UTC+0100,Montpellier HSC,3-0,1-0,FC Metz,2024-02-18T14:00:00Z
22,Sun Feb 18 2024,15:00,CET / UTC+0100,Stade Rennais FC 1901,3-1,1-0,Clermont Foot 63,2024-02-18T14:00:00Z
22,Sun Feb 18 2024,17:05,CET / UTC+0100,Stade de Reims,1-1,1-1,Racing Club de Lens,2024-02-18T16:05:00Z
22,Sun Feb 18 2024,20:45,CET / UTC+0100,Stade Brestois 29,1-0,0-0,Olympique de Marseille,2024-02-18T19:45:00Z
23,Fri Feb 23 2024,21:00,CET / UTC+0100,FC Metz,1-2,1-1,Olympique Lyonnais,2024-02-23T20:00:00Z
23,Sat Feb 24 2024,17:00,CET / UTC+0100,FC Lorient,0-1,0-0,FC Nantes,2024-02-24T16:00:00Z
23,Sat Feb 24 2024,21:00,CET / UTC+0100,RC Strasbourg Alsace,0-3,0-2,Stade Brestois 29,2024-02-24T20:00:00Z
23,Sun Feb 25 2024,13:00,CET / UTC+0100,Racing Club de Lens,2-3,1-2,AS Monaco FC,2024-02-25T12:00:00Z
23,Sun Feb 25 2024,15:00,CET / UTC+0100,Le Havre AC,1-2,0-0,Stade de Reims,2024-02-25T14:00:00Z
23,Sun Feb 25 2024,15:00,CET / UTC+0100,Toulouse FC,3-1,0-1,Lille OSC,2024-02-25T14:00:00Z
23,Sun Feb 25 2024,15:00,CET / UTC+0100,OGC Nice,0-0,0-0,Clermont Foot 63,2024-02-25T14:00:00Z
23,Sun Feb 25 2024,17:05,CET / UTC+0100,Paris Saint-Germain FC,1-1,0-1,Stade Rennais FC 1901,2024-02-25T16:05:00Z
23,Sun Feb 25 2024,20:45,CET / UTC+0100,Olympique de Marseille,4-1,2-1,Montpellier HSC,2024-02-25T19:45:00Z
24,Fri Mar 1 2024,21:00,CET / UTC+0100,AS Monaco FC,0-0,0-0,Paris Saint-Germain FC,2024-03-01T20:00:00Z
24,Sat Mar 2 2024,17:00,CET / UTC+0100,Stade de Reims,0-1,0-0,Lille OSC,2024-03-02T16:00:00Z
24,Sat Mar 2 2024,21:00,CET / UTC+0100,Clermont Foot 63,1-5,0-1,Olympique de Marseille,2024-03-02T20:00:00Z
24,Sun Mar 3 2024,13:00,CET / UTC+0100,Toulouse FC,2-1,0-1,OGC Nice,2024-03-03T12:00:00Z
24,Sun Mar 3 2024,15:00,CET / UTC+0100,FC Nantes,0-2,0-0,FC Metz,2024-03-03T14:00:00Z
24,Sun Mar 3 2024,15:00,CET / UTC+0100,Montpellier HSC,2-2,0-0,RC Strasbourg Alsace,2024-03-03T14:00:00Z
24,Sun Mar 3 2024,15:00,CET / UTC+0100,Stade Brestois 29,1-0,1-0,Le Havre AC,2024-03-03T14:00:00Z
24,Sun Mar 3 2024,17:05,CET / UTC+0100,Stade Rennais FC 1901,1-2,0-0,FC Lorient,2024-03-03T16:05:00Z
24,Sun Mar 3 2024,20:45,CET / UTC+0100,Olympique Lyonnais,0-3,0-1,Racing Club de Lens,2024-03-03T19:45:00Z
25,Fri Mar 8 2024,21:00,CET / UTC+0100,OGC Nice,1-2,1-2,Montpellier HSC,2024-03-08T20:00:00Z
25,Sat Mar 9 2024,17:00,CET / UTC+0100,FC Lorient,0-2,0-0,Olympique Lyonnais,2024-03-09T16:00:00Z
25,Sat Mar 9 2024,21:00,CET / UTC+0100,Racing Club de Lens,1-0,1-0,Stade Brestois 29,2024-03-09T20:00:00Z
25,Sun Mar 10 2024,13:00,CET / UTC+0100,Paris Saint-Germain FC,2-2,2-2,Stade de Reims,2024-03-10T12:00:00Z
25,Sun Mar 10 2024,15:00,CET / UTC+0100,Le Havre AC,1-0,0-0,Toulouse FC,2024-03-10T14:00:00Z
25,Sun Mar 10 2024,15:00,CET / UTC+0100,FC Metz,1-0,1-0,Clermont Foot 63,2024-03-10T14:00:00Z
25,Sun Mar 10 2024,15:00,CET / UTC+0100,RC Strasbourg Alsace,0-1,0-0,AS Monaco FC,2024-03-10T14:00:00Z
25,Sun Mar 10 2024,17:00,CET / UTC+0100,Lille OSC,2-2,0-2,Stade Rennais FC 1901,2024-03-10T16:00:00Z
25,Sun Mar 10 2024,20:45,CET / UTC+0100,Olympique de Marseille,2-0,1-0,FC Nantes,2024-03-10T19:45:00Z
26,Fri Mar 15 2024,21:00,CET / UTC+0100,Toulouse FC,2-3,0-1,Olympique Lyonnais,2024-03-15T20:00:00Z
26,Sat Mar 16 2024,17:00,CET / UTC+0100,FC Nantes,1-3,1-1,RC Strasbourg Alsace,2024-03-16T16:00:00Z
26,Sat Mar 16 2024,21:00,CET / UTC+0100,Racing Club de Lens,1-3,0-1,OGC Nice,2024-03-16T20:00:00Z
26,Sun Mar 17 2024,13:00,CET / UTC+0100,Stade Brestois 29,1-1,0-0,Lille OSC,2024-03-17T12:00:00Z
26,Sun Mar 17 2024,15:00,CET / UTC+0100,AS Monaco FC,2-2,1-1,FC Lorient,2024-03-17T14:00:00Z
26,Sun Mar 17 2024,15:00,CET / UTC+0100,Clermont Foot 63,2-1,2-1,Le Havre AC,2024-03-17T14:00:00Z
26,Sun Mar 17 2024,15:00,CET / UTC+0100,Stade de Reims,2-1,1-1,FC Metz,2024-03-17T14:00:00Z
26,Sun Mar 17 2024,17:05,CET / UTC+0100,Stade Rennais FC 1901,2-0,1-0,Olympique de Marseille,2024-03-17T16:05:00Z
26,Sun Mar 17 2024,20:45,CET / UTC+0100,Montpellier HSC,2-6,2-2,Paris Saint-Germain FC,2024-03-17T19:45:00Z
27,Fri Mar 29 2024,21:00,CET / UTC+0100,Lille OSC,2-1,1-0,Racing Club de Lens,2024-03-29T20:00:00Z
27,Sat Mar 30 2024,17:00,CET / UTC+0100,FC Metz,2-5,0-3,AS Monaco FC,2024-03-30T16:00:00Z
27,Sat Mar 30 2024,21:00,CET / UTC+0100,Olympique Lyonnais,1-1,0-0,Stade de Reims,2024-03-30T20:00:00Z
27,Sun Mar 31 2024,13:00,CEST / UTC+0200,FC Lorient,0-1,0-0,Stade Brestois 29,2024-03-31T11:00:00Z
27,Sun Mar 31 2024,15:00,CEST / UTC+0200,Le Havre AC,0-2,0-0,Montpellier HSC,2024-03-31T13:00:00Z
27,Sun Mar 31 2024,15:00,CEST / UTC+0200,Clermont Foot 63,0-3,0-1,Toulouse FC,2024-03-31T13:00:00Z
27,Sun Mar 31 2024,15:00,CEST / UTC+0200,OGC Nice,1-2,0-1,FC Nantes,2024-03-31T13:00:00Z
27,Sun Mar 31 2024,17:05,CEST / UTC+0200,RC Strasbourg Alsace,2-0,0-0,Stade Rennais FC 1901,2024-03-31T15:05:00Z
27,Sun Mar 31 2024,20:45,CEST / UTC+0200,Olympique de Marseille,0-2,0-0,Paris Saint-Germain FC,2024-03-31T18:45:00Z
28,Fri Apr 5 2024,21:00,CEST / UTC+0200,Lille OSC,3-1,0-0,Olympique de Marseille,2024-04-05T19:00:00Z
28,Sat Apr 6 2024,17:00,CEST / UTC+0200,Racing Club de Lens,1-1,0-0,Le Havre AC,2024-04-06T15:00:00Z
28,Sat Apr 6 2024,21:00,CEST / UTC+0200,Paris Saint-Germain FC,1-1,0-1,Clermont Foot 63,2024-04-06T19:00:00Z
28,Sun Apr 7 2024,13:00,CEST / UTC+0200,Stade Brestois 29,4-3,3-1,FC Metz,2024-04-07T11:00:00Z
28,Sun Apr 7 2024,15:00,CEST / UTC+0200,Toulouse FC,0-0,0-0,RC Strasbourg Alsace,2024-04-07T13:00:00Z
28,Sun Apr 7 2024,15:00,CEST / UTC+0200,Montpellier HSC,2-0,0-0,FC Lorient,2024-04-07T13:00:00Z
28,Sun Apr 7 2024,15:00,CEST / UTC+0200,Stade de Reims,0-0,0-0,OGC Nice,2024-04-07T13:00:00Z
28,Sun Apr 7 2024,17:05,CEST / UTC+0200,AS Monaco FC,1-0,1-0,Stade Rennais FC 1901,2024-04-07T15:05:00Z
28,Sun Apr 7 2024,20:45,CEST / UTC+0200,FC Nantes,1-3,1-0,Olympique Lyonnais,2024-04-07T18:45:00Z
29,Fri Apr 12 2024,21:00,CEST / UTC+0200,FC Metz,2-1,2-1,Racing Club de Lens,2024-04-12T19:00:00Z
29,Sat Apr 13 2024,17:00,CEST / UTC+0200,RC Strasbourg Alsace,3-1,1-1,Stade de Reims,2024-04-13T15:00:00Z
29,Sat Apr 13 2024,21:00,CEST / UTC+0200,Stade Rennais FC 1901,1-2,1-2,Toulouse FC,2024-04-13T19:00:00Z
29,Sun Apr 14 2024,13:00,CEST / UTC+0200,Le Havre AC,0-1,0-0,FC Nantes,2024-04-14T11:00:00Z
29,Sun Apr 14 2024,15:00,CEST / UTC+0200,Clermont Foot 63,1-1,1-0,Montpellier HSC,2024-04-14T13:00:00Z
29,Sun Apr 14 2024,20:45,CEST / UTC+0200,Olympique Lyonnais,4-3,1-0,Stade Brestois 29,2024-04-14T18:45:00Z
30,Fri Apr 19 2024,21:00,CEST / UTC+0200,OGC Nice,3-0,1-0,FC Lorient,2024-04-19T19:00:00Z
30,Sat Apr 20 2024,17:00,CEST / UTC+0200,FC Nantes,0-3,0-0,Stade Rennais FC 1901,2024-04-20T15:00:00Z
30,Sat Apr 20 2024,21:00,CEST / UTC+0200,Racing Club de Lens,1-0,1-0,Clermont Foot 63,2024-04-20T19:00:00Z
30,Sun Apr 21 2024,15:00,CEST / UTC+0200,Le Havre AC,0-1,0-0,FC Metz,2024-04-21T13:00:00Z
30,Sun Apr 21 2024,15:00,CEST / UTC+0200,Lille OSC,1-0,1-0,RC Strasbourg Alsace,2024-04-21T13:00:00Z
30,Sun Apr 21 2024,15:00,CEST / UTC+0200,Stade de Reims,1-2,0-1,Montpellier HSC,2024-04-21T13:00:00Z
30,Sun Apr 21 2024,17:05,CEST / UTC+0200,Stade Brestois 29,0-2,0-1,AS Monaco FC,2024-04-21T15:05:00Z
30,Sun Apr 21 2024,19:15,CEST / UTC+0200,Toulouse FC,2-2,1-1,Olympique de Marseille,2024-04-21T17:15:00Z
30,Sun Apr 21 2024,21:00,CEST / UTC+0200,Paris Saint-Germain FC,4-1,4-1,Olympique Lyonnais,2024-04-21T19:00:00Z
29,Wed Apr 24 2024,19:00,CEST / UTC+0200,FC Lorient,1-4,0-2,Paris Saint-Germain FC,2024-04-24T17:00:00Z
29,Wed Apr 24 2024,21:00,CEST / UTC+0200,AS Monaco FC,1-0,0-0,Lille OSC,2024-04-24T19:00:00Z
29,Wed Apr 24 2024,21:00,CEST / UTC+0200,Olympique de Marseille,2-2,1-1,OGC Nice,2024-04-24T19:00:00Z
31,Fri Apr 26 2024,21:00,CEST / UTC+0200,Montpellier HSC,1-1,1-1,FC Nantes,2024-04-26T19:00:00Z
31,Sat Apr 27 2024,21:00,CEST / UTC+0200,Paris Saint-Germain FC,3-3,1-2,Le Havre AC,2024-04-27T19:00:00Z
31,Sun Apr 28 2024,13:00,CEST / UTC+0200,FC Metz,1-2,1-2,Lille OSC,2024-04-28T11:00:00Z
31,Sun Apr 28 2024,15:00,CEST / UTC+0200,Clermont Foot 63,4-1,1-1,Stade de Reims,2024-04-28T13:00:00Z
31,Sun Apr 28 2024,15:00,CEST / UTC+0200,FC Lorient,1-2,1-0,Toulouse FC,2024-04-28T13:00:00Z
31,Sun Apr 28 2024,15:00,CEST / UTC+0200,RC Strasbourg Alsace,1-3,1-1,OGC Nice,2024-04-28T13:00:00Z
31,Sun Apr 28 2024,17:05,CEST / UTC+0200,Stade Rennais FC 1901,4-5,2-1,Stade Brestois 29,2024-04-28T15:05:00Z
31,Sun Apr 28 2024,19:00,CEST / UTC+0200,Olympique Lyonnais,3-2,2-1,AS Monaco FC,2024-04-28T17:00:00Z
31,Sun Apr 28 2024,21:00,CEST / UTC+0200,Olympique de Marseille,2-1,1-0,Racing Club de Lens,2024-04-28T19:00:00Z
32,Fri May 3 2024,19:00,CEST / UTC+0200,Toulouse FC,1-2,1-1,Montpellier HSC,2024-05-03T17:00:00Z
32,Fri May 3 2024,21:00,CEST / UTC+0200,Racing Club de Lens,2-0,0-0,FC Lorient,2024-05-03T19:00:00Z
32,Sat May 4 2024,15:00,CEST / UTC+0200,Le Havre AC,3-1,1-0,RC Strasbourg Alsace,2024-05-04T13:00:00Z
32,Sat May 4 2024,17:00,CEST / UTC+0200,AS Monaco FC,4-1,2-1,Clermont Foot 63,2024-05-04T15:00:00Z
32,Sat May 4 2024,19:00,CEST / UTC+0200,FC Metz,2-3,2-1,Stade Rennais FC 1901,2024-05-04T17:00:00Z
32,Sat May 4 2024,21:00,CEST / UTC+0200,Stade Brestois 29,0-0,0-0,FC Nantes,2024-05-04T19:00:00Z
32,Mon May 6 2024,21:00,CEST / UTC+0200,Lille OSC,3-4,2-0,Olympique Lyonnais,2024-05-06T19:00:00Z
33,Fri May 10 2024,21:00,CEST / UTC+0200,OGC Nice,1-0,1-0,Le Havre AC,2024-05-10T19:00:00Z
33,Fri May 10 2024,21:00,CEST / UTC+0200,Stade Brestois 29,1-1,1-1,Stade de Reims,2024-05-10T19:00:00Z
33,Sun May 12 2024,21:00,CEST / UTC+0200,Clermont Foot 63,0-1,0-0,Olympique Lyonnais,2024-05-12T19:00:00Z
33,Sun May 12 2024,21:00,CEST / UTC+0200,FC Nantes,1-2,0-2,Lille OSC,2024-05-12T19:00:00Z
33,Sun May 12 2024,21:00,CEST / UTC+0200,Montpellier HSC,0-2,0-0,AS Monaco FC,2024-05-12T19:00:00Z
33,Sun May 12 2024,21:00,CEST / UTC+0200,Olympique de Marseille,3-1,2-1,FC Lorient,2024-05-12T19:00:00Z
33,Sun May 12 2024,21:00,CEST / UTC+0200,Paris Saint-Germain FC,1-3,1-1,Toulouse FC,2024-05-12T19:00:00Z
33,Sun May 12 2024,21:00,CEST / UTC+0200,RC Strasbourg Alsace,2-1,0-0,FC Metz,2024-05-12T19:00:00Z
33,Sun May 12 2024,21:00,CEST / UTC+0200,Stade Rennais FC 1901,1-1,0-0,Racing Club de Lens,2024-05-12T19:00:00Z
32,Wed May 15 2024,21:00,CEST / UTC+0200,OGC Nice,1-2,1-2,Paris Saint-Germain FC,2024-05-15T19:00:00Z
32,Wed May 15 2024,21:00,CEST / UTC+0200,Stade de Reims,1-0,1-0,Olympique de Marseille,2024-05-15T19:00:00Z
34,Sun May 19 2024,21:00,CEST / UTC+0200,Le Havre AC,1-2,0-0,Olympique de Marseille,2024-05-19T19:00:00Z
34,Sun May 19 2024,21:00,CEST / UTC+0200,AS Monaco FC,4-0,3-0,FC Nantes,2024-05-19T19:00:00Z
34,Sun May 19 2024,21:00,CEST / UTC+0200,FC Lorient,5-0,2-0,Clermont Foot 63,2024-05-19T19:00:00Z
34,Sun May 19 2024,21:00,CEST / UTC+0200,FC Metz,0-2,0-2,Paris Saint-Germain FC,2024-05-19T19:00:00Z
34,Sun May 19 2024,21:00,CEST / UTC+0200,Toulouse FC,0-3,0-0,Stade Brestois 29,2024-05-19T19:00:00Z
34,Sun May 19 2024,21:00,CEST / UTC+0200,Olympique Lyonnais,2-1,1-0,RC Strasbourg Alsace,2024-05-19T19:00:00Z
34,Sun May 19 2024,21:00,CEST / UTC+0200,Lille OSC,2-2,0-1,OGC Nice,2024-05-19T19:00:00Z
34,Sun May 19 2024,21:00,CEST / UTC+0200,Racing Club de Lens,2-2,2-0,Montpellier HSC,2024-05-19T19:00:00Z
34,Sun May 19 2024,21:00,CEST / UTC+0200,Stade de Reims,2-1,0-0,Stade Rennais FC 1901,2024-05-19T19:00:00Z
