Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
24,Sun Feb 28 2021,16:45,CET/+0100,AZ,4-2,2-2,Feyenoord Rotterdam,2021-02-28T15:45:00Z
25,Fri Mar 5 2021,20:00,CET/+0100,FC Emmen,1-1,0-1,Sparta Rotterdam,2021-03-05T19:00:00Z
25,Sat Mar 6 2021,16:30,CET/+0100,Feyenoord Rotterdam,6-0,3-0,VVV Venlo,2021-03-06T15:30:00Z
25,Sat Mar 6 2021,18:45,CET/+0100,FC Twente '65,1-1,0-0,Willem II Tilburg,2021-03-06T17:45:00Z
25,Sat Mar 6 2021,20:00,CET/+0100,SC Heerenveen,3-0,1-0,ADO Den Haag,2021-03-06T19:00:00Z
25,Sat Mar 6 2021,21:00,CET/+0100,RKC Waalwijk,1-2,0-1,FC Utrecht,2021-03-06T20:00:00Z
25,Sun Mar 7 2021,12:15,CET/+0100,AFC Ajax,3-1,1-0,FC Groningen,2021-03-07T11:15:00Z
25,Sun Mar 7 2021,14:30,CET/+0100,Heracles Almelo,2-1,0-0,PEC Zwolle,2021-03-07T13:30:00Z
25,Sun Mar 7 2021,14:30,CET/+0100,Fortuna Sittard,1-3,0-2,PSV,2021-03-07T13:30:00Z
25,Sun Mar 7 2021,16:45,CET/+0100,SBV Vitesse,2-1,1-0,AZ,2021-03-07T15:45:00Z
21,Tue Mar 9 2021,18:45,CET/+0100,VVV Venlo,0-1,0-0,Sparta Rotterdam,2021-03-09T17:45:00Z
26,Sat Mar 13 2021,16:30,CET/+0100,Willem II Tilburg,3-1,1-0,SC Heerenveen,2021-03-13T15:30:00Z
26,Sat Mar 13 2021,18:45,CET/+0100,ADO Den Haag,1-2,0-0,Heracles Almelo,2021-03-13T17:45:00Z
26,Sat Mar 13 2021,20:00,CET/+0100,AZ,4-1,3-1,FC Twente '65,2021-03-13T19:00:00Z
26,Sat Mar 13 2021,20:00,CET/+0100,FC Groningen,1-1,0-1,FC Emmen,2021-03-13T19:00:00Z
26,Sat Mar 13 2021,21:00,CET/+0100,Sparta Rotterdam,2-0,0-0,RKC Waalwijk,2021-03-13T20:00:00Z
26,Sun Mar 14 2021,12:15,CET/+0100,VVV Venlo,1-3,0-1,Fortuna Sittard,2021-03-14T11:15:00Z
26,Sun Mar 14 2021,14:30,CET/+0100,PSV,1-1,1-1,Feyenoord Rotterdam,2021-03-14T13:30:00Z
26,Sun Mar 14 2021,14:30,CET/+0100,FC Utrecht,1-3,1-1,SBV Vitesse,2021-03-14T13:30:00Z
26,Sun Mar 14 2021,16:45,CET/+0100,PEC Zwolle,0-2,0-2,AFC Ajax,2021-03-14T15:45:00Z
27,Fri Mar 19 2021,20:00,CET/+0100,SC Heerenveen,0-0,0-0,FC Twente '65,2021-03-19T19:00:00Z
27,Sat Mar 20 2021,16:30,CET/+0100,Fortuna Sittard,0-1,0-0,FC Utrecht,2021-03-20T15:30:00Z
27,Sat Mar 20 2021,20:00,CET/+0100,Feyenoord Rotterdam,1-1,1-0,FC Emmen,2021-03-20T19:00:00Z
27,Sat Mar 20 2021,21:00,CET/+0100,RKC Waalwijk,3-1,2-1,FC Groningen,2021-03-20T20:00:00Z
27,Sun Mar 21 2021,12:15,CET/+0100,PEC Zwolle,2-1,0-0,VVV Venlo,2021-03-21T11:15:00Z
27,Sun Mar 21 2021,14:30,CET/+0100,AZ,2-0,1-0,PSV,2021-03-21T13:30:00Z
27,Sun Mar 21 2021,14:30,CET/+0100,SBV Vitesse,0-0,0-0,Willem II Tilburg,2021-03-21T13:30:00Z
27,Sun Mar 21 2021,16:45,CET/+0100,Heracles Almelo,1-1,0-0,Sparta Rotterdam,2021-03-21T15:45:00Z
27,Sun Mar 21 2021,20:00,CET/+0100,AFC Ajax,5-0,4-0,ADO Den Haag,2021-03-21T19:00:00Z
28,Sat Apr 3 2021,18:45,CEST/+0200,VVV Venlo,0-1,0-0,FC Groningen,2021-04-03T16:45:00Z
28,Sat Apr 3 2021,20:00,CEST/+0200,FC Twente '65,1-2,1-1,SBV Vitesse,2021-04-03T18:00:00Z
28,Sat Apr 3 2021,20:00,CEST/+0200,Willem II Tilburg,0-1,0-0,AZ,2021-04-03T18:00:00Z
28,Sat Apr 3 2021,21:00,CEST/+0200,Sparta Rotterdam,3-2,1-0,PEC Zwolle,2021-04-03T19:00:00Z
28,Sun Apr 4 2021,12:15,CEST/+0200,Feyenoord Rotterdam,2-0,0-0,Fortuna Sittard,2021-04-04T10:15:00Z
28,Sun Apr 4 2021,14:30,CEST/+0200,PSV,3-0,2-0,Heracles Almelo,2021-04-04T12:30:00Z
28,Sun Apr 4 2021,14:30,CEST/+0200,ADO Den Haag,1-4,0-3,FC Utrecht,2021-04-04T12:30:00Z
28,Sun Apr 4 2021,16:45,CEST/+0200,SC Heerenveen,1-2,1-1,AFC Ajax,2021-04-04T14:45:00Z
28,Sun Apr 4 2021,16:45,CEST/+0200,FC Emmen,3-1,3-0,RKC Waalwijk,2021-04-04T14:45:00Z
29,Fri Apr 9 2021,20:00,CEST/+0200,SBV Vitesse,0-0,0-0,ADO Den Haag,2021-04-09T18:00:00Z
29,Sat Apr 10 2021,18:45,CEST/+0200,Heracles Almelo,4-0,2-0,Willem II Tilburg,2021-04-10T16:45:00Z
29,Sat Apr 10 2021,20:00,CEST/+0200,AZ,2-0,1-0,Sparta Rotterdam,2021-04-10T18:00:00Z
29,Sat Apr 10 2021,20:00,CEST/+0200,Fortuna Sittard,1-3,0-0,FC Emmen,2021-04-10T18:00:00Z
29,Sat Apr 10 2021,21:00,CEST/+0200,PEC Zwolle,1-0,1-0,FC Twente '65,2021-04-10T19:00:00Z
29,Sun Apr 11 2021,12:15,CEST/+0200,FC Utrecht,1-2,1-1,Feyenoord Rotterdam,2021-04-11T10:15:00Z
29,Sun Apr 11 2021,14:30,CEST/+0200,FC Groningen,0-2,0-0,SC Heerenveen,2021-04-11T12:30:00Z
29,Sun Apr 11 2021,14:30,CEST/+0200,VVV Venlo,0-2,0-1,PSV,2021-04-11T12:30:00Z
29,Sun Apr 11 2021,16:45,CEST/+0200,RKC Waalwijk,0-1,0-1,AFC Ajax,2021-04-11T14:45:00Z
21,Thu Apr 22 2021,18:45,CEST/+0200,AFC Ajax,1-1,0-1,FC Utrecht,2021-04-22T16:45:00Z
30,Fri Apr 23 2021,18:45,CEST/+0200,Willem II Tilburg,1-0,0-0,RKC Waalwijk,2021-04-23T16:45:00Z
30,Sat Apr 24 2021,16:35,CEST/+0200,SC Heerenveen,0-2,0-1,PEC Zwolle,2021-04-24T14:35:00Z
30,Sat Apr 24 2021,18:45,CEST/+0200,PSV,1-0,0-0,FC Groningen,2021-04-24T16:45:00Z
30,Sat Apr 24 2021,18:45,CEST/+0200,Sparta Rotterdam,2-0,1-0,VVV Venlo,2021-04-24T16:45:00Z
30,Sun Apr 25 2021,12:15,CEST/+0200,FC Emmen,3-1,0-0,Heracles Almelo,2021-04-25T10:15:00Z
30,Sun Apr 25 2021,14:30,CEST/+0200,AFC Ajax,2-0,0-0,AZ,2021-04-25T12:30:00Z
30,Sun Apr 25 2021,14:30,CEST/+0200,ADO Den Haag,0-3,0-1,Fortuna Sittard,2021-04-25T12:30:00Z
30,Sun Apr 25 2021,16:45,CEST/+0200,Feyenoord Rotterdam,0-0,0-0,SBV Vitesse,2021-04-25T14:45:00Z
30,Sun Apr 25 2021,16:45,CEST/+0200,FC Twente '65,1-2,1-0,FC Utrecht,2021-04-25T14:45:00Z
31,Sat May 1 2021,16:30,CEST/+0200,Heracles Almelo,4-0,2-0,VVV Venlo,2021-05-01T14:30:00Z
31,Sat May 1 2021,18:45,CEST/+0200,Fortuna Sittard,3-0,1-0,FC Twente '65,2021-05-01T16:45:00Z
31,Sat May 1 2021,20:00,CEST/+0200,SBV Vitesse,2-1,1-0,PEC Zwolle,2021-05-01T18:00:00Z
31,Sat May 1 2021,20:00,CEST/+0200,RKC Waalwijk,1-3,1-1,AZ,2021-05-01T18:00:00Z
31,Sat May 1 2021,21:00,CEST/+0200,FC Utrecht,3-2,2-0,Willem II Tilburg,2021-05-01T19:00:00Z
31,Sun May 2 2021,12:15,CEST/+0200,ADO Den Haag,3-2,2-1,Feyenoord Rotterdam,2021-05-02T10:15:00Z
31,Sun May 2 2021,14:30,CEST/+0200,AFC Ajax,4-0,1-0,FC Emmen,2021-05-02T12:30:00Z
31,Sun May 2 2021,14:30,CEST/+0200,FC Groningen,1-2,0-1,Sparta Rotterdam,2021-05-02T12:30:00Z
31,Sun May 2 2021,16:45,CEST/+0200,PSV,2-2,0-1,SC Heerenveen,2021-05-02T14:45:00Z
32,Fri May 7 2021,20:00,CEST/+0200,Sparta Rotterdam,3-0,1-0,SBV Vitesse,2021-05-07T18:00:00Z
32,Sat May 8 2021,16:30,CEST/+0200,FC Twente '65,1-1,0-0,Heracles Almelo,2021-05-08T14:30:00Z
32,Sat May 8 2021,18:45,CEST/+0200,SC Heerenveen,0-0,0-0,FC Utrecht,2021-05-08T16:45:00Z
32,Sat May 8 2021,20:00,CEST/+0200,AZ,1-0,1-0,Fortuna Sittard,2021-05-08T18:00:00Z
32,Sat May 8 2021,21:00,CEST/+0200,VVV Venlo,3-3,2-2,RKC Waalwijk,2021-05-08T19:00:00Z
32,Sun May 9 2021,12:15,CEST/+0200,FC Emmen,0-4,0-1,FC Groningen,2021-05-09T10:15:00Z
32,Sun May 9 2021,14:30,CEST/+0200,Feyenoord Rotterdam,0-3,0-1,AFC Ajax,2021-05-09T12:30:00Z
32,Sun May 9 2021,14:30,CEST/+0200,PEC Zwolle,0-1,0-1,ADO Den Haag,2021-05-09T12:30:00Z
32,Sun May 9 2021,16:45,CEST/+0200,Willem II Tilburg,0-2,0-1,PSV,2021-05-09T14:45:00Z
33,Thu May 13 2021,14:30,CEST/+0200,PSV,4-2,3-0,PEC Zwolle,2021-05-13T12:30:00Z
33,Thu May 13 2021,14:30,CEST/+0200,AFC Ajax,3-1,1-0,VVV Venlo,2021-05-13T12:30:00Z
33,Thu May 13 2021,14:30,CEST/+0200,RKC Waalwijk,2-1,0-0,FC Twente '65,2021-05-13T12:30:00Z
33,Thu May 13 2021,14:30,CEST/+0200,Heracles Almelo,1-1,0-0,Feyenoord Rotterdam,2021-05-13T12:30:00Z
33,Thu May 13 2021,14:30,CEST/+0200,FC Groningen,0-0,0-0,AZ,2021-05-13T12:30:00Z
33,Thu May 13 2021,14:30,CEST/+0200,ADO Den Haag,1-4,0-3,Willem II Tilburg,2021-05-13T12:30:00Z
33,Thu May 13 2021,14:30,CEST/+0200,Sparta Rotterdam,0-0,0-0,FC Utrecht,2021-05-13T12:30:00Z
33,Thu May 13 2021,14:30,CEST/+0200,Fortuna Sittard,3-3,2-2,SBV Vitesse,2021-05-13T12:30:00Z
33,Thu May 13 2021,14:30,CEST/+0200,FC Emmen,3-1,1-0,SC Heerenveen,2021-05-13T12:30:00Z
34,Sun May 16 2021,14:30,CEST/+0200,Feyenoord Rotterdam,3-0,2-0,RKC Waalwijk,2021-05-16T12:30:00Z
34,Sun May 16 2021,14:30,CEST/+0200,AZ,5-0,1-0,Heracles Almelo,2021-05-16T12:30:00Z
34,Sun May 16 2021,14:30,CEST/+0200,SC Heerenveen,1-2,0-2,Sparta Rotterdam,2021-05-16T12:30:00Z
34,Sun May 16 2021,14:30,CEST/+0200,FC Twente '65,3-2,2-2,ADO Den Haag,2021-05-16T12:30:00Z
34,Sun May 16 2021,14:30,CEST/+0200,SBV Vitesse,1-3,1-2,AFC Ajax,2021-05-16T12:30:00Z
34,Sun May 16 2021,14:30,CEST/+0200,FC Utrecht,1-1,1-0,PSV,2021-05-16T12:30:00Z
34,Sun May 16 2021,14:30,CEST/+0200,VVV Venlo,0-4,0-1,FC Emmen,2021-05-16T12:30:00Z
34,Sun May 16 2021,14:30,CEST/+0200,PEC Zwolle,1-0,0-0,FC Groningen,2021-05-16T12:30:00Z
34,Sun May 16 2021,14:30,CEST/+0200,Willem II Tilburg,2-1,1-0,Fortuna Sittard,2021-05-16T12:30:00Z
