Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
36,Sun May 9 2021,15:00,CEST / UTC+0200,RC Strasbourg Alsace,2-3,0-1,Montpellier HSC,,FINISHED,2021-05-09T13:00:00Z
36,Sun May 9 2021,17:05,CEST / UTC+0200,Stade de Reims,0-1,0-1,AS Monaco FC,,FINISHED,2021-05-09T15:05:00Z
36,Sun May 9 2021,21:05,CEST / UTC+0200,Stade Rennais FC 1901,1-1,0-1,Paris Saint-Germain FC,,FINISHED,2021-05-09T19:05:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,OGC Nice,0-2,0-1,RC Strasbourg Alsace,,FINISHED,2021-05-16T19:00:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,FC Lorient,2-1,1-0,FC Metz,,FINISHED,2021-05-16T19:00:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,AS Monaco FC,2-1,2-0,Stade Rennais FC 1901,,FINISHED,2021-05-16T19:00:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,Dijon Football Côte d'Or,0-4,0-2,FC Nantes,,FINISHED,2021-05-16T19:00:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,Nîmes Olympique,2-5,1-3,Olympique Lyonnais,,FINISHED,2021-05-16T19:00:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,Montpellier HSC,0-0,0-0,Stade Brestois 29,,FINISHED,2021-05-16T19:00:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,Paris Saint-Germain FC,4-0,2-0,Stade de Reims,,FINISHED,2021-05-16T19:00:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,Lille OSC,0-0,0-0,AS Saint-Étienne,,FINISHED,2021-05-16T19:00:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,FC Girondins de Bordeaux,3-0,1-0,Racing Club de Lens,,FINISHED,2021-05-16T19:00:00Z
37,Sun May 16 2021,21:00,CEST / UTC+0200,Olympique de Marseille,3-2,1-0,Angers SCO,,FINISHED,2021-05-16T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,Olympique Lyonnais,2-3,2-1,OGC Nice,,FINISHED,2021-05-23T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,Stade Rennais FC 1901,2-0,1-0,Nîmes Olympique,,FINISHED,2021-05-23T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,AS Saint-Étienne,0-1,0-1,Dijon Football Côte d'Or,,FINISHED,2021-05-23T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,Stade Brestois 29,0-2,0-1,Paris Saint-Germain FC,,FINISHED,2021-05-23T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,Stade de Reims,1-2,1-1,FC Girondins de Bordeaux,,FINISHED,2021-05-23T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,Angers SCO,1-2,0-2,Lille OSC,,FINISHED,2021-05-23T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,FC Nantes,1-2,1-1,Montpellier HSC,,FINISHED,2021-05-23T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,Racing Club de Lens,0-0,0-0,AS Monaco FC,,FINISHED,2021-05-23T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,FC Metz,1-1,0-0,Olympique de Marseille,,FINISHED,2021-05-23T19:00:00Z
38,Sun May 23 2021,21:00,CEST / UTC+0200,RC Strasbourg Alsace,1-1,1-0,FC Lorient,,FINISHED,2021-05-23T19:00:00Z
