Matchday,Date,Team 1,FT,HT,Team 2,Comments
17,Sun Oct 18 2020,SC Internacional,2-0,2-0,CR Vasco da Gama,
17,Sun Oct 18 2020,Fortaleza EC,2-0,2-0,SE Palmeiras,
17,Sun Oct 18 2020,RB Bragantino,2-0,0-0,SC Recife,
17,Mon Oct 19 2020,Botafogo FR,0-0,0-0,Goiás EC,
17,Mon Oct 19 2020,EC Bahia,3-1,0-1,CA Mineiro,
18,Thu Oct 22 2020,CR Vasco da Gama,1-2,0-1,SC Corinthians Paulista,
18,Sat Oct 24 2020,RB Bragantino,2-0,1-0,Goiás EC,
18,Sat Oct 24 2020,Ceará SC,2-1,1-1,Coritiba FBC,
18,Sun Oct 25 2020,CA Mineiro,0-0,0-0,SC Recife,
18,Sun Oct 25 2020,AC Goianiense,0-3,0-1,SE Palmeiras,
18,Sun Oct 25 2020,Fluminense FC,3-1,1-1,Santos FC,
18,Sun Oct 25 2020,SC Internacional,2-2,2-1,CR Flamengo,
18,Sun Oct 25 2020,CA Paranaense,1-2,1-0,Grêmio FBPA,
19,Sat Oct 31 2020,Botafogo FR,2-2,2-1,Ceará SC,
19,Sat Oct 31 2020,Coritiba FBC,1-0,1-0,AC Goianiense,
19,Sat Oct 31 2020,SC Corinthians Paulista,1-0,1-0,SC Internacional,
19,Sun Nov 1 2020,Fortaleza EC,0-1,0-0,Fluminense FC,
19,Sun Nov 1 2020,CR Flamengo,1-4,1-2,São Paulo FC,
19,Sun Nov 1 2020,SC Recife,1-0,0-0,CA Paranaense,
19,Sun Nov 1 2020,Santos FC,3-1,3-1,EC Bahia,
19,Sun Nov 1 2020,Goiás EC,1-1,0-1,CR Vasco da Gama,
19,Mon Nov 2 2020,SE Palmeiras,3-0,1-0,CA Mineiro,
19,Mon Nov 2 2020,Grêmio FBPA,2-1,0-0,RB Bragantino,
20,Sat Nov 7 2020,CA Paranaense,2-1,0-1,Fortaleza EC,
20,Sat Nov 7 2020,São Paulo FC,2-1,1-1,Goiás EC,
20,Sun Nov 8 2020,AC Goianiense,1-1,1-0,SC Corinthians Paulista,
20,Sun Nov 8 2020,SC Internacional,2-2,1-0,Coritiba FBC,
20,Sun Nov 8 2020,CR Vasco da Gama,0-1,0-0,SE Palmeiras,
20,Sun Nov 8 2020,EC Bahia,1-0,0-0,Botafogo FR,
20,Sun Nov 8 2020,CA Mineiro,4-0,2-0,CR Flamengo,
20,Sun Nov 8 2020,RB Bragantino,1-1,0-0,Santos FC,
20,Sun Nov 8 2020,Fluminense FC,0-1,0-1,Grêmio FBPA,
20,Sun Nov 8 2020,Ceará SC,0-0,0-0,SC Recife,
18,Wed Nov 11 2020,EC Bahia,2-1,1-0,Fortaleza EC,
21,Sat Nov 14 2020,Santos FC,2-0,0-0,SC Internacional,
21,Sat Nov 14 2020,SC Recife,0-2,0-1,CR Vasco da Gama,
21,Sat Nov 14 2020,Goiás EC,0-1,0-1,CA Paranaense,
21,Sat Nov 14 2020,Grêmio FBPA,4-2,3-1,Ceará SC,
21,Sat Nov 14 2020,SC Corinthians Paulista,1-2,1-0,CA Mineiro,
21,Sat Nov 14 2020,Fortaleza EC,2-3,1-1,São Paulo FC,
21,Sun Nov 15 2020,CR Flamengo,1-1,1-0,AC Goianiense,
21,Sun Nov 15 2020,SE Palmeiras,2-0,0-0,Fluminense FC,
21,Mon Nov 16 2020,Coritiba FBC,1-2,1-1,EC Bahia,
21,Mon Nov 16 2020,Botafogo FR,1-2,1-1,RB Bragantino,
6,Wed Nov 18 2020,CA Mineiro,,,CA Paranaense,
16,Thu Nov 19 2020,CR Vasco da Gama,,,Fortaleza EC,
22,Fri Nov 20 2020,RB Bragantino,,,EC Bahia,
22,Sat Nov 21 2020,CR Flamengo,,,Coritiba FBC,
22,Sat Nov 21 2020,CA Paranaense,,,Santos FC,
22,Sun Nov 22 2020,Goiás EC,,,SE Palmeiras,
22,Sun Nov 22 2020,São Paulo FC,,,CR Vasco da Gama,
22,Sun Nov 22 2020,Ceará SC,,,CA Mineiro,
22,Sun Nov 22 2020,SC Internacional,,,Fluminense FC,
22,Sun Nov 22 2020,Botafogo FR,,,Fortaleza EC,
22,Sun Nov 22 2020,SC Corinthians Paulista,,,Grêmio FBPA,
22,Mon Nov 23 2020,SC Recife,,,AC Goianiense,
16,Wed Nov 25 2020,Ceará SC,,,São Paulo FC,
23,Thu Nov 26 2020,CA Mineiro,,,Botafogo FR,
23,Thu Nov 26 2020,Coritiba FBC,,,SC Corinthians Paulista,
23,Thu Nov 26 2020,Fortaleza EC,,,Goiás EC,
23,Sun Nov 29 2020,Grêmio FBPA,,,CR Flamengo,
23,Sat Nov 28 2020,Santos FC,,,SC Recife,
23,Sat Nov 28 2020,SE Palmeiras,,,CA Paranaense,
23,Sat Nov 28 2020,EC Bahia,,,São Paulo FC,
23,Sun Nov 29 2020,AC Goianiense,,,SC Internacional,
6,Sun Nov 29 2020,Grêmio FBPA,,,Goiás EC,
23,Mon Nov 30 2020,CR Vasco da Gama,,,Ceará SC,
23,Mon Nov 30 2020,Fluminense FC,,,RB Bragantino,
24,Thu Dec 3 2020,Fortaleza EC,,,SC Corinthians Paulista,
24,Sat Dec 5 2020,Botafogo FR,,,CR Flamengo,
24,Sat Dec 5 2020,EC Bahia,,,Ceará SC,
24,Sat Dec 5 2020,CA Mineiro,,,SC Internacional,
24,Sat Dec 5 2020,Fluminense FC,,,CA Paranaense,
24,Sun Dec 6 2020,Coritiba FBC,,,RB Bragantino,
24,Sun Dec 6 2020,Grêmio FBPA,,,CR Vasco da Gama,
24,Sun Dec 6 2020,Santos FC,,,SE Palmeiras,
24,Sun Dec 6 2020,São Paulo FC,,,SC Recife,
24,Mon Dec 7 2020,AC Goianiense,,,Goiás EC,
18,Wed Dec 9 2020,São Paulo FC,,,Botafogo FR,
25,Sat Dec 12 2020,CA Paranaense,,,CA Mineiro,
25,Sat Dec 12 2020,RB Bragantino,,,Fortaleza EC,
25,Sat Dec 12 2020,SC Internacional,,,Botafogo FR,
25,Sat Dec 12 2020,SE Palmeiras,,,EC Bahia,
25,Sun Dec 13 2020,Ceará SC,,,AC Goianiense,
25,Sun Dec 13 2020,CR Flamengo,,,Santos FC,
25,Sun Dec 13 2020,SC Corinthians Paulista,,,São Paulo FC,
25,Sun Dec 13 2020,SC Recife,,,Coritiba FBC,
25,Sun Dec 13 2020,Goiás EC,,,Grêmio FBPA,
25,Mon Dec 14 2020,CR Vasco da Gama,,,Fluminense FC,
26,Mon Dec 21 2020,São Paulo FC,,,CA Mineiro,
26,Mon Dec 21 2020,SC Internacional,,,SE Palmeiras,
26,Mon Dec 21 2020,AC Goianiense,,,Fluminense FC,
26,Mon Dec 21 2020,Coritiba FBC,,,Botafogo FR,
26,Mon Dec 21 2020,CR Flamengo,,,EC Bahia,
26,Mon Dec 21 2020,CR Vasco da Gama,,,Santos FC,
26,Mon Dec 21 2020,SC Corinthians Paulista,,,Goiás EC,
26,Mon Dec 21 2020,SC Recife,,,Grêmio FBPA,
26,Mon Dec 21 2020,Fortaleza EC,,,Ceará SC,
26,Mon Dec 21 2020,RB Bragantino,,,CA Paranaense,
27,Mon Dec 28 2020,Grêmio FBPA,,,AC Goianiense,
27,Mon Dec 28 2020,Santos FC,,,Ceará SC,
27,Mon Dec 28 2020,Botafogo FR,,,SC Corinthians Paulista,
27,Mon Dec 28 2020,EC Bahia,,,SC Internacional,
27,Mon Dec 28 2020,CA Mineiro,,,Coritiba FBC,
27,Mon Dec 28 2020,Fluminense FC,,,São Paulo FC,
27,Mon Dec 28 2020,SE Palmeiras,,,RB Bragantino,
27,Mon Dec 28 2020,CA Paranaense,,,CR Vasco da Gama,
27,Mon Dec 28 2020,Goiás EC,,,SC Recife,
27,Mon Dec 28 2020,Fortaleza EC,,,CR Flamengo,
28,Mon Jan 4 2021,Grêmio FBPA,,,EC Bahia,
28,Mon Jan 4 2021,Botafogo FR,,,CA Paranaense,
28,Mon Jan 4 2021,AC Goianiense,,,CR Vasco da Gama,
28,Mon Jan 4 2021,CA Mineiro,,,Santos FC,
28,Mon Jan 4 2021,Coritiba FBC,,,Goiás EC,
28,Mon Jan 4 2021,CR Flamengo,,,Fluminense FC,
28,Mon Jan 4 2021,SC Recife,,,Fortaleza EC,
28,Mon Jan 4 2021,SE Palmeiras,,,SC Corinthians Paulista,
28,Mon Jan 4 2021,Ceará SC,,,SC Internacional,
28,Mon Jan 4 2021,RB Bragantino,,,São Paulo FC,
29,Mon Jan 11 2021,São Paulo FC,,,Santos FC,
29,Mon Jan 11 2021,SC Internacional,,,Goiás EC,
29,Mon Jan 11 2021,AC Goianiense,,,EC Bahia,
29,Mon Jan 11 2021,Coritiba FBC,,,CA Paranaense,
29,Mon Jan 11 2021,CR Flamengo,,,Ceará SC,
29,Mon Jan 11 2021,CR Vasco da Gama,,,Botafogo FR,
29,Mon Jan 11 2021,SC Corinthians Paulista,,,Fluminense FC,
29,Mon Jan 11 2021,SC Recife,,,SE Palmeiras,
29,Mon Jan 11 2021,Fortaleza EC,,,Grêmio FBPA,
29,Mon Jan 11 2021,RB Bragantino,,,CA Mineiro,
30,Mon Jan 18 2021,SC Internacional,,,Fortaleza EC,
30,Mon Jan 18 2021,Santos FC,,,Botafogo FR,
30,Mon Jan 18 2021,EC Bahia,,,SC Corinthians Paulista,
30,Mon Jan 18 2021,CA Mineiro,,,AC Goianiense,
30,Mon Jan 18 2021,CR Vasco da Gama,,,Coritiba FBC,
30,Mon Jan 18 2021,Fluminense FC,,,SC Recife,
30,Mon Jan 18 2021,SE Palmeiras,,,Grêmio FBPA,
30,Mon Jan 18 2021,CA Paranaense,,,São Paulo FC,
30,Mon Jan 18 2021,Ceará SC,,,RB Bragantino,
30,Mon Jan 18 2021,Goiás EC,,,CR Flamengo,
31,Thu Jan 21 2021,São Paulo FC,,,SC Internacional,
31,Thu Jan 21 2021,Grêmio FBPA,,,CA Mineiro,
31,Thu Jan 21 2021,Botafogo FR,,,AC Goianiense,
31,Thu Jan 21 2021,EC Bahia,,,CA Paranaense,
31,Thu Jan 21 2021,Coritiba FBC,,,Fluminense FC,
31,Thu Jan 21 2021,CR Flamengo,,,SE Palmeiras,
31,Thu Jan 21 2021,SC Corinthians Paulista,,,SC Recife,
31,Thu Jan 21 2021,Goiás EC,,,Ceará SC,
31,Thu Jan 21 2021,Fortaleza EC,,,Santos FC,
31,Thu Jan 21 2021,RB Bragantino,,,CR Vasco da Gama,
32,Mon Jan 25 2021,São Paulo FC,,,Coritiba FBC,
32,Mon Jan 25 2021,SC Internacional,,,Grêmio FBPA,
32,Mon Jan 25 2021,Santos FC,,,Goiás EC,
32,Mon Jan 25 2021,AC Goianiense,,,Fortaleza EC,
32,Mon Jan 25 2021,CR Vasco da Gama,,,CA Mineiro,
32,Mon Jan 25 2021,Fluminense FC,,,Botafogo FR,
32,Mon Jan 25 2021,SC Corinthians Paulista,,,RB Bragantino,
32,Mon Jan 25 2021,SC Recife,,,EC Bahia,
32,Mon Jan 25 2021,CA Paranaense,,,CR Flamengo,
32,Mon Jan 25 2021,Ceará SC,,,SE Palmeiras,
33,Mon Feb 1 2021,SC Internacional,,,RB Bragantino,
33,Mon Feb 1 2021,Santos FC,,,SC Corinthians Paulista,
33,Mon Feb 1 2021,AC Goianiense,,,São Paulo FC,
33,Mon Feb 1 2021,CA Mineiro,,,Fortaleza EC,
33,Mon Feb 1 2021,Coritiba FBC,,,Grêmio FBPA,
33,Mon Feb 1 2021,CR Vasco da Gama,,,EC Bahia,
33,Mon Feb 1 2021,Fluminense FC,,,Goiás EC,
33,Mon Feb 1 2021,SC Recife,,,CR Flamengo,
33,Mon Feb 1 2021,SE Palmeiras,,,Botafogo FR,
33,Mon Feb 1 2021,Ceará SC,,,CA Paranaense,
34,Mon Feb 8 2021,São Paulo FC,,,SE Palmeiras,
34,Mon Feb 8 2021,Grêmio FBPA,,,Santos FC,
34,Mon Feb 8 2021,Botafogo FR,,,SC Recife,
34,Mon Feb 8 2021,EC Bahia,,,Fluminense FC,
34,Mon Feb 8 2021,CR Flamengo,,,CR Vasco da Gama,
34,Mon Feb 8 2021,SC Corinthians Paulista,,,Ceará SC,
34,Mon Feb 8 2021,CA Paranaense,,,SC Internacional,
34,Mon Feb 8 2021,Goiás EC,,,CA Mineiro,
34,Mon Feb 8 2021,Fortaleza EC,,,Coritiba FBC,
34,Mon Feb 8 2021,RB Bragantino,,,AC Goianiense,
35,Sun Feb 14 2021,São Paulo FC,,,Ceará SC,
35,Sun Feb 14 2021,SC Internacional,,,SC Recife,
35,Sun Feb 14 2021,Botafogo FR,,,Grêmio FBPA,
35,Sun Feb 14 2021,AC Goianiense,,,Santos FC,
35,Sun Feb 14 2021,EC Bahia,,,Goiás EC,
35,Sun Feb 14 2021,Coritiba FBC,,,SE Palmeiras,
35,Sun Feb 14 2021,Fluminense FC,,,CA Mineiro,
35,Sun Feb 14 2021,SC Corinthians Paulista,,,CA Paranaense,
35,Sun Feb 14 2021,Fortaleza EC,,,CR Vasco da Gama,
35,Sun Feb 14 2021,RB Bragantino,,,CR Flamengo,
36,Thu Feb 18 2021,Grêmio FBPA,,,São Paulo FC,
36,Thu Feb 18 2021,Santos FC,,,Coritiba FBC,
36,Thu Feb 18 2021,CA Mineiro,,,EC Bahia,
36,Thu Feb 18 2021,CR Flamengo,,,SC Corinthians Paulista,
36,Thu Feb 18 2021,CR Vasco da Gama,,,SC Internacional,
36,Thu Feb 18 2021,SC Recife,,,RB Bragantino,
36,Thu Feb 18 2021,SE Palmeiras,,,Fortaleza EC,
36,Thu Feb 18 2021,CA Paranaense,,,AC Goianiense,
36,Thu Feb 18 2021,Ceará SC,,,Fluminense FC,
36,Thu Feb 18 2021,Goiás EC,,,Botafogo FR,
37,Mon Feb 22 2021,CR Flamengo,,,SC Internacional,
37,Mon Feb 22 2021,SC Corinthians Paulista,,,CR Vasco da Gama,
37,Mon Feb 22 2021,SC Recife,,,CA Mineiro,
37,Mon Feb 22 2021,SE Palmeiras,,,AC Goianiense,
37,Mon Feb 22 2021,Goiás EC,,,RB Bragantino,
37,Mon Feb 22 2021,Fortaleza EC,,,EC Bahia,
37,Mon Feb 22 2021,Grêmio FBPA,,,CA Paranaense,
37,Mon Feb 22 2021,Santos FC,,,Fluminense FC,
37,Mon Feb 22 2021,Botafogo FR,,,São Paulo FC,
37,Mon Feb 22 2021,Coritiba FBC,,,Ceará SC,
38,Thu Feb 25 2021,São Paulo FC,,,CR Flamengo,
38,Thu Feb 25 2021,SC Internacional,,,SC Corinthians Paulista,
38,Thu Feb 25 2021,AC Goianiense,,,Coritiba FBC,
38,Thu Feb 25 2021,EC Bahia,,,Santos FC,
38,Thu Feb 25 2021,CA Mineiro,,,SE Palmeiras,
38,Thu Feb 25 2021,CR Vasco da Gama,,,Goiás EC,
38,Thu Feb 25 2021,Fluminense FC,,,Fortaleza EC,
38,Thu Feb 25 2021,CA Paranaense,,,SC Recife,
38,Thu Feb 25 2021,Ceará SC,,,Botafogo FR,
38,Thu Feb 25 2021,RB Bragantino,,,Grêmio FBPA,
