Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 18 Sep 2004 (W38),Ergotelis FC (1),0-1,0-0,Iraklis 1908 Thessaloniki FC (1)
?,(Sat) 18 Sep 2004 (W38),Xanthi FC (1),3-1,1-1,Aris Thessaloniki FC (1)
?,(Sun) 19 Sep 2004 (W38),Chalkidona FC (1),1-0,1-0,Panionios GSS (1)
?,(Sun) 19 Sep 2004 (W38),Egaleo FC (1),1-1,0-0,AEK Athens FC (1)
?,(Sun) 19 Sep 2004 (W38),Apollon Pontou FC (1),1-0,1-0,OFI Crete FC (1)
?,(Sun) 19 Sep 2004 (W38),Olympiacos Piraeus FC (1),2-1,1-1,Kallithea FC (1)
?,(Sun) 19 Sep 2004 (W38),Panathinaikos FC (1),3-0,2-0,Ionikos FC (1)
?,(Sun) 19 Sep 2004 (W38),PAOK FC (1),1-0,0-0,Kerkyra FC (1)
?,(Sat) 25 Sep 2004 (W39),Aris Thessaloniki FC (2),0-1,0-0,Olympiacos Piraeus FC (2)
?,(Sat) 25 Sep 2004 (W39),Iraklis 1908 Thessaloniki FC (2),1-0,0-0,Chalkidona FC (2)
?,(Sat) 25 Sep 2004 (W39),Panathinaikos FC (2),3-1,2-1,Xanthi FC (2)
?,(Sun) 26 Sep 2004 (W39),AEK Athens FC (2),2-0,1-0,Kerkyra FC (2)
?,(Sun) 26 Sep 2004 (W39),Ionikos FC (2),2-0,1-0,Apollon Pontou FC (2)
?,(Sun) 26 Sep 2004 (W39),Kallithea FC (2),3-0,2-0,Ergotelis FC (2)
?,(Sun) 26 Sep 2004 (W39),OFI Crete FC (2),0-1,0-0,Egaleo FC (2)
?,(Sun) 26 Sep 2004 (W39),Panionios GSS (2),2-0,0-0,PAOK FC (2)
?,(Sat) 2 Oct 2004 (W40),Chalkidona FC (3),4-2,2-1,Kallithea FC (3)
?,(Sat) 2 Oct 2004 (W40),Kerkyra FC (3),1-1,0-0,OFI Crete FC (3)
?,(Sun) 3 Oct 2004 (W40),AEK Athens FC (3),2-0,0-0,Panionios GSS (3)
?,(Sun) 3 Oct 2004 (W40),Egaleo FC (3),1-0,0-0,Ionikos FC (3)
?,(Sun) 3 Oct 2004 (W40),Ergotelis FC (3),1-1,1-1,Aris Thessaloniki FC (3)
?,(Sun) 3 Oct 2004 (W40),Apollon Pontou FC (3),0-1,0-1,Panathinaikos FC (3)
?,(Sun) 3 Oct 2004 (W40),PAOK FC (3),1-0,1-0,Iraklis 1908 Thessaloniki FC (3)
?,(Sun) 3 Oct 2004 (W40),Xanthi FC (3),2-1,0-1,Olympiacos Piraeus FC (3)
?,(Sat) 16 Oct 2004 (W42),OFI Crete FC (4),2-0,1-0,Panionios GSS (4)
?,(Sat) 16 Oct 2004 (W42),Olympiacos Piraeus FC (4),2-0,1-0,Ergotelis FC (4)
?,(Sat) 16 Oct 2004 (W42),Panathinaikos FC (4),0-0,0-0,Egaleo FC (4)
?,(Sun) 17 Oct 2004 (W42),Aris Thessaloniki FC (4),1-2,1-1,Chalkidona FC (4)
?,(Sun) 17 Oct 2004 (W42),Ionikos FC (4),0-0,0-0,Kerkyra FC (4)
?,(Sun) 17 Oct 2004 (W42),Iraklis 1908 Thessaloniki FC (4),1-2,1-0,AEK Athens FC (4)
?,(Sun) 17 Oct 2004 (W42),Apollon Pontou FC (4),1-1,1-0,Xanthi FC (4)
?,(Sun) 17 Oct 2004 (W42),Kallithea FC (4),1-1,0-0,PAOK FC (4)
?,(Sat) 23 Oct 2004 (W43),OFI Crete FC (5),2-1,1-1,Iraklis 1908 Thessaloniki FC (5)
?,(Sun) 24 Oct 2004 (W43),AEK Athens FC (5),4-1,1-0,Kallithea FC (5)
?,(Sun) 24 Oct 2004 (W43),Chalkidona FC (5),1-1,0-0,Olympiacos Piraeus FC (5)
?,(Sun) 24 Oct 2004 (W43),Egaleo FC (5),0-0,0-0,Apollon Pontou FC (5)
?,(Sun) 24 Oct 2004 (W43),Kerkyra FC (5),2-0,2-0,Panathinaikos FC (5)
?,(Sun) 24 Oct 2004 (W43),Panionios GSS (5),1-0,1-0,Ionikos FC (5)
?,(Sun) 24 Oct 2004 (W43),PAOK FC (5),2-2,1-0,Aris Thessaloniki FC (5)
?,(Sun) 24 Oct 2004 (W43),Xanthi FC (5),3-0,2-0,Ergotelis FC (5)
?,(Sat) 30 Oct 2004 (W44),Olympiacos Piraeus FC (6),5-1,4-0,PAOK FC (6)
?,(Sat) 30 Oct 2004 (W44),Panathinaikos FC (6),4-0,1-0,Panionios GSS (6)
?,(Sun) 31 Oct 2004 (W44),Aris Thessaloniki FC (6),1-1,1-0,AEK Athens FC (6)
?,(Sun) 31 Oct 2004 (W44),Egaleo FC (6),1-1,1-1,Xanthi FC (6)
?,(Sun) 31 Oct 2004 (W44),Ergotelis FC (6),1-1,0-0,Chalkidona FC (6)
?,(Sun) 31 Oct 2004 (W44),Ionikos FC (6),1-0,0-0,Iraklis 1908 Thessaloniki FC (6)
?,(Sun) 31 Oct 2004 (W44),Apollon Pontou FC (6),3-0,1-0,Kerkyra FC (6)
?,(Sun) 31 Oct 2004 (W44),Kallithea FC (6),3-1,2-0,OFI Crete FC (6)
?,(Sat) 6 Nov 2004 (W45),OFI Crete FC (7),1-1,0-1,Aris Thessaloniki FC (7)
?,(Sat) 6 Nov 2004 (W45),Xanthi FC (7),2-0,2-0,Chalkidona FC (7)
