Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
2,Sun Apr 17 2022,18:00,-0300,RB Bragantino,4-0,3-0,AC Goianiense,2022-04-17T21:00:00Z
2,Sun Apr 17 2022,19:00,-0300,Ceará SC,1-3,1-1,Botafogo FR,2022-04-17T22:00:00Z
4,Wed Apr 20 2022,19:30,-0300,CR Flamengo,0-0,0-0,SE Palmeiras,2022-04-20T22:30:00Z
3,Sat Apr 23 2022,16:30,-0300,CA Paranaense,1-0,1-0,CR Flamengo,2022-04-23T19:30:00Z
3,Sat Apr 23 2022,16:30,-0300,RB Bragantino,1-1,1-0,São Paulo FC,2022-04-23T19:30:00Z
3,Sat Apr 23 2022,19:00,-0300,SE Palmeiras,3-0,2-0,SC Corinthians Paulista,2022-04-23T22:00:00Z
3,Sat Apr 23 2022,19:00,-0300,Fluminense FC,0-1,0-0,SC Internacional,2022-04-23T22:00:00Z
3,Sat Apr 23 2022,21:00,-0300,CA Mineiro,2-2,2-0,Coritiba FBC,2022-04-24T00:00:00Z
3,Sun Apr 24 2022,16:00,-0300,Santos FC,3-0,1-0,América Mineiro,2022-04-24T19:00:00Z
3,Sun Apr 24 2022,18:00,-0300,EC Juventude,0-1,0-0,Cuiabá EC,2022-04-24T21:00:00Z
3,Sun Apr 24 2022,18:30,-0300,AC Goianiense,1-1,0-0,Botafogo FR,2022-04-24T21:30:00Z
3,Mon Apr 25 2022,20:00,-0300,Avaí FC,3-2,1-0,Goiás EC,2022-04-25T23:00:00Z
4,Sat Apr 30 2022,16:30,-0300,América Mineiro,1-0,0-0,CA Paranaense,2022-04-30T19:30:00Z
4,Sat Apr 30 2022,16:30,-0300,Ceará SC,0-1,0-1,RB Bragantino,2022-04-30T19:30:00Z
4,Sat Apr 30 2022,18:30,-0300,Goiás EC,2-2,0-1,CA Mineiro,2022-04-30T21:30:00Z
4,Sat Apr 30 2022,19:00,-0300,Cuiabá EC,1-1,0-1,AC Goianiense,2022-04-30T22:00:00Z
4,Sun May 1 2022,11:00,-0300,Botafogo FR,1-1,0-0,EC Juventude,2022-05-01T14:00:00Z
4,Sun May 1 2022,16:00,-0300,SC Corinthians Paulista,1-0,0-0,Fortaleza EC,2022-05-01T19:00:00Z
4,Sun May 1 2022,16:00,-0300,Coritiba FBC,3-2,0-2,Fluminense FC,2022-05-01T19:00:00Z
4,Sun May 1 2022,19:00,-0300,SC Internacional,0-0,0-0,Avaí FC,2022-05-01T22:00:00Z
4,Mon May 2 2022,20:00,-0300,São Paulo FC,2-1,1-1,Santos FC,2022-05-02T23:00:00Z
5,Sat May 7 2022,16:30,-0300,CA Mineiro,1-2,0-1,América Mineiro,2022-05-07T19:30:00Z
5,Sat May 7 2022,20:30,-0300,CA Paranaense,1-0,0-0,Ceará SC,2022-05-07T23:30:00Z
5,Sun May 8 2022,11:00,-0300,CR Flamengo,0-1,0-0,Botafogo FR,2022-05-08T14:00:00Z
5,Sun May 8 2022,16:00,-0300,AC Goianiense,0-1,0-1,Goiás EC,2022-05-08T19:00:00Z
5,Sun May 8 2022,16:00,-0300,SE Palmeiras,1-1,0-0,Fluminense FC,2022-05-08T19:00:00Z
5,Sun May 8 2022,18:00,-0300,Santos FC,4-1,2-1,Cuiabá EC,2022-05-08T21:00:00Z
5,Sun May 8 2022,18:00,-0300,RB Bragantino,0-1,0-0,SC Corinthians Paulista,2022-05-08T21:00:00Z
5,Sun May 8 2022,19:00,-0300,EC Juventude,1-1,0-0,SC Internacional,2022-05-08T22:00:00Z
5,Sun May 8 2022,19:00,-0300,Fortaleza EC,1-1,0-0,São Paulo FC,2022-05-08T22:00:00Z
5,Mon May 9 2022,20:00,-0300,Avaí FC,2-1,0-0,Coritiba FBC,2022-05-09T23:00:00Z
7,Wed May 11 2022,20:30,-0300,RB Bragantino,1-1,1-0,CA Mineiro,2022-05-11T23:30:00Z
6,Sat May 14 2022,16:30,-0300,Ceará SC,2-2,1-2,CR Flamengo,2022-05-14T19:30:00Z
6,Sat May 14 2022,16:30,-0300,SE Palmeiras,2-0,1-0,RB Bragantino,2022-05-14T19:30:00Z
6,Sat May 14 2022,19:00,-0300,SC Internacional,2-2,2-1,SC Corinthians Paulista,2022-05-14T22:00:00Z
6,Sat May 14 2022,19:00,-0300,CA Mineiro,2-0,1-0,AC Goianiense,2022-05-14T22:00:00Z
6,Sat May 14 2022,21:00,-0300,Fluminense FC,2-1,1-0,CA Paranaense,2022-05-15T00:00:00Z
6,Sun May 15 2022,16:00,-0300,São Paulo FC,2-1,0-1,Cuiabá EC,2022-05-15T19:00:00Z
6,Sun May 15 2022,17:30,-0300,Coritiba FBC,1-0,1-0,América Mineiro,2022-05-15T20:30:00Z
6,Sun May 15 2022,18:00,-0300,Avaí FC,1-2,1-1,EC Juventude,2022-05-15T21:00:00Z
6,Sun May 15 2022,18:00,-0300,Botafogo FR,3-1,1-1,Fortaleza EC,2022-05-15T21:00:00Z
6,Sun May 15 2022,19:00,-0300,Goiás EC,1-0,1-0,Santos FC,2022-05-15T22:00:00Z
7,Sat May 21 2022,16:30,-0300,AC Goianiense,2-0,1-0,Coritiba FBC,2022-05-21T19:30:00Z
7,Sat May 21 2022,16:30,-0300,CR Flamengo,1-0,1-0,Goiás EC,2022-05-21T19:30:00Z
7,Sat May 21 2022,18:30,-0300,Santos FC,0-0,0-0,Ceará SC,2022-05-21T21:30:00Z
7,Sat May 21 2022,19:00,-0300,EC Juventude,0-3,0-2,SE Palmeiras,2022-05-21T22:00:00Z
7,Sat May 21 2022,21:00,-0300,Cuiabá EC,1-1,0-0,SC Internacional,2022-05-22T00:00:00Z
7,Sat May 21 2022,21:00,-0300,América Mineiro,1-1,1-0,Botafogo FR,2022-05-22T00:00:00Z
7,Sun May 22 2022,16:00,-0300,Fortaleza EC,0-1,0-1,Fluminense FC,2022-05-22T19:00:00Z
7,Sun May 22 2022,16:00,-0300,SC Corinthians Paulista,1-1,0-1,São Paulo FC,2022-05-22T19:00:00Z
7,Sun May 22 2022,19:00,-0300,CA Paranaense,2-1,2-0,Avaí FC,2022-05-22T22:00:00Z
8,Sat May 28 2022,16:30,-0300,Goiás EC,1-1,0-1,RB Bragantino,2022-05-28T19:30:00Z
8,Sat May 28 2022,19:00,-0300,São Paulo FC,2-2,2-1,Ceará SC,2022-05-28T22:00:00Z
8,Sat May 28 2022,20:30,-0300,Fortaleza EC,1-1,0-0,EC Juventude,2022-05-28T23:30:00Z
8,Sun May 29 2022,16:00,-0300,Coritiba FBC,1-0,1-0,Botafogo FR,2022-05-29T19:00:00Z
8,Sun May 29 2022,16:00,-0300,Santos FC,0-1,0-0,SE Palmeiras,2022-05-29T19:00:00Z
8,Sun May 29 2022,18:00,-0300,Fluminense FC,1-2,1-1,CR Flamengo,2022-05-29T21:00:00Z
8,Sun May 29 2022,18:00,-0300,Cuiabá EC,0-1,0-0,CA Paranaense,2022-05-29T21:00:00Z
8,Sun May 29 2022,18:00,-0300,SC Corinthians Paulista,1-1,0-0,América Mineiro,2022-05-29T21:00:00Z
8,Sun May 29 2022,19:00,-0300,CA Mineiro,2-1,0-1,Avaí FC,2022-05-29T22:00:00Z
8,Mon May 30 2022,20:00,-0300,SC Internacional,1-1,1-0,AC Goianiense,2022-05-30T23:00:00Z
3,Wed Jun 1 2022,20:30,-0300,Fortaleza EC,0-1,0-1,Ceará SC,2022-06-01T23:30:00Z
9,Sat Jun 4 2022,16:30,-0300,América Mineiro,2-1,1-1,Cuiabá EC,2022-06-04T19:30:00Z
9,Sat Jun 4 2022,19:00,-0300,CA Paranaense,2-2,1-1,Santos FC,2022-06-04T22:00:00Z
9,Sat Jun 4 2022,19:00,-0300,Avaí FC,1-1,0-1,São Paulo FC,2022-06-04T22:00:00Z
9,Sat Jun 4 2022,19:00,-0300,Ceará SC,1-1,1-0,Coritiba FBC,2022-06-04T22:00:00Z
9,Sat Jun 4 2022,20:30,-0300,AC Goianiense,0-1,0-1,SC Corinthians Paulista,2022-06-04T23:30:00Z
9,Sun Jun 5 2022,11:00,-0300,EC Juventude,1-0,1-0,Fluminense FC,2022-06-05T14:00:00Z
9,Sun Jun 5 2022,16:00,-0300,SE Palmeiras,0-0,0-0,CA Mineiro,2022-06-05T19:00:00Z
9,Sun Jun 5 2022,16:00,-0300,CR Flamengo,1-2,1-1,Fortaleza EC,2022-06-05T19:00:00Z
9,Sun Jun 5 2022,19:00,-0300,RB Bragantino,0-2,0-0,SC Internacional,2022-06-05T22:00:00Z
9,Mon Jun 6 2022,20:00,-0300,Botafogo FR,1-2,1-0,Goiás EC,2022-06-06T23:00:00Z
10,Tue Jun 7 2022,21:30,-0300,Cuiabá EC,1-0,1-0,SC Corinthians Paulista,2022-06-08T00:30:00Z
10,Wed Jun 8 2022,19:00,-0300,EC Juventude,1-3,1-1,CA Paranaense,2022-06-08T22:00:00Z
10,Wed Jun 8 2022,19:00,-0300,América Mineiro,0-2,0-1,Ceará SC,2022-06-08T22:00:00Z
10,Wed Jun 8 2022,20:30,-0300,RB Bragantino,1-0,1-0,CR Flamengo,2022-06-08T23:30:00Z
10,Wed Jun 8 2022,20:30,-0300,AC Goianiense,2-1,1-1,Avaí FC,2022-06-08T23:30:00Z
10,Wed Jun 8 2022,21:30,-0300,Fluminense FC,5-3,3-2,CA Mineiro,2022-06-09T00:30:00Z
10,Wed Jun 8 2022,21:30,-0300,Santos FC,1-1,0-0,SC Internacional,2022-06-09T00:30:00Z
10,Thu Jun 9 2022,19:00,-0300,SE Palmeiras,4-0,3-0,Botafogo FR,2022-06-09T22:00:00Z
10,Thu Jun 9 2022,20:00,-0300,Fortaleza EC,1-1,1-0,Goiás EC,2022-06-09T23:00:00Z
10,Thu Jun 9 2022,20:00,-0300,Coritiba FBC,1-1,0-1,São Paulo FC,2022-06-09T23:00:00Z
11,Sat Jun 11 2022,16:30,-0300,SC Corinthians Paulista,2-0,1-0,EC Juventude,2022-06-11T19:30:00Z
11,Sat Jun 11 2022,19:00,-0300,Cuiabá EC,1-1,1-1,RB Bragantino,2022-06-11T22:00:00Z
11,Sat Jun 11 2022,19:00,-0300,CA Mineiro,1-1,1-0,Santos FC,2022-06-11T22:00:00Z
11,Sat Jun 11 2022,19:00,-0300,Fluminense FC,0-2,0-2,AC Goianiense,2022-06-11T22:00:00Z
11,Sat Jun 11 2022,21:00,-0300,SC Internacional,3-1,2-0,CR Flamengo,2022-06-12T00:00:00Z
11,Sun Jun 12 2022,16:00,-0300,Goiás EC,1-1,0-1,Ceará SC,2022-06-12T19:00:00Z
11,Sun Jun 12 2022,16:00,-0300,São Paulo FC,1-0,1-0,América Mineiro,2022-06-12T19:00:00Z
11,Sun Jun 12 2022,18:00,-0300,Coritiba FBC,0-2,0-1,SE Palmeiras,2022-06-12T21:00:00Z
11,Sun Jun 12 2022,19:00,-0300,Fortaleza EC,0-0,0-0,CA Paranaense,2022-06-12T22:00:00Z
11,Mon Jun 13 2022,19:00,-0300,Botafogo FR,0-1,0-1,Avaí FC,2022-06-13T22:00:00Z
12,Tue Jun 14 2022,21:30,-0300,EC Juventude,1-2,1-0,Santos FC,2022-06-15T00:30:00Z
12,Wed Jun 15 2022,19:00,-0300,Ceará SC,0-0,0-0,CA Mineiro,2022-06-15T22:00:00Z
12,Wed Jun 15 2022,19:00,-0300,RB Bragantino,4-2,3-0,Coritiba FBC,2022-06-15T22:00:00Z
12,Wed Jun 15 2022,20:30,-0300,CR Flamengo,2-0,1-0,Cuiabá EC,2022-06-15T23:30:00Z
12,Wed Jun 15 2022,20:30,-0300,Goiás EC,1-2,1-1,SC Internacional,2022-06-15T23:30:00Z
12,Wed Jun 15 2022,21:30,-0300,América Mineiro,0-0,0-0,Fluminense FC,2022-06-16T00:30:00Z
12,Wed Jun 15 2022,21:30,-0300,CA Paranaense,1-1,0-1,SC Corinthians Paulista,2022-06-16T00:30:00Z
12,Thu Jun 16 2022,16:00,-0300,Botafogo FR,1-0,0-0,São Paulo FC,2022-06-16T19:00:00Z
12,Thu Jun 16 2022,18:00,-0300,SE Palmeiras,4-2,4-1,AC Goianiense,2022-06-16T21:00:00Z
12,Thu Jun 16 2022,19:00,-0300,Avaí FC,3-2,2-1,Fortaleza EC,2022-06-16T22:00:00Z
13,Sat Jun 18 2022,19:00,-0300,Cuiabá EC,0-0,0-0,Ceará SC,2022-06-18T22:00:00Z
13,Sat Jun 18 2022,21:00,-0300,Santos FC,2-2,2-1,RB Bragantino,2022-06-19T00:00:00Z
13,Sun Jun 19 2022,16:00,-0300,Coritiba FBC,0-1,0-0,CA Paranaense,2022-06-19T19:00:00Z
13,Sun Jun 19 2022,16:00,-0300,SC Corinthians Paulista,1-0,1-0,Goiás EC,2022-06-19T19:00:00Z
13,Sun Jun 19 2022,16:00,-0300,CA Mineiro,2-0,1-0,CR Flamengo,2022-06-19T19:00:00Z
13,Sun Jun 19 2022,18:00,-0300,AC Goianiense,3-1,0-1,EC Juventude,2022-06-19T21:00:00Z
13,Sun Jun 19 2022,18:00,-0300,Fortaleza EC,1-0,1-0,América Mineiro,2022-06-19T21:00:00Z
13,Sun Jun 19 2022,18:00,-0300,SC Internacional,2-3,2-1,Botafogo FR,2022-06-19T21:00:00Z
13,Sun Jun 19 2022,19:00,-0300,Fluminense FC,2-0,1-0,Avaí FC,2022-06-19T22:00:00Z
13,Mon Jun 20 2022,20:00,-0300,São Paulo FC,1-2,1-0,SE Palmeiras,2022-06-20T23:00:00Z
14,Fri Jun 24 2022,21:30,-0300,SC Internacional,3-0,2-0,Coritiba FBC,2022-06-25T00:30:00Z
14,Sat Jun 25 2022,16:30,-0300,CA Paranaense,4-2,3-0,RB Bragantino,2022-06-25T19:30:00Z
14,Sat Jun 25 2022,19:00,-0300,SC Corinthians Paulista,0-0,0-0,Santos FC,2022-06-25T22:00:00Z
14,Sat Jun 25 2022,19:00,-0300,CR Flamengo,3-0,1-0,América Mineiro,2022-06-25T22:00:00Z
14,Sat Jun 25 2022,21:00,-0300,CA Mineiro,3-2,0-2,Fortaleza EC,2022-06-26T00:00:00Z
14,Sun Jun 26 2022,16:00,-0300,Avaí FC,2-2,1-0,SE Palmeiras,2022-06-26T19:00:00Z
14,Sun Jun 26 2022,16:00,-0300,Botafogo FR,0-1,0-0,Fluminense FC,2022-06-26T19:00:00Z
14,Sun Jun 26 2022,18:00,-0300,Goiás EC,1-0,0-0,Cuiabá EC,2022-06-26T21:00:00Z
14,Sun Jun 26 2022,18:00,-0300,Ceará SC,1-1,0-1,AC Goianiense,2022-06-26T21:00:00Z
14,Sun Jun 26 2022,18:00,-0300,São Paulo FC,0-0,0-0,EC Juventude,2022-06-26T21:00:00Z
15,Sat Jul 2 2022,16:30,-0300,Fluminense FC,4-0,2-0,SC Corinthians Paulista,2022-07-02T19:30:00Z
15,Sat Jul 2 2022,16:30,-0300,EC Juventude,1-2,0-1,CA Mineiro,2022-07-02T19:30:00Z
15,Sat Jul 2 2022,19:00,-0300,Santos FC,1-2,0-1,CR Flamengo,2022-07-02T22:00:00Z
15,Sat Jul 2 2022,19:00,-0300,Ceará SC,1-1,1-1,SC Internacional,2022-07-02T22:00:00Z
15,Sat Jul 2 2022,21:00,-0300,SE Palmeiras,0-2,0-1,CA Paranaense,2022-07-03T00:00:00Z
15,Sun Jul 3 2022,11:00,-0300,Avaí FC,1-2,1-0,Cuiabá EC,2022-07-03T14:00:00Z
15,Sun Jul 3 2022,16:00,-0300,AC Goianiense,1-2,1-1,São Paulo FC,2022-07-03T19:00:00Z
15,Sun Jul 3 2022,18:00,-0300,América Mineiro,1-0,0-0,Goiás EC,2022-07-03T21:00:00Z
15,Sun Jul 3 2022,18:00,-0300,Coritiba FBC,2-1,1-0,Fortaleza EC,2022-07-03T21:00:00Z
15,Mon Jul 4 2022,20:00,-0300,RB Bragantino,0-1,0-0,Botafogo FR,2022-07-04T23:00:00Z
16,Sat Jul 9 2022,16:30,-0300,RB Bragantino,4-0,0-0,Avaí FC,2022-07-09T19:30:00Z
16,Sat Jul 9 2022,19:00,-0300,Fluminense FC,2-1,1-0,Ceará SC,2022-07-09T22:00:00Z
16,Sat Jul 9 2022,20:30,-0300,Goiás EC,2-1,2-0,CA Paranaense,2022-07-09T23:30:00Z
16,Sun Jul 10 2022,11:00,-0300,Coritiba FBC,2-2,0-2,EC Juventude,2022-07-10T14:00:00Z
16,Sun Jul 10 2022,16:00,-0300,SC Corinthians Paulista,1-0,0-0,CR Flamengo,2022-07-10T19:00:00Z
16,Sun Jul 10 2022,18:00,-0300,Fortaleza EC,0-0,0-0,SE Palmeiras,2022-07-10T21:00:00Z
16,Sun Jul 10 2022,18:00,-0300,Santos FC,1-0,0-0,AC Goianiense,2022-07-10T21:00:00Z
16,Sun Jul 10 2022,18:00,-0300,CA Mineiro,0-0,0-0,São Paulo FC,2022-07-10T21:00:00Z
16,Sun Jul 10 2022,19:00,-0300,Cuiabá EC,2-0,1-0,Botafogo FR,2022-07-10T22:00:00Z
16,Mon Jul 11 2022,20:00,-0300,SC Internacional,1-0,0-0,América Mineiro,2022-07-11T23:00:00Z
17,Sat Jul 16 2022,16:30,-0300,CA Paranaense,0-0,0-0,SC Internacional,2022-07-16T19:30:00Z
17,Sat Jul 16 2022,19:00,-0300,Avaí FC,1-0,1-0,Santos FC,2022-07-16T22:00:00Z
17,Sat Jul 16 2022,19:00,-0300,CR Flamengo,2-0,2-0,Coritiba FBC,2022-07-16T22:00:00Z
17,Sat Jul 16 2022,21:00,-0300,Ceará SC,3-1,2-1,SC Corinthians Paulista,2022-07-17T00:00:00Z
17,Sun Jul 17 2022,11:00,-0300,EC Juventude,0-0,0-0,Goiás EC,2022-07-17T14:00:00Z
17,Sun Jul 17 2022,16:00,-0300,São Paulo FC,2-2,2-1,Fluminense FC,2022-07-17T19:00:00Z
17,Sun Jul 17 2022,18:00,-0300,AC Goianiense,0-1,0-0,Fortaleza EC,2022-07-17T21:00:00Z
17,Sun Jul 17 2022,18:00,-0300,Botafogo FR,0-1,0-0,CA Mineiro,2022-07-17T21:00:00Z
17,Sun Jul 17 2022,19:00,-0300,América Mineiro,0-3,0-3,RB Bragantino,2022-07-17T22:00:00Z
17,Mon Jul 18 2022,20:00,-0300,SE Palmeiras,1-0,0-0,Cuiabá EC,2022-07-18T23:00:00Z
18,Tue Jul 19 2022,21:30,-0300,Ceará SC,1-0,1-0,Avaí FC,2022-07-20T00:30:00Z
18,Wed Jul 20 2022,19:00,-0300,Goiás EC,2-3,1-1,Fluminense FC,2022-07-20T22:00:00Z
18,Wed Jul 20 2022,19:00,-0300,RB Bragantino,2-1,1-0,Fortaleza EC,2022-07-20T22:00:00Z
18,Wed Jul 20 2022,19:30,-0300,CA Paranaense,4-1,2-0,AC Goianiense,2022-07-20T22:30:00Z
18,Wed Jul 20 2022,20:30,-0300,CR Flamengo,4-0,3-0,EC Juventude,2022-07-20T23:30:00Z
18,Wed Jul 20 2022,20:30,-0300,SC Internacional,3-3,3-2,São Paulo FC,2022-07-20T23:30:00Z
18,Wed Jul 20 2022,21:30,-0300,SC Corinthians Paulista,3-1,1-0,Coritiba FBC,2022-07-21T00:30:00Z
18,Wed Jul 20 2022,21:30,-0300,Santos FC,2-0,1-0,Botafogo FR,2022-07-21T00:30:00Z
18,Thu Jul 21 2022,19:00,-0300,Cuiabá EC,1-1,0-0,CA Mineiro,2022-07-21T22:00:00Z
18,Thu Jul 21 2022,20:00,-0300,América Mineiro,0-1,0-0,SE Palmeiras,2022-07-21T23:00:00Z
19,Sat Jul 23 2022,19:00,-0300,São Paulo FC,3-3,2-2,Goiás EC,2022-07-23T22:00:00Z
19,Sat Jul 23 2022,21:00,-0300,Botafogo FR,2-0,1-0,CA Paranaense,2022-07-24T00:00:00Z
19,Sun Jul 24 2022,11:00,-0300,Avaí FC,1-2,0-0,CR Flamengo,2022-07-24T14:00:00Z
19,Sun Jul 24 2022,16:00,-0300,Fluminense FC,2-1,0-0,RB Bragantino,2022-07-24T19:00:00Z
19,Sun Jul 24 2022,16:00,-0300,SE Palmeiras,2-1,1-0,SC Internacional,2022-07-24T19:00:00Z
19,Sun Jul 24 2022,16:00,-0300,EC Juventude,1-0,0-0,Ceará SC,2022-07-24T19:00:00Z
19,Sun Jul 24 2022,18:00,-0300,CA Mineiro,1-2,1-0,SC Corinthians Paulista,2022-07-24T21:00:00Z
19,Sun Jul 24 2022,18:00,-0300,AC Goianiense,0-1,0-1,América Mineiro,2022-07-24T21:00:00Z
19,Sun Jul 24 2022,19:00,-0300,Fortaleza EC,0-0,0-0,Santos FC,2022-07-24T22:00:00Z
19,Mon Jul 25 2022,20:00,-0300,Coritiba FBC,1-0,1-0,Cuiabá EC,2022-07-25T23:00:00Z
20,Sat Jul 30 2022,16:30,-0300,Ceará SC,1-2,0-2,SE Palmeiras,2022-07-30T19:30:00Z
20,Sat Jul 30 2022,16:30,-0300,Goiás EC,1-0,0-0,Coritiba FBC,2022-07-30T19:30:00Z
20,Sat Jul 30 2022,19:00,-0300,SC Corinthians Paulista,1-0,1-0,Botafogo FR,2022-07-30T22:00:00Z
20,Sat Jul 30 2022,20:30,-0300,CR Flamengo,4-1,4-0,AC Goianiense,2022-07-30T23:30:00Z
20,Sun Jul 31 2022,16:00,-0300,SC Internacional,3-0,3-0,CA Mineiro,2022-07-31T19:00:00Z
20,Sun Jul 31 2022,16:00,-0300,CA Paranaense,1-0,0-0,São Paulo FC,2022-07-31T19:00:00Z
20,Sun Jul 31 2022,18:00,-0300,América Mineiro,3-1,1-1,Avaí FC,2022-07-31T21:00:00Z
20,Sun Jul 31 2022,18:00,-0300,Cuiabá EC,0-1,0-1,Fortaleza EC,2022-07-31T21:00:00Z
20,Sun Jul 31 2022,19:00,-0300,RB Bragantino,1-0,1-0,EC Juventude,2022-07-31T22:00:00Z
20,Mon Aug 1 2022,20:00,-0300,Santos FC,2-2,1-0,Fluminense FC,2022-08-01T23:00:00Z
21,Sat Aug 6 2022,16:30,-0300,Botafogo FR,1-1,1-0,Ceará SC,2022-08-06T19:30:00Z
21,Sat Aug 6 2022,16:30,-0300,EC Juventude,0-1,0-1,América Mineiro,2022-08-06T19:30:00Z
21,Sat Aug 6 2022,19:00,-0300,AC Goianiense,2-1,0-0,RB Bragantino,2022-08-06T22:00:00Z
21,Sat Aug 6 2022,19:00,-0300,Avaí FC,1-1,1-0,SC Corinthians Paulista,2022-08-06T22:00:00Z
21,Sat Aug 6 2022,20:30,-0300,São Paulo FC,0-2,0-1,CR Flamengo,2022-08-06T23:30:00Z
21,Sun Aug 7 2022,16:00,-0300,SE Palmeiras,3-0,2-0,Goiás EC,2022-08-07T19:00:00Z
21,Sun Aug 7 2022,16:00,-0300,Fluminense FC,1-0,1-0,Cuiabá EC,2022-08-07T19:00:00Z
21,Sun Aug 7 2022,18:00,-0300,Fortaleza EC,3-0,1-0,SC Internacional,2022-08-07T21:00:00Z
21,Sun Aug 7 2022,19:00,-0300,CA Mineiro,2-3,1-0,CA Paranaense,2022-08-07T22:00:00Z
21,Mon Aug 8 2022,20:00,-0300,Coritiba FBC,1-2,0-0,Santos FC,2022-08-08T23:00:00Z
22,Sat Aug 13 2022,16:30,-0300,Goiás EC,1-1,0-1,Avaí FC,2022-08-13T19:30:00Z
22,Sat Aug 13 2022,19:00,-0300,SC Corinthians Paulista,0-1,0-0,SE Palmeiras,2022-08-13T22:00:00Z
22,Sat Aug 13 2022,20:30,-0300,Cuiabá EC,1-0,1-0,EC Juventude,2022-08-13T23:30:00Z
22,Sat Aug 13 2022,21:00,-0300,Botafogo FR,0-0,0-0,AC Goianiense,2022-08-14T00:00:00Z
22,Sun Aug 14 2022,11:00,-0300,Coritiba FBC,0-1,0-0,CA Mineiro,2022-08-14T14:00:00Z
22,Sun Aug 14 2022,16:00,-0300,Ceará SC,0-1,0-1,Fortaleza EC,2022-08-14T19:00:00Z
22,Sun Aug 14 2022,16:00,-0300,CR Flamengo,5-0,0-0,CA Paranaense,2022-08-14T19:00:00Z
22,Sun Aug 14 2022,16:00,-0300,São Paulo FC,3-0,1-0,RB Bragantino,2022-08-14T19:00:00Z
22,Sun Aug 14 2022,18:00,-0300,América Mineiro,1-0,1-0,Santos FC,2022-08-14T21:00:00Z
22,Sun Aug 14 2022,19:00,-0300,SC Internacional,3-0,1-0,Fluminense FC,2022-08-14T22:00:00Z
23,Sat Aug 20 2022,16:30,-0300,CA Mineiro,0-1,0-0,Goiás EC,2022-08-20T19:30:00Z
23,Sat Aug 20 2022,19:00,-0300,Fluminense FC,5-2,2-0,Coritiba FBC,2022-08-20T22:00:00Z
23,Sun Aug 21 2022,11:00,-0300,EC Juventude,2-2,1-0,Botafogo FR,2022-08-21T14:00:00Z
23,Sun Aug 21 2022,16:00,-0300,SE Palmeiras,1-1,0-1,CR Flamengo,2022-08-21T19:00:00Z
23,Sun Aug 21 2022,18:00,-0300,CA Paranaense,1-1,1-0,América Mineiro,2022-08-21T21:00:00Z
23,Sun Aug 21 2022,18:00,-0300,AC Goianiense,1-1,1-0,Cuiabá EC,2022-08-21T21:00:00Z
23,Sun Aug 21 2022,18:00,-0300,Fortaleza EC,1-0,0-0,SC Corinthians Paulista,2022-08-21T21:00:00Z
23,Sun Aug 21 2022,18:00,-0300,RB Bragantino,1-1,0-0,Ceará SC,2022-08-21T21:00:00Z
23,Sun Aug 21 2022,19:00,-0300,Santos FC,1-0,1-0,São Paulo FC,2022-08-21T22:00:00Z
