Date,Team 1,Team 2,FT,HT
2008-08-30,OFI,PAOK,0-2,0-2
2008-08-30,Olympiakos,Asteras Tripolis,3-1,0-1
2008-08-30,Panthrakikos,Ergotelis,1-2,1-0
2008-08-31,AEK,Panathinaikos,2-1,2-0
2008-08-31,Aris,Levadeiakos,2-0,0-0
2008-08-31,Iraklis,Panserraikos,1-2,0-2
2008-08-31,Larisa,Thrasyvoulos,3-0,3-0
2008-08-31,Panionios,Xanthi,0-1,0-1
2008-09-13,Iraklis,OFI,1-1,1-0
2008-09-13,Panathinaikos,Panthrakikos,3-0,2-0
2008-09-13,Panserraikos,Panionios,0-1,0-1
2008-09-13,Xanthi,Olympiakos,0-1,0-0
2008-09-14,Asteras Tripolis,Larisa,0-0,0-0
2008-09-14,Ergotelis,Aris,3-0,3-0
2008-09-14,Levadeiakos,Thrasyvoulos,1-0,0-0
2008-09-14,PAOK,AEK,1-1,1-1
2008-09-20,Aris,Panathinaikos,1-2,1-2
2008-09-20,Larisa,Xanthi,0-1,0-1
2008-09-20,Panthrakikos,PAOK,0-1,0-0
2008-09-21,AEK,Iraklis,1-0,1-0
2008-09-21,Ergotelis,Levadeiakos,1-1,1-1
2008-09-21,Olympiakos,Panserraikos,4-1,2-0
2008-09-21,Panionios,OFI,1-1,0-0
2008-09-21,Thrasyvoulos,Asteras Tripolis,0-2,0-0
2008-09-27,OFI,Olympiakos,0-0,0-0
2008-09-27,Panserraikos,Larisa,1-3,0-1
2008-09-28,Iraklis,Panthrakikos,0-0,0-0
2008-09-28,Levadeiakos,Asteras Tripolis,1-0,0-0
2008-09-28,Panionios,AEK,2-2,1-0
2008-09-28,PAOK,Aris,1-0,0-0
2008-09-28,Xanthi,Thrasyvoulos,1-0,0-0
2008-10-04,Aris,Iraklis,1-0,0-0
2008-10-04,Ergotelis,PAOK,0-0,0-0
2008-10-04,Larisa,OFI,4-3,1-2
2008-10-05,Asteras Tripolis,Xanthi,0-0,0-0
2008-10-05,Olympiakos,AEK,2-0,0-0
2008-10-05,Panathinaikos,Levadeiakos,2-0,2-0
2008-10-05,Panthrakikos,Panionios,1-0,0-0
2008-10-05,Thrasyvoulos,Panserraikos,0-1,0-0
2008-10-18,Iraklis,Ergotelis,0-0,0-0
