Stage,Group,Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Group,A,6,Tue Dec 7 2021,18:45,CET/+0100,Paris Saint-Germain FC,4-1,3-0,Club Brugge KV,,,2021-12-07T17:45:00Z
Group,B,6,Tue Dec 7 2021,21:00,CET/+0100,AC Milan,1-2,1-1,Liverpool FC,,,2021-12-07T20:00:00Z
Group,B,6,Tue Dec 7 2021,21:00,CET/+0100,FC Porto,1-3,0-0,Club Atlético de Madrid,,,2021-12-07T20:00:00Z
Group,C,6,Tue Dec 7 2021,21:00,CET/+0100,AFC Ajax,4-2,2-1,Sporting Clube de Portugal,,,2021-12-07T20:00:00Z
Group,C,6,Tue Dec 7 2021,21:00,CET/+0100,Borussia Dortmund,5-0,2-0,Beşiktaş JK,,,2021-12-07T20:00:00Z
Group,D,6,Tue Dec 7 2021,21:00,CET/+0100,FK Shakhtar Donetsk,1-1,1-0,FC Sheriff Tiraspol,,,2021-12-07T20:00:00Z
Group,D,6,Tue Dec 7 2021,21:00,CET/+0100,Real Madrid CF,2-0,1-0,FC Internazionale Milano,,,2021-12-07T20:00:00Z
Group,H,6,Wed Dec 8 2021,18:45,CET/+0100,FK Zenit Sankt-Petersburg,3-3,2-1,Chelsea FC,,,2021-12-08T17:45:00Z
Group,H,6,Wed Dec 8 2021,18:45,CET/+0100,Juventus FC,1-0,1-0,Malmö FF,,,2021-12-08T17:45:00Z
Group,E,6,Wed Dec 8 2021,21:00,CET/+0100,FC Bayern München,3-0,2-0,FC Barcelona,,,2021-12-08T20:00:00Z
Group,E,6,Wed Dec 8 2021,21:00,CET/+0100,Sport Lisboa e Benfica,2-0,2-0,FK Dynamo Kyiv,,,2021-12-08T20:00:00Z
Group,F,6,Wed Dec 8 2021,21:00,CET/+0100,Manchester United FC,1-1,1-1,BSC Young Boys,,,2021-12-08T20:00:00Z
Group,G,6,Wed Dec 8 2021,21:00,CET/+0100,VfL Wolfsburg,1-3,0-1,Lille OSC,,,2021-12-08T20:00:00Z
Group,G,6,Wed Dec 8 2021,21:00,CET/+0100,FC Red Bull Salzburg,1-0,0-0,Sevilla FC,,,2021-12-08T20:00:00Z
Group,F,6,Thu Dec 9 2021,19:00,CET/+0100,Atalanta BC,2-3,0-2,Villarreal CF,,,2021-12-09T18:00:00Z
Finals,,Round of 16,Tue Feb 15 2022,21:00,CET/+0100,Paris Saint-Germain FC,1-0,0-0,Real Madrid CF,,,2022-02-15T20:00:00Z
Finals,,Round of 16,Tue Feb 15 2022,21:00,CET/+0100,Sporting Clube de Portugal,0-5,0-4,Manchester City FC,,,2022-02-15T20:00:00Z
Finals,,Round of 16,Wed Feb 16 2022,21:00,CET/+0100,FC Internazionale Milano,0-2,0-0,Liverpool FC,,,2022-02-16T20:00:00Z
Finals,,Round of 16,Wed Feb 16 2022,21:00,CET/+0100,FC Red Bull Salzburg,1-1,1-0,FC Bayern München,,,2022-02-16T20:00:00Z
Finals,,Round of 16,Tue Feb 22 2022,21:00,CET/+0100,Villarreal CF,1-1,0-1,Juventus FC,,,2022-02-22T20:00:00Z
Finals,,Round of 16,Tue Feb 22 2022,21:00,CET/+0100,Chelsea FC,2-0,1-0,Lille OSC,,,2022-02-22T20:00:00Z
Finals,,Round of 16,Wed Feb 23 2022,21:00,CET/+0100,Club Atlético de Madrid,1-1,1-0,Manchester United FC,,,2022-02-23T20:00:00Z
Finals,,Round of 16,Wed Feb 23 2022,21:00,CET/+0100,Sport Lisboa e Benfica,2-2,1-2,AFC Ajax,,,2022-02-23T20:00:00Z
Finals,,Round of 16,Tue Mar 8 2022,21:00,CET/+0100,Liverpool FC,0-1,0-0,FC Internazionale Milano,,,2022-03-08T20:00:00Z
Finals,,Round of 16,Tue Mar 8 2022,21:00,CET/+0100,FC Bayern München,7-1,4-0,FC Red Bull Salzburg,,,2022-03-08T20:00:00Z
Finals,,Round of 16,Wed Mar 9 2022,21:00,CET/+0100,Real Madrid CF,3-1,0-1,Paris Saint-Germain FC,,,2022-03-09T20:00:00Z
Finals,,Round of 16,Wed Mar 9 2022,21:00,CET/+0100,Manchester City FC,0-0,0-0,Sporting Clube de Portugal,,,2022-03-09T20:00:00Z
Finals,,Round of 16,Tue Mar 15 2022,21:00,CET/+0100,Manchester United FC,0-1,0-1,Club Atlético de Madrid,,,2022-03-15T20:00:00Z
Finals,,Round of 16,Tue Mar 15 2022,21:00,CET/+0100,AFC Ajax,0-1,0-0,Sport Lisboa e Benfica,,,2022-03-15T20:00:00Z
Finals,,Round of 16,Wed Mar 16 2022,21:00,CET/+0100,Juventus FC,0-3,0-0,Villarreal CF,,,2022-03-16T20:00:00Z
Finals,,Round of 16,Wed Mar 16 2022,21:00,CET/+0100,Lille OSC,1-2,1-1,Chelsea FC,,,2022-03-16T20:00:00Z
Finals,,Quarterfinals,Tue Apr 5 2022,21:00,CEST/+0200,Sport Lisboa e Benfica,1-3,0-2,Liverpool FC,,,2022-04-05T19:00:00Z
Finals,,Quarterfinals,Tue Apr 5 2022,21:00,CEST/+0200,Manchester City FC,1-0,0-0,Club Atlético de Madrid,,,2022-04-05T19:00:00Z
Finals,,Quarterfinals,Wed Apr 6 2022,21:00,CEST/+0200,Villarreal CF,1-0,1-0,FC Bayern München,,,2022-04-06T19:00:00Z
Finals,,Quarterfinals,Wed Apr 6 2022,21:00,CEST/+0200,Chelsea FC,1-3,1-2,Real Madrid CF,,,2022-04-06T19:00:00Z
Finals,,Quarterfinals,Tue Apr 12 2022,21:00,CEST/+0200,FC Bayern München,1-1,0-0,Villarreal CF,,,2022-04-12T19:00:00Z
Finals,,Quarterfinals,Tue Apr 12 2022,21:00,CEST/+0200,Real Madrid CF,1-3,0-1,Chelsea FC,2-3,,2022-04-12T19:00:00Z
Finals,,Quarterfinals,Wed Apr 13 2022,21:00,CEST/+0200,Liverpool FC,3-3,1-1,Sport Lisboa e Benfica,,,2022-04-13T19:00:00Z
Finals,,Quarterfinals,Wed Apr 13 2022,21:00,CEST/+0200,Club Atlético de Madrid,0-0,0-0,Manchester City FC,,,2022-04-13T19:00:00Z
Finals,,Semifinals,Tue Apr 26 2022,21:00,CEST/+0200,Manchester City FC,4-3,2-1,Real Madrid CF,,,2022-04-26T19:00:00Z
Finals,,Semifinals,Wed Apr 27 2022,21:00,CEST/+0200,Liverpool FC,2-0,0-0,Villarreal CF,,,2022-04-27T19:00:00Z
Finals,,Semifinals,Tue May 3 2022,21:00,CEST/+0200,Villarreal CF,2-3,2-0,Liverpool FC,,,2022-05-03T19:00:00Z
Finals,,Semifinals,Wed May 4 2022,21:00,CEST/+0200,Real Madrid CF,2-1,0-0,Manchester City FC,3-1,,2022-05-04T19:00:00Z
Finals,,Final,Sat May 28 2022,21:36,CEST/+0200,Liverpool FC,0-1,0-0,Real Madrid CF,,,2022-05-28T19:36:00Z
