Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
18,Sun Dec 12 2021,17:05,CET / UTC+0100,RC Strasbourg Alsace,0-2,0-0,Olympique de Marseille,,FINISHED,2021-12-12T16:05:00Z
18,Sun Dec 12 2021,20:45,CET / UTC+0100,Paris Saint-Germain FC,2-0,2-0,AS Monaco FC,,FINISHED,2021-12-12T19:45:00Z
19,Wed Dec 22 2021,21:00,CET / UTC+0100,ES Troyes AC,1-1,0-1,Stade Brestois 29,,FINISHED,2021-12-22T20:00:00Z
19,Wed Dec 22 2021,21:00,CET / UTC+0100,AS Saint-Étienne,0-1,0-0,FC Nantes,,FINISHED,2021-12-22T20:00:00Z
19,Wed Dec 22 2021,21:00,CET / UTC+0100,OGC Nice,2-1,0-1,Racing Club de Lens,,FINISHED,2021-12-22T20:00:00Z
19,Wed Dec 22 2021,21:00,CET / UTC+0100,Montpellier HSC,4-1,2-1,Angers SCO,,FINISHED,2021-12-22T20:00:00Z
19,Wed Dec 22 2021,21:00,CET / UTC+0100,AS Monaco FC,2-1,1-1,Stade Rennais FC 1901,,FINISHED,2021-12-22T20:00:00Z
19,Wed Dec 22 2021,21:00,CET / UTC+0100,Olympique de Marseille,1-1,0-0,Stade de Reims,,FINISHED,2021-12-22T20:00:00Z
19,Wed Dec 22 2021,21:00,CET / UTC+0100,Olympique Lyonnais,1-1,0-0,FC Metz,,FINISHED,2021-12-22T20:00:00Z
19,Wed Dec 22 2021,21:00,CET / UTC+0100,FC Lorient,1-1,1-0,Paris Saint-Germain FC,,FINISHED,2021-12-22T20:00:00Z
19,Wed Dec 22 2021,21:00,CET / UTC+0100,FC Girondins de Bordeaux,2-3,2-1,Lille OSC,,FINISHED,2021-12-22T20:00:00Z
20,Fri Jan 7 2022,21:00,CET / UTC+0100,FC Girondins de Bordeaux,0-1,0-1,Olympique de Marseille,,FINISHED,2022-01-07T20:00:00Z
20,Sat Jan 8 2022,21:00,CET / UTC+0100,Racing Club de Lens,1-0,0-0,Stade Rennais FC 1901,,FINISHED,2022-01-08T20:00:00Z
20,Sun Jan 9 2022,13:00,CET / UTC+0100,Stade Brestois 29,0-3,0-1,OGC Nice,,FINISHED,2022-01-09T12:00:00Z
20,Sun Jan 9 2022,15:00,CET / UTC+0100,FC Metz,0-2,0-0,RC Strasbourg Alsace,,FINISHED,2022-01-09T14:00:00Z
20,Sun Jan 9 2022,15:00,CET / UTC+0100,Clermont Foot 63,0-0,0-0,Stade de Reims,,FINISHED,2022-01-09T14:00:00Z
20,Sun Jan 9 2022,17:05,CET / UTC+0100,FC Nantes,0-0,0-0,AS Monaco FC,,FINISHED,2022-01-09T16:05:00Z
20,Sun Jan 9 2022,20:45,CET / UTC+0100,Olympique Lyonnais,1-1,1-0,Paris Saint-Germain FC,,FINISHED,2022-01-09T19:45:00Z
21,Fri Jan 14 2022,21:00,CET / UTC+0100,OGC Nice,2-1,1-1,FC Nantes,,FINISHED,2022-01-14T20:00:00Z
21,Sat Jan 15 2022,17:00,CET / UTC+0100,AS Saint-Étienne,1-2,1-0,Racing Club de Lens,,FINISHED,2022-01-15T16:00:00Z
21,Sat Jan 15 2022,21:00,CET / UTC+0100,Paris Saint-Germain FC,2-0,1-0,Stade Brestois 29,,FINISHED,2022-01-15T20:00:00Z
21,Sun Jan 16 2022,13:00,CET / UTC+0100,Stade Rennais FC 1901,6-0,2-0,FC Girondins de Bordeaux,,FINISHED,2022-01-16T12:00:00Z
21,Sun Jan 16 2022,15:00,CET / UTC+0100,RC Strasbourg Alsace,3-1,0-1,Montpellier HSC,,FINISHED,2022-01-16T14:00:00Z
21,Sun Jan 16 2022,15:00,CET / UTC+0100,Stade de Reims,0-1,0-0,FC Metz,,FINISHED,2022-01-16T14:00:00Z
21,Sun Jan 16 2022,15:00,CET / UTC+0100,AS Monaco FC,4-0,1-0,Clermont Foot 63,,FINISHED,2022-01-16T14:00:00Z
21,Sun Jan 16 2022,15:00,CET / UTC+0100,FC Lorient,0-0,0-0,Angers SCO,,FINISHED,2022-01-16T14:00:00Z
21,Sun Jan 16 2022,17:05,CET / UTC+0100,ES Troyes AC,0-1,0-1,Olympique Lyonnais,,FINISHED,2022-01-16T16:05:00Z
21,Sun Jan 16 2022,20:45,CET / UTC+0100,Olympique de Marseille,1-1,0-1,Lille OSC,,FINISHED,2022-01-16T19:45:00Z
20,Wed Jan 19 2022,19:00,CET / UTC+0100,Montpellier HSC,0-1,0-0,ES Troyes AC,,FINISHED,2022-01-19T18:00:00Z
20,Wed Jan 19 2022,19:00,CET / UTC+0100,Lille OSC,3-1,3-0,FC Lorient,,FINISHED,2022-01-19T18:00:00Z
19,Wed Jan 19 2022,19:00,CET / UTC+0100,Clermont Foot 63,0-2,0-1,RC Strasbourg Alsace,,FINISHED,2022-01-19T18:00:00Z
22,Fri Jan 21 2022,21:00,CET / UTC+0100,Olympique Lyonnais,1-0,1-0,AS Saint-Étienne,,FINISHED,2022-01-21T20:00:00Z
22,Sat Jan 22 2022,17:00,CET / UTC+0100,Stade Brestois 29,2-0,1-0,Lille OSC,,FINISHED,2022-01-22T16:00:00Z
22,Sat Jan 22 2022,21:00,CET / UTC+0100,Racing Club de Lens,0-2,0-1,Olympique de Marseille,,FINISHED,2022-01-22T20:00:00Z
22,Sun Jan 23 2022,13:00,CET / UTC+0100,FC Metz,0-2,0-0,OGC Nice,,FINISHED,2022-01-23T12:00:00Z
22,Sun Jan 23 2022,15:00,CET / UTC+0100,FC Nantes,4-2,1-0,FC Lorient,,FINISHED,2022-01-23T14:00:00Z
22,Sun Jan 23 2022,15:00,CET / UTC+0100,Clermont Foot 63,2-1,0-1,Stade Rennais FC 1901,,FINISHED,2022-01-23T14:00:00Z
22,Sun Jan 23 2022,15:00,CET / UTC+0100,FC Girondins de Bordeaux,4-3,3-1,RC Strasbourg Alsace,,FINISHED,2022-01-23T14:00:00Z
22,Sun Jan 23 2022,15:00,CET / UTC+0100,Angers SCO,2-1,2-1,ES Troyes AC,,FINISHED,2022-01-23T14:00:00Z
22,Sun Jan 23 2022,17:05,CET / UTC+0100,Montpellier HSC,3-2,2-1,AS Monaco FC,,FINISHED,2022-01-23T16:05:00Z
22,Sun Jan 23 2022,20:45,CET / UTC+0100,Paris Saint-Germain FC,4-0,1-0,Stade de Reims,,FINISHED,2022-01-23T19:45:00Z
20,Wed Jan 26 2022,19:00,CET / UTC+0100,Angers SCO,0-1,0-1,AS Saint-Étienne,,FINISHED,2022-01-26T18:00:00Z
14,Tue Feb 1 2022,21:00,CET / UTC+0100,Olympique Lyonnais,2-1,0-1,Olympique de Marseille,,FINISHED,2022-02-01T20:00:00Z
23,Fri Feb 4 2022,21:00,CET / UTC+0100,Olympique de Marseille,5-2,2-2,Angers SCO,,FINISHED,2022-02-04T20:00:00Z
23,Sat Feb 5 2022,17:00,CET / UTC+0100,AS Saint-Étienne,3-1,0-1,Montpellier HSC,,FINISHED,2022-02-05T16:00:00Z
23,Sat Feb 5 2022,21:00,CET / UTC+0100,AS Monaco FC,2-0,2-0,Olympique Lyonnais,,FINISHED,2022-02-05T20:00:00Z
23,Sun Feb 6 2022,13:00,CET / UTC+0100,FC Lorient,2-0,1-0,Racing Club de Lens,,FINISHED,2022-02-06T12:00:00Z
23,Sun Feb 6 2022,15:00,CET / UTC+0100,ES Troyes AC,0-0,0-0,FC Metz,,FINISHED,2022-02-06T14:00:00Z
23,Sun Feb 6 2022,15:00,CET / UTC+0100,RC Strasbourg Alsace,1-0,0-0,FC Nantes,,FINISHED,2022-02-06T14:00:00Z
23,Sun Feb 6 2022,15:00,CET / UTC+0100,Stade de Reims,5-0,1-0,FC Girondins de Bordeaux,,FINISHED,2022-02-06T14:00:00Z
23,Sun Feb 6 2022,15:00,CET / UTC+0100,OGC Nice,0-1,0-0,Clermont Foot 63,,FINISHED,2022-02-06T14:00:00Z
23,Sun Feb 6 2022,17:00,CET / UTC+0100,Stade Rennais FC 1901,2-0,1-0,Stade Brestois 29,,FINISHED,2022-02-06T16:00:00Z
23,Sun Feb 6 2022,20:45,CET / UTC+0100,Lille OSC,1-5,1-3,Paris Saint-Germain FC,,FINISHED,2022-02-06T19:45:00Z
24,Fri Feb 11 2022,21:00,CET / UTC+0100,Paris Saint-Germain FC,1-0,0-0,Stade Rennais FC 1901,,FINISHED,2022-02-11T20:00:00Z
24,Sat Feb 12 2022,17:00,CET / UTC+0100,Montpellier HSC,0-1,0-0,Lille OSC,,FINISHED,2022-02-12T16:00:00Z
24,Sat Feb 12 2022,21:00,CET / UTC+0100,Olympique Lyonnais,2-0,1-0,OGC Nice,,FINISHED,2022-02-12T20:00:00Z
24,Sun Feb 13 2022,13:00,CET / UTC+0100,AS Monaco FC,0-0,0-0,FC Lorient,,FINISHED,2022-02-13T12:00:00Z
24,Sun Feb 13 2022,15:00,CET / UTC+0100,FC Nantes,1-0,1-0,Stade de Reims,,FINISHED,2022-02-13T14:00:00Z
24,Sun Feb 13 2022,15:00,CET / UTC+0100,Clermont Foot 63,1-2,1-0,AS Saint-Étienne,,FINISHED,2022-02-13T14:00:00Z
24,Sun Feb 13 2022,15:00,CET / UTC+0100,Stade Brestois 29,5-1,2-1,ES Troyes AC,,FINISHED,2022-02-13T14:00:00Z
24,Sun Feb 13 2022,15:00,CET / UTC+0100,Angers SCO,0-1,0-1,RC Strasbourg Alsace,,FINISHED,2022-02-13T14:00:00Z
24,Sun Feb 13 2022,17:05,CET / UTC+0100,Racing Club de Lens,3-2,3-1,FC Girondins de Bordeaux,,FINISHED,2022-02-13T16:05:00Z
24,Sun Feb 13 2022,20:45,CET / UTC+0100,FC Metz,1-2,0-1,Olympique de Marseille,,FINISHED,2022-02-13T19:45:00Z
25,Fri Feb 18 2022,21:00,CET / UTC+0100,Lille OSC,0-0,0-0,FC Metz,,FINISHED,2022-02-18T20:00:00Z
25,Sat Feb 19 2022,17:00,CET / UTC+0100,Racing Club de Lens,1-1,1-1,Olympique Lyonnais,,FINISHED,2022-02-19T16:00:00Z
25,Sat Feb 19 2022,21:00,CET / UTC+0100,FC Nantes,3-1,3-0,Paris Saint-Germain FC,,FINISHED,2022-02-19T20:00:00Z
25,Sun Feb 20 2022,13:00,CET / UTC+0100,OGC Nice,1-0,1-0,Angers SCO,,FINISHED,2022-02-20T12:00:00Z
25,Sun Feb 20 2022,15:00,CET / UTC+0100,AS Saint-Étienne,2-2,2-2,RC Strasbourg Alsace,,FINISHED,2022-02-20T14:00:00Z
25,Sun Feb 20 2022,15:00,CET / UTC+0100,Stade Rennais FC 1901,4-1,2-1,ES Troyes AC,,FINISHED,2022-02-20T14:00:00Z
25,Sun Feb 20 2022,15:00,CET / UTC+0100,Stade de Reims,1-1,1-1,Stade Brestois 29,,FINISHED,2022-02-20T14:00:00Z
25,Sun Feb 20 2022,15:00,CET / UTC+0100,FC Lorient,0-1,0-0,Montpellier HSC,,FINISHED,2022-02-20T14:00:00Z
25,Sun Feb 20 2022,17:05,CET / UTC+0100,FC Girondins de Bordeaux,1-1,1-0,AS Monaco FC,,FINISHED,2022-02-20T16:05:00Z
25,Sun Feb 20 2022,20:45,CET / UTC+0100,Olympique de Marseille,0-2,0-1,Clermont Foot 63,,FINISHED,2022-02-20T19:45:00Z
26,Fri Feb 25 2022,21:00,CET / UTC+0100,Montpellier HSC,2-4,2-2,Stade Rennais FC 1901,,FINISHED,2022-02-25T20:00:00Z
26,Sat Feb 26 2022,17:00,CET / UTC+0100,RC Strasbourg Alsace,0-0,0-0,OGC Nice,,FINISHED,2022-02-26T16:00:00Z
26,Sat Feb 26 2022,21:00,CET / UTC+0100,Paris Saint-Germain FC,3-1,1-1,AS Saint-Étienne,,FINISHED,2022-02-26T20:00:00Z
26,Sun Feb 27 2022,13:05,CET / UTC+0100,AS Monaco FC,1-2,0-0,Stade de Reims,,FINISHED,2022-02-27T12:05:00Z
26,Sun Feb 27 2022,15:00,CET / UTC+0100,FC Metz,0-0,0-0,FC Nantes,,FINISHED,2022-02-27T14:00:00Z
26,Sun Feb 27 2022,15:00,CET / UTC+0100,Clermont Foot 63,1-1,1-1,FC Girondins de Bordeaux,,FINISHED,2022-02-27T14:00:00Z
26,Sun Feb 27 2022,15:00,CET / UTC+0100,Stade Brestois 29,0-1,0-0,FC Lorient,,FINISHED,2022-02-27T14:00:00Z
26,Sun Feb 27 2022,15:00,CET / UTC+0100,Angers SCO,1-2,0-0,Racing Club de Lens,,FINISHED,2022-02-27T14:00:00Z
26,Sun Feb 27 2022,17:05,CET / UTC+0100,ES Troyes AC,1-1,0-1,Olympique de Marseille,,FINISHED,2022-02-27T16:05:00Z
26,Sun Feb 27 2022,20:45,CET / UTC+0100,Olympique Lyonnais,0-1,0-1,Lille OSC,,FINISHED,2022-02-27T19:45:00Z
27,Fri Mar 4 2022,21:00,CET / UTC+0100,FC Lorient,1-4,0-2,Olympique Lyonnais,,FINISHED,2022-03-04T20:00:00Z
27,Sat Mar 5 2022,17:00,CET / UTC+0100,Racing Club de Lens,0-1,0-0,Stade Brestois 29,,FINISHED,2022-03-05T16:00:00Z
27,Sat Mar 5 2022,21:00,CET / UTC+0100,OGC Nice,1-0,0-0,Paris Saint-Germain FC,,FINISHED,2022-03-05T20:00:00Z
27,Sun Mar 6 2022,13:00,CET / UTC+0100,AS Saint-Étienne,1-0,0-0,FC Metz,,FINISHED,2022-03-06T12:00:00Z
27,Sun Mar 6 2022,15:00,CET / UTC+0100,Stade Rennais FC 1901,2-0,1-0,Angers SCO,,FINISHED,2022-03-06T14:00:00Z
27,Sun Mar 6 2022,15:00,CET / UTC+0100,Stade de Reims,1-1,0-0,RC Strasbourg Alsace,,FINISHED,2022-03-06T14:00:00Z
27,Sun Mar 6 2022,15:00,CET / UTC+0100,FC Nantes,2-0,0-0,Montpellier HSC,,FINISHED,2022-03-06T14:00:00Z
27,Sun Mar 6 2022,15:00,CET / UTC+0100,FC Girondins de Bordeaux,0-2,0-1,ES Troyes AC,,FINISHED,2022-03-06T14:00:00Z
27,Sun Mar 6 2022,17:05,CET / UTC+0100,Lille OSC,4-0,1-0,Clermont Foot 63,,FINISHED,2022-03-06T16:05:00Z
27,Sun Mar 6 2022,20:45,CET / UTC+0100,Olympique de Marseille,0-1,0-0,AS Monaco FC,,FINISHED,2022-03-06T19:45:00Z
28,Fri Mar 11 2022,21:00,CET / UTC+0100,Lille OSC,0-0,0-0,AS Saint-Étienne,,FINISHED,2022-03-11T20:00:00Z
28,Sat Mar 12 2022,17:00,CET / UTC+0100,Montpellier HSC,0-0,0-0,OGC Nice,,FINISHED,2022-03-12T16:00:00Z
28,Sat Mar 12 2022,21:00,CET / UTC+0100,ES Troyes AC,1-0,1-0,FC Nantes,,FINISHED,2022-03-12T20:00:00Z
28,Sun Mar 13 2022,13:00,CET / UTC+0100,Paris Saint-Germain FC,3-0,1-0,FC Girondins de Bordeaux,,FINISHED,2022-03-13T12:00:00Z
28,Sun Mar 13 2022,15:00,CET / UTC+0100,RC Strasbourg Alsace,1-0,1-0,AS Monaco FC,,FINISHED,2022-03-13T14:00:00Z
28,Sun Mar 13 2022,15:00,CET / UTC+0100,FC Metz,0-0,0-0,Racing Club de Lens,,FINISHED,2022-03-13T14:00:00Z
28,Sun Mar 13 2022,15:00,CET / UTC+0100,Clermont Foot 63,0-2,0-0,FC Lorient,,FINISHED,2022-03-13T14:00:00Z
28,Sun Mar 13 2022,15:00,CET / UTC+0100,Angers SCO,0-1,0-1,Stade de Reims,,FINISHED,2022-03-13T14:00:00Z
28,Sun Mar 13 2022,17:05,CET / UTC+0100,Olympique Lyonnais,2-4,0-3,Stade Rennais FC 1901,,FINISHED,2022-03-13T16:05:00Z
28,Sun Mar 13 2022,20:45,CET / UTC+0100,Stade Brestois 29,1-4,0-1,Olympique de Marseille,,FINISHED,2022-03-13T19:45:00Z
29,Fri Mar 18 2022,21:00,CET / UTC+0100,AS Saint-Étienne,1-1,0-1,ES Troyes AC,,FINISHED,2022-03-18T20:00:00Z
29,Sat Mar 19 2022,17:00,CET / UTC+0100,Racing Club de Lens,3-1,2-1,Clermont Foot 63,,FINISHED,2022-03-19T16:00:00Z
29,Sat Mar 19 2022,21:00,CET / UTC+0100,FC Nantes,0-1,0-1,Lille OSC,,FINISHED,2022-03-19T20:00:00Z
29,Sun Mar 20 2022,13:00,CET / UTC+0100,AS Monaco FC,3-0,1-0,Paris Saint-Germain FC,,FINISHED,2022-03-20T12:00:00Z
29,Sun Mar 20 2022,15:00,CET / UTC+0100,Stade Rennais FC 1901,6-1,3-0,FC Metz,,FINISHED,2022-03-20T14:00:00Z
29,Sun Mar 20 2022,15:00,CET / UTC+0100,FC Lorient,0-0,0-0,RC Strasbourg Alsace,,FINISHED,2022-03-20T14:00:00Z
29,Sun Mar 20 2022,15:00,CET / UTC+0100,FC Girondins de Bordeaux,0-2,0-2,Montpellier HSC,,FINISHED,2022-03-20T14:00:00Z
29,Sun Mar 20 2022,15:00,CET / UTC+0100,Angers SCO,1-0,1-0,Stade Brestois 29,,FINISHED,2022-03-20T14:00:00Z
29,Sun Mar 20 2022,17:05,CET / UTC+0100,Stade de Reims,0-0,0-0,Olympique Lyonnais,,FINISHED,2022-03-20T16:05:00Z
29,Sun Mar 20 2022,20:45,CET / UTC+0100,Olympique de Marseille,2-1,1-0,OGC Nice,,FINISHED,2022-03-20T19:45:00Z
30,Sat Apr 2 2022,17:00,CEST / UTC+0200,OGC Nice,1-1,0-0,Stade Rennais FC 1901,,FINISHED,2022-04-02T15:00:00Z
30,Sat Apr 2 2022,19:00,CEST / UTC+0200,Lille OSC,0-0,0-0,FC Girondins de Bordeaux,,FINISHED,2022-04-02T17:00:00Z
30,Sun Apr 3 2022,13:00,CEST / UTC+0200,RC Strasbourg Alsace,1-0,0-0,Racing Club de Lens,,FINISHED,2022-04-03T11:00:00Z
30,Sun Apr 3 2022,15:00,CEST / UTC+0200,ES Troyes AC,1-0,0-0,Stade de Reims,,FINISHED,2022-04-03T13:00:00Z
30,Sun Apr 3 2022,15:00,CEST / UTC+0200,AS Saint-Étienne,2-4,1-1,Olympique de Marseille,,FINISHED,2022-04-03T13:00:00Z
30,Sun Apr 3 2022,15:00,CEST / UTC+0200,Montpellier HSC,1-2,0-0,Stade Brestois 29,,FINISHED,2022-04-03T13:00:00Z
30,Sun Apr 3 2022,15:00,CEST / UTC+0200,FC Metz,1-2,0-0,AS Monaco FC,,FINISHED,2022-04-03T13:00:00Z
30,Sun Apr 3 2022,15:00,CEST / UTC+0200,Clermont Foot 63,2-3,0-1,FC Nantes,,FINISHED,2022-04-03T13:00:00Z
30,Sun Apr 3 2022,17:05,CEST / UTC+0200,Olympique Lyonnais,3-2,1-0,Angers SCO,,FINISHED,2022-04-03T15:05:00Z
30,Sun Apr 3 2022,20:45,CEST / UTC+0200,Paris Saint-Germain FC,5-1,2-0,FC Lorient,,FINISHED,2022-04-03T18:45:00Z
31,Fri Apr 8 2022,21:00,CEST / UTC+0200,FC Lorient,6-2,2-2,AS Saint-Étienne,,FINISHED,2022-04-08T19:00:00Z
31,Sat Apr 9 2022,17:00,CEST / UTC+0200,Stade de Reims,2-3,0-2,Stade Rennais FC 1901,,FINISHED,2022-04-09T15:00:00Z
31,Sat Apr 9 2022,21:00,CEST / UTC+0200,Clermont Foot 63,1-6,1-2,Paris Saint-Germain FC,,FINISHED,2022-04-09T19:00:00Z
31,Sun Apr 10 2022,13:00,CEST / UTC+0200,FC Girondins de Bordeaux,3-1,0-1,FC Metz,,FINISHED,2022-04-10T11:00:00Z
31,Sun Apr 10 2022,15:00,CEST / UTC+0200,AS Monaco FC,2-1,1-1,ES Troyes AC,,FINISHED,2022-04-10T13:00:00Z
31,Sun Apr 10 2022,15:00,CEST / UTC+0200,Stade Brestois 29,1-1,0-1,FC Nantes,,FINISHED,2022-04-10T13:00:00Z
31,Sun Apr 10 2022,15:00,CEST / UTC+0200,Angers SCO,1-1,0-0,Lille OSC,,FINISHED,2022-04-10T13:00:00Z
31,Sun Apr 10 2022,17:05,CEST / UTC+0200,Racing Club de Lens,3-0,0-0,OGC Nice,,FINISHED,2022-04-10T15:05:00Z
31,Sun Apr 10 2022,19:00,CEST / UTC+0200,RC Strasbourg Alsace,1-1,1-0,Olympique Lyonnais,,FINISHED,2022-04-10T17:00:00Z
31,Sun Apr 10 2022,21:00,CEST / UTC+0200,Olympique de Marseille,2-0,2-0,Montpellier HSC,,FINISHED,2022-04-10T19:00:00Z
32,Fri Apr 15 2022,21:00,CEST / UTC+0200,Stade Rennais FC 1901,2-3,1-1,AS Monaco FC,,FINISHED,2022-04-15T19:00:00Z
32,Sat Apr 16 2022,17:00,CEST / UTC+0200,AS Saint-Étienne,2-1,2-1,Stade Brestois 29,,FINISHED,2022-04-16T15:00:00Z
32,Sat Apr 16 2022,21:00,CEST / UTC+0200,Lille OSC,1-2,1-2,Racing Club de Lens,,FINISHED,2022-04-16T19:00:00Z
32,Sun Apr 17 2022,13:00,CEST / UTC+0200,OGC Nice,2-1,0-0,FC Lorient,,FINISHED,2022-04-17T11:00:00Z
32,Sun Apr 17 2022,15:00,CEST / UTC+0200,FC Nantes,1-1,0-1,Angers SCO,,FINISHED,2022-04-17T13:00:00Z
32,Sun Apr 17 2022,15:00,CEST / UTC+0200,Montpellier HSC,0-0,0-0,Stade de Reims,,FINISHED,2022-04-17T13:00:00Z
32,Sun Apr 17 2022,15:00,CEST / UTC+0200,FC Metz,1-1,1-1,Clermont Foot 63,,FINISHED,2022-04-17T13:00:00Z
32,Sun Apr 17 2022,15:00,CEST / UTC+0200,ES Troyes AC,1-1,0-0,RC Strasbourg Alsace,,FINISHED,2022-04-17T13:00:00Z
32,Sun Apr 17 2022,17:05,CEST / UTC+0200,Olympique Lyonnais,6-1,3-0,FC Girondins de Bordeaux,,FINISHED,2022-04-17T15:05:00Z
32,Sun Apr 17 2022,20:45,CEST / UTC+0200,Paris Saint-Germain FC,2-1,2-1,Olympique de Marseille,,FINISHED,2022-04-17T18:45:00Z
33,Wed Apr 20 2022,19:00,CEST / UTC+0200,ES Troyes AC,0-1,0-0,Clermont Foot 63,,FINISHED,2022-04-20T17:00:00Z
33,Wed Apr 20 2022,19:00,CEST / UTC+0200,Stade de Reims,2-1,1-0,Lille OSC,,FINISHED,2022-04-20T17:00:00Z
33,Wed Apr 20 2022,19:00,CEST / UTC+0200,AS Monaco FC,1-0,1-0,OGC Nice,,FINISHED,2022-04-20T17:00:00Z
33,Wed Apr 20 2022,19:00,CEST / UTC+0200,FC Lorient,1-0,0-0,FC Metz,,FINISHED,2022-04-20T17:00:00Z
33,Wed Apr 20 2022,19:00,CEST / UTC+0200,FC Girondins de Bordeaux,2-2,2-1,AS Saint-Étienne,,FINISHED,2022-04-20T17:00:00Z
33,Wed Apr 20 2022,21:00,CEST / UTC+0200,RC Strasbourg Alsace,2-1,1-0,Stade Rennais FC 1901,,FINISHED,2022-04-20T19:00:00Z
33,Wed Apr 20 2022,21:00,CEST / UTC+0200,Olympique de Marseille,3-2,1-2,FC Nantes,,FINISHED,2022-04-20T19:00:00Z
33,Wed Apr 20 2022,21:00,CEST / UTC+0200,Racing Club de Lens,2-0,1-0,Montpellier HSC,,FINISHED,2022-04-20T19:00:00Z
33,Wed Apr 20 2022,21:00,CEST / UTC+0200,Stade Brestois 29,2-1,1-0,Olympique Lyonnais,,FINISHED,2022-04-20T19:00:00Z
33,Wed Apr 20 2022,21:00,CEST / UTC+0200,Angers SCO,0-3,0-2,Paris Saint-Germain FC,,FINISHED,2022-04-20T19:00:00Z
34,Sat Apr 23 2022,17:00,CEST / UTC+0200,Olympique Lyonnais,5-2,2-2,Montpellier HSC,,FINISHED,2022-04-23T15:00:00Z
34,Sat Apr 23 2022,19:00,CEST / UTC+0200,AS Saint-Étienne,1-4,1-2,AS Monaco FC,,FINISHED,2022-04-23T17:00:00Z
34,Sat Apr 23 2022,21:00,CEST / UTC+0200,Paris Saint-Germain FC,1-1,0-0,Racing Club de Lens,,FINISHED,2022-04-23T19:00:00Z
34,Sun Apr 24 2022,13:00,CEST / UTC+0200,Stade Rennais FC 1901,5-0,2-0,FC Lorient,,FINISHED,2022-04-24T11:00:00Z
34,Sun Apr 24 2022,15:00,CEST / UTC+0200,OGC Nice,1-0,0-0,ES Troyes AC,,FINISHED,2022-04-24T13:00:00Z
34,Sun Apr 24 2022,15:00,CEST / UTC+0200,FC Nantes,5-3,0-2,FC Girondins de Bordeaux,,FINISHED,2022-04-24T13:00:00Z
34,Sun Apr 24 2022,15:00,CEST / UTC+0200,FC Metz,0-1,0-1,Stade Brestois 29,,FINISHED,2022-04-24T13:00:00Z
34,Sun Apr 24 2022,15:00,CEST / UTC+0200,Clermont Foot 63,2-2,0-2,Angers SCO,,FINISHED,2022-04-24T13:00:00Z
34,Sun Apr 24 2022,17:05,CEST / UTC+0200,Lille OSC,1-0,0-0,RC Strasbourg Alsace,,FINISHED,2022-04-24T15:05:00Z
34,Sun Apr 24 2022,20:45,CEST / UTC+0200,Stade de Reims,0-1,0-0,Olympique de Marseille,,FINISHED,2022-04-24T18:45:00Z
35,Fri Apr 29 2022,21:00,CEST / UTC+0200,RC Strasbourg Alsace,3-3,1-1,Paris Saint-Germain FC,,FINISHED,2022-04-29T19:00:00Z
35,Sat Apr 30 2022,17:00,CEST / UTC+0200,Racing Club de Lens,2-2,0-2,FC Nantes,,FINISHED,2022-04-30T15:00:00Z
35,Sat Apr 30 2022,21:00,CEST / UTC+0200,Stade Rennais FC 1901,2-0,1-0,AS Saint-Étienne,,FINISHED,2022-04-30T19:00:00Z
35,Sun May 1 2022,13:00,CEST / UTC+0200,ES Troyes AC,3-0,1-0,Lille OSC,,FINISHED,2022-05-01T11:00:00Z
35,Sun May 1 2022,15:00,CEST / UTC+0200,Montpellier HSC,2-2,0-1,FC Metz,,FINISHED,2022-05-01T13:00:00Z
35,Sun May 1 2022,15:00,CEST / UTC+0200,AS Monaco FC,2-0,1-0,Angers SCO,,FINISHED,2022-05-01T13:00:00Z
35,Sun May 1 2022,15:00,CEST / UTC+0200,FC Lorient,1-2,1-1,Stade de Reims,,FINISHED,2022-05-01T13:00:00Z
35,Sun May 1 2022,15:00,CEST / UTC+0200,Stade Brestois 29,2-0,0-0,Clermont Foot 63,,FINISHED,2022-05-01T13:00:00Z
35,Sun May 1 2022,17:05,CEST / UTC+0200,FC Girondins de Bordeaux,0-1,0-0,OGC Nice,,FINISHED,2022-05-01T15:05:00Z
35,Sun May 1 2022,20:45,CEST / UTC+0200,Olympique de Marseille,0-3,0-0,Olympique Lyonnais,,FINISHED,2022-05-01T18:45:00Z
36,Fri May 6 2022,21:00,CEST / UTC+0200,Lille OSC,1-2,0-1,AS Monaco FC,,FINISHED,2022-05-06T19:00:00Z
36,Sat May 7 2022,17:00,CEST / UTC+0200,Stade Brestois 29,0-1,0-0,RC Strasbourg Alsace,,FINISHED,2022-05-07T15:00:00Z
36,Sun May 8 2022,13:00,CEST / UTC+0200,FC Metz,3-2,2-1,Olympique Lyonnais,,FINISHED,2022-05-08T11:00:00Z
36,Sun May 8 2022,15:00,CEST / UTC+0200,Stade de Reims,1-2,1-0,Racing Club de Lens,,FINISHED,2022-05-08T13:00:00Z
36,Sun May 8 2022,15:00,CEST / UTC+0200,Clermont Foot 63,2-1,1-1,Montpellier HSC,,FINISHED,2022-05-08T13:00:00Z
36,Sun May 8 2022,15:00,CEST / UTC+0200,Angers SCO,4-1,2-0,FC Girondins de Bordeaux,,FINISHED,2022-05-08T13:00:00Z
36,Sun May 8 2022,17:05,CEST / UTC+0200,FC Lorient,0-3,0-1,Olympique de Marseille,,FINISHED,2022-05-08T15:05:00Z
