Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
21,Sat Feb 5 2022,20:00,CET / UTC+0100,PSV,1-2,1-1,AZ,,FINISHED,2022-02-05T19:00:00Z
21,Sat Feb 5 2022,20:00,CET / UTC+0100,PEC Zwolle,1-1,1-1,NEC,,FINISHED,2022-02-05T19:00:00Z
21,Sat Feb 5 2022,21:00,CET / UTC+0100,FC Twente '65,3-0,2-0,SBV Vitesse,,FINISHED,2022-02-05T20:00:00Z
21,Sun Feb 6 2022,12:15,CET / UTC+0100,Feyenoord Rotterdam,4-0,2-0,Sparta Rotterdam,,FINISHED,2022-02-06T11:15:00Z
21,Sun Feb 6 2022,14:30,CET / UTC+0100,Willem II Tilburg,3-1,3-0,RKC Waalwijk,,FINISHED,2022-02-06T13:30:00Z
21,Sun Feb 6 2022,14:30,CET / UTC+0100,FC Groningen,2-1,1-0,Go Ahead Eagles,,FINISHED,2022-02-06T13:30:00Z
21,Sun Feb 6 2022,16:45,CET / UTC+0100,AFC Ajax,3-0,1-0,Heracles Almelo,,FINISHED,2022-02-06T15:45:00Z
22,Fri Feb 11 2022,20:00,CET / UTC+0100,Heracles Almelo,1-0,0-0,FC Utrecht,,FINISHED,2022-02-11T19:00:00Z
22,Sat Feb 12 2022,18:45,CET / UTC+0100,SC Cambuur-Leeuwarden,3-4,2-2,PEC Zwolle,,FINISHED,2022-02-12T17:45:00Z
22,Sat Feb 12 2022,18:45,CET / UTC+0100,FC Groningen,0-1,0-0,Fortuna Sittard,,FINISHED,2022-02-12T17:45:00Z
22,Sat Feb 12 2022,20:00,CET / UTC+0100,SBV Vitesse,0-5,0-3,PSV,,FINISHED,2022-02-12T19:00:00Z
22,Sun Feb 13 2022,12:15,CET / UTC+0100,Sparta Rotterdam,1-0,0-0,Willem II Tilburg,,FINISHED,2022-02-13T11:15:00Z
22,Sun Feb 13 2022,12:15,CET / UTC+0100,Go Ahead Eagles,1-4,1-3,AZ,,FINISHED,2022-02-13T11:15:00Z
22,Sun Feb 13 2022,14:30,CET / UTC+0100,SC Heerenveen,0-1,0-1,NEC,,FINISHED,2022-02-13T13:30:00Z
22,Sun Feb 13 2022,14:30,CET / UTC+0100,RKC Waalwijk,0-2,0-1,Feyenoord Rotterdam,,FINISHED,2022-02-13T13:30:00Z
22,Sun Feb 13 2022,16:45,CET / UTC+0100,AFC Ajax,5-0,1-0,FC Twente '65,,FINISHED,2022-02-13T15:45:00Z
23,Sat Feb 19 2022,16:30,CET / UTC+0100,NEC,1-1,0-1,RKC Waalwijk,,FINISHED,2022-02-19T15:30:00Z
23,Sat Feb 19 2022,18:45,CET / UTC+0100,Willem II Tilburg,0-1,0-0,AFC Ajax,,FINISHED,2022-02-19T17:45:00Z
23,Sat Feb 19 2022,21:00,CET / UTC+0100,AZ,2-1,1-1,Heracles Almelo,,FINISHED,2022-02-19T20:00:00Z
23,Sun Feb 20 2022,12:20,CET / UTC+0100,PEC Zwolle,1-1,0-1,FC Groningen,,FINISHED,2022-02-20T11:20:00Z
23,Sun Feb 20 2022,14:30,CET / UTC+0100,Feyenoord Rotterdam,3-1,2-1,SC Cambuur-Leeuwarden,,FINISHED,2022-02-20T13:30:00Z
23,Sun Feb 20 2022,14:30,CET / UTC+0100,FC Twente '65,2-2,0-1,Go Ahead Eagles,,FINISHED,2022-02-20T13:30:00Z
23,Sun Feb 20 2022,16:45,CET / UTC+0100,PSV,3-1,1-1,SC Heerenveen,,FINISHED,2022-02-20T15:45:00Z
23,Sun Feb 20 2022,16:45,CET / UTC+0100,FC Utrecht,1-1,1-0,SBV Vitesse,,FINISHED,2022-02-20T15:45:00Z
24,Fri Feb 25 2022,20:00,CET / UTC+0100,RKC Waalwijk,1-2,0-1,FC Twente '65,,FINISHED,2022-02-25T19:00:00Z
24,Sat Feb 26 2022,16:30,CET / UTC+0100,Heracles Almelo,2-0,1-0,PEC Zwolle,,FINISHED,2022-02-26T15:30:00Z
24,Sat Feb 26 2022,18:45,CET / UTC+0100,FC Groningen,1-0,1-0,Willem II Tilburg,,FINISHED,2022-02-26T17:45:00Z
24,Sat Feb 26 2022,21:00,CET / UTC+0100,SC Cambuur-Leeuwarden,2-1,1-1,Fortuna Sittard,,FINISHED,2022-02-26T20:00:00Z
24,Sun Feb 27 2022,12:15,CET / UTC+0100,SBV Vitesse,4-1,0-0,NEC,,FINISHED,2022-02-27T11:15:00Z
24,Sun Feb 27 2022,12:15,CET / UTC+0100,AZ,2-1,2-0,Feyenoord Rotterdam,,FINISHED,2022-02-27T11:15:00Z
24,Sun Feb 27 2022,14:35,CET / UTC+0100,Sparta Rotterdam,1-2,1-0,PSV,,FINISHED,2022-02-27T13:35:00Z
24,Sun Feb 27 2022,16:45,CET / UTC+0100,Go Ahead Eagles,2-1,2-0,AFC Ajax,,FINISHED,2022-02-27T15:45:00Z
24,Sun Feb 27 2022,20:00,CET / UTC+0100,SC Heerenveen,1-2,0-0,FC Utrecht,,FINISHED,2022-02-27T19:00:00Z
25,Sat Mar 5 2022,16:30,CET / UTC+0100,Willem II Tilburg,0-0,0-0,SC Heerenveen,,FINISHED,2022-03-05T15:30:00Z
25,Sat Mar 5 2022,18:45,CET / UTC+0100,Go Ahead Eagles,1-1,1-0,FC Utrecht,,FINISHED,2022-03-05T17:45:00Z
25,Sat Mar 5 2022,21:00,CET / UTC+0100,Feyenoord Rotterdam,1-1,0-1,FC Groningen,,FINISHED,2022-03-05T20:00:00Z
25,Sun Mar 6 2022,12:15,CET / UTC+0100,PSV,3-1,1-0,Heracles Almelo,,FINISHED,2022-03-06T11:15:00Z
25,Sun Mar 6 2022,14:30,CET / UTC+0100,FC Twente '65,1-0,0-0,SC Cambuur-Leeuwarden,,FINISHED,2022-03-06T13:30:00Z
25,Sun Mar 6 2022,16:45,CET / UTC+0100,NEC,1-3,1-1,AZ,,FINISHED,2022-03-06T15:45:00Z
25,Sun Mar 6 2022,16:45,CET / UTC+0100,AFC Ajax,3-2,2-0,RKC Waalwijk,,FINISHED,2022-03-06T15:45:00Z
25,Sun Mar 6 2022,20:00,CET / UTC+0100,Fortuna Sittard,0-1,0-0,PEC Zwolle,,FINISHED,2022-03-06T19:00:00Z
26,Fri Mar 11 2022,20:00,CET / UTC+0100,SC Cambuur-Leeuwarden,2-3,0-2,AFC Ajax,,FINISHED,2022-03-11T19:00:00Z
26,Sat Mar 12 2022,16:30,CET / UTC+0100,Sparta Rotterdam,1-0,0-0,Go Ahead Eagles,,FINISHED,2022-03-12T15:30:00Z
26,Sat Mar 12 2022,18:45,CET / UTC+0100,FC Groningen,4-3,2-3,NEC,,FINISHED,2022-03-12T17:45:00Z
26,Sat Mar 12 2022,21:00,CET / UTC+0100,RKC Waalwijk,0-0,0-0,SC Heerenveen,,FINISHED,2022-03-12T20:00:00Z
26,Sun Mar 13 2022,12:15,CET / UTC+0100,Fortuna Sittard,1-0,0-0,Willem II Tilburg,,FINISHED,2022-03-13T11:15:00Z
26,Sun Mar 13 2022,14:30,CET / UTC+0100,Heracles Almelo,0-0,0-0,SBV Vitesse,,FINISHED,2022-03-13T13:30:00Z
26,Sun Mar 13 2022,14:30,CET / UTC+0100,FC Utrecht,0-1,0-0,PSV,,FINISHED,2022-03-13T13:30:00Z
26,Sun Mar 13 2022,16:45,CET / UTC+0100,PEC Zwolle,1-2,1-0,Feyenoord Rotterdam,,FINISHED,2022-03-13T15:45:00Z
26,Sun Mar 13 2022,20:00,CET / UTC+0100,AZ,0-1,0-0,FC Twente '65,,FINISHED,2022-03-13T19:00:00Z
27,Fri Mar 18 2022,20:00,CET / UTC+0100,SC Heerenveen,2-0,0-0,Heracles Almelo,,FINISHED,2022-03-18T19:00:00Z
27,Sat Mar 19 2022,18:45,CET / UTC+0100,Go Ahead Eagles,3-0,2-0,SC Cambuur-Leeuwarden,,FINISHED,2022-03-19T17:45:00Z
27,Sat Mar 19 2022,20:00,CET / UTC+0100,FC Twente '65,1-0,1-0,PEC Zwolle,,FINISHED,2022-03-19T19:00:00Z
27,Sat Mar 19 2022,21:00,CET / UTC+0100,NEC,0-0,0-0,Sparta Rotterdam,,FINISHED,2022-03-19T20:00:00Z
27,Sun Mar 20 2022,12:15,CET / UTC+0100,FC Utrecht,1-3,0-2,FC Groningen,,FINISHED,2022-03-20T11:15:00Z
27,Sun Mar 20 2022,14:35,CET / UTC+0100,AFC Ajax,3-2,1-2,Feyenoord Rotterdam,,FINISHED,2022-03-20T13:35:00Z
27,Sun Mar 20 2022,16:45,CET / UTC+0100,SBV Vitesse,1-2,1-1,RKC Waalwijk,,FINISHED,2022-03-20T15:45:00Z
27,Sun Mar 20 2022,16:45,CET / UTC+0100,PSV,5-0,3-0,Fortuna Sittard,,FINISHED,2022-03-20T15:45:00Z
27,Sun Mar 20 2022,20:00,CET / UTC+0100,Willem II Tilburg,2-2,2-1,AZ,,FINISHED,2022-03-20T19:00:00Z
28,Sat Apr 2 2022,16:30,CEST / UTC+0200,FC Groningen,1-3,1-2,AFC Ajax,,FINISHED,2022-04-02T14:30:00Z
28,Sat Apr 2 2022,18:45,CEST / UTC+0200,FC Twente '65,3-3,3-1,PSV,,FINISHED,2022-04-02T16:45:00Z
28,Sat Apr 2 2022,20:00,CEST / UTC+0200,RKC Waalwijk,1-1,0-1,FC Utrecht,,FINISHED,2022-04-02T18:00:00Z
28,Sat Apr 2 2022,20:00,CEST / UTC+0200,AZ,3-1,1-0,SBV Vitesse,,FINISHED,2022-04-02T18:00:00Z
28,Sat Apr 2 2022,21:00,CEST / UTC+0200,Feyenoord Rotterdam,2-0,0-0,Willem II Tilburg,,FINISHED,2022-04-02T19:00:00Z
28,Sun Apr 3 2022,12:15,CEST / UTC+0200,PEC Zwolle,0-1,0-0,Go Ahead Eagles,,FINISHED,2022-04-03T10:15:00Z
28,Sun Apr 3 2022,14:30,CEST / UTC+0200,Sparta Rotterdam,1-1,0-0,SC Heerenveen,,FINISHED,2022-04-03T12:30:00Z
28,Sun Apr 3 2022,14:30,CEST / UTC+0200,Fortuna Sittard,0-2,0-0,Heracles Almelo,,FINISHED,2022-04-03T12:30:00Z
28,Sun Apr 3 2022,16:45,CEST / UTC+0200,SC Cambuur-Leeuwarden,1-2,1-1,NEC,,FINISHED,2022-04-03T14:45:00Z
29,Fri Apr 8 2022,20:00,CEST / UTC+0200,Go Ahead Eagles,4-0,2-0,Willem II Tilburg,,FINISHED,2022-04-08T18:00:00Z
29,Sat Apr 9 2022,18:45,CEST / UTC+0200,FC Utrecht,1-1,1-0,Fortuna Sittard,,FINISHED,2022-04-09T16:45:00Z
29,Sat Apr 9 2022,20:00,CEST / UTC+0200,AFC Ajax,2-1,0-1,Sparta Rotterdam,,FINISHED,2022-04-09T18:00:00Z
29,Sat Apr 9 2022,21:00,CEST / UTC+0200,NEC,0-2,0-0,FC Twente '65,,FINISHED,2022-04-09T19:00:00Z
29,Sun Apr 10 2022,12:15,CEST / UTC+0200,SC Heerenveen,3-1,1-1,FC Groningen,,FINISHED,2022-04-10T10:15:00Z
29,Sun Apr 10 2022,14:30,CEST / UTC+0200,SBV Vitesse,1-0,1-0,SC Cambuur-Leeuwarden,,FINISHED,2022-04-10T12:30:00Z
29,Sun Apr 10 2022,14:30,CEST / UTC+0200,PSV,2-0,1-0,RKC Waalwijk,,FINISHED,2022-04-10T12:30:00Z
29,Sun Apr 10 2022,16:45,CEST / UTC+0200,Heracles Almelo,1-4,1-3,Feyenoord Rotterdam,,FINISHED,2022-04-10T14:45:00Z
29,Sun Apr 10 2022,20:00,CEST / UTC+0200,PEC Zwolle,2-1,0-0,AZ,,FINISHED,2022-04-10T18:00:00Z
23,Sat Apr 16 2022,18:45,CEST / UTC+0200,Fortuna Sittard,3-0,2-0,Sparta Rotterdam,,FINISHED,2022-04-16T16:45:00Z
25,Tue Apr 19 2022,18:45,CEST / UTC+0200,SBV Vitesse,0-1,0-1,Sparta Rotterdam,,FINISHED,2022-04-19T16:45:00Z
30,Fri Apr 22 2022,20:00,CEST / UTC+0200,FC Twente '65,2-0,1-0,Sparta Rotterdam,,FINISHED,2022-04-22T18:00:00Z
30,Sat Apr 23 2022,16:30,CEST / UTC+0200,NEC,0-1,0-0,AFC Ajax,,FINISHED,2022-04-23T14:30:00Z
30,Sat Apr 23 2022,18:45,CEST / UTC+0200,AZ,2-1,1-1,SC Heerenveen,,FINISHED,2022-04-23T16:45:00Z
30,Sat Apr 23 2022,20:00,CEST / UTC+0200,RKC Waalwijk,0-2,0-1,PEC Zwolle,,FINISHED,2022-04-23T18:00:00Z
30,Sat Apr 23 2022,21:00,CEST / UTC+0200,SC Cambuur-Leeuwarden,1-2,1-1,PSV,,FINISHED,2022-04-23T19:00:00Z
30,Sun Apr 24 2022,12:15,CEST / UTC+0200,Willem II Tilburg,1-0,1-0,SBV Vitesse,,FINISHED,2022-04-24T10:15:00Z
30,Sun Apr 24 2022,14:30,CEST / UTC+0200,Feyenoord Rotterdam,2-1,0-0,FC Utrecht,,FINISHED,2022-04-24T12:30:00Z
30,Sun Apr 24 2022,14:30,CEST / UTC+0200,FC Groningen,0-1,0-1,Heracles Almelo,,FINISHED,2022-04-24T12:30:00Z
30,Sun Apr 24 2022,16:45,CEST / UTC+0200,Fortuna Sittard,1-0,1-0,Go Ahead Eagles,,FINISHED,2022-04-24T14:45:00Z
31,Fri Apr 29 2022,20:00,CEST / UTC+0200,FC Utrecht,1-0,0-0,NEC,,FINISHED,2022-04-29T18:00:00Z
31,Sat Apr 30 2022,18:45,CEST / UTC+0200,AFC Ajax,3-0,1-0,PEC Zwolle,,FINISHED,2022-04-30T16:45:00Z
31,Sat Apr 30 2022,20:00,CEST / UTC+0200,Heracles Almelo,1-1,1-1,FC Twente '65,,FINISHED,2022-04-30T18:00:00Z
31,Sat Apr 30 2022,21:00,CEST / UTC+0200,Sparta Rotterdam,1-1,0-0,AZ,,FINISHED,2022-04-30T19:00:00Z
31,Sun May 1 2022,12:15,CEST / UTC+0200,SC Heerenveen,3-3,2-1,SC Cambuur-Leeuwarden,,FINISHED,2022-05-01T10:15:00Z
31,Sun May 1 2022,14:30,CEST / UTC+0200,PSV,4-2,3-1,Willem II Tilburg,,FINISHED,2022-05-01T12:30:00Z
31,Sun May 1 2022,14:30,CEST / UTC+0200,Go Ahead Eagles,1-2,1-1,SBV Vitesse,,FINISHED,2022-05-01T12:30:00Z
31,Sun May 1 2022,16:45,CEST / UTC+0200,Fortuna Sittard,1-3,0-2,Feyenoord Rotterdam,,FINISHED,2022-05-01T14:45:00Z
31,Sun May 1 2022,20:00,CEST / UTC+0200,RKC Waalwijk,3-1,3-0,FC Groningen,,FINISHED,2022-05-01T18:00:00Z
32,Fri May 6 2022,20:00,CEST / UTC+0200,SC Cambuur-Leeuwarden,1-1,0-0,RKC Waalwijk,,FINISHED,2022-05-06T18:00:00Z
32,Sat May 7 2022,18:45,CEST / UTC+0200,FC Twente '65,1-2,1-2,Fortuna Sittard,,FINISHED,2022-05-07T16:45:00Z
32,Sat May 7 2022,20:00,CEST / UTC+0200,Willem II Tilburg,2-0,2-0,Heracles Almelo,,FINISHED,2022-05-07T18:00:00Z
32,Sat May 7 2022,20:00,CEST / UTC+0200,PEC Zwolle,1-1,0-1,FC Utrecht,,FINISHED,2022-05-07T18:00:00Z
32,Sat May 7 2022,21:00,CEST / UTC+0200,FC Groningen,1-2,0-1,Sparta Rotterdam,,FINISHED,2022-05-07T19:00:00Z
32,Sun May 8 2022,12:15,CEST / UTC+0200,NEC,1-0,0-0,Go Ahead Eagles,,FINISHED,2022-05-08T10:15:00Z
32,Sun May 8 2022,14:30,CEST / UTC+0200,SBV Vitesse,1-2,1-0,SC Heerenveen,,FINISHED,2022-05-08T12:30:00Z
32,Sun May 8 2022,14:30,CEST / UTC+0200,AZ,2-2,0-1,AFC Ajax,,FINISHED,2022-05-08T12:30:00Z
32,Sun May 8 2022,16:45,CEST / UTC+0200,Feyenoord Rotterdam,2-2,0-2,PSV,,FINISHED,2022-05-08T14:45:00Z
33,Wed May 11 2022,20:00,CEST / UTC+0200,FC Utrecht,2-2,1-2,AZ,,FINISHED,2022-05-11T18:00:00Z
33,Wed May 11 2022,20:00,CEST / UTC+0200,FC Twente '65,3-0,1-0,FC Groningen,,FINISHED,2022-05-11T18:00:00Z
33,Wed May 11 2022,20:00,CEST / UTC+0200,Sparta Rotterdam,2-0,2-0,PEC Zwolle,,FINISHED,2022-05-11T18:00:00Z
33,Wed May 11 2022,20:00,CEST / UTC+0200,RKC Waalwijk,2-0,1-0,Heracles Almelo,,FINISHED,2022-05-11T18:00:00Z
33,Wed May 11 2022,20:00,CEST / UTC+0200,PSV,3-2,2-0,NEC,,FINISHED,2022-05-11T18:00:00Z
33,Wed May 11 2022,20:00,CEST / UTC+0200,Go Ahead Eagles,0-1,0-0,Feyenoord Rotterdam,,FINISHED,2022-05-11T18:00:00Z
33,Wed May 11 2022,20:00,CEST / UTC+0200,Fortuna Sittard,1-2,1-1,SBV Vitesse,,FINISHED,2022-05-11T18:00:00Z
33,Wed May 11 2022,20:00,CEST / UTC+0200,SC Cambuur-Leeuwarden,1-1,1-0,Willem II Tilburg,,FINISHED,2022-05-11T18:00:00Z
33,Wed May 11 2022,20:00,CEST / UTC+0200,AFC Ajax,5-0,3-0,SC Heerenveen,,FINISHED,2022-05-11T18:00:00Z
34,Sun May 15 2022,14:30,CEST / UTC+0200,Willem II Tilburg,3-0,1-0,FC Utrecht,,FINISHED,2022-05-15T12:30:00Z
34,Sun May 15 2022,14:30,CEST / UTC+0200,SBV Vitesse,2-2,0-1,AFC Ajax,,FINISHED,2022-05-15T12:30:00Z
34,Sun May 15 2022,14:30,CEST / UTC+0200,PEC Zwolle,1-2,1-1,PSV,,FINISHED,2022-05-15T12:30:00Z
34,Sun May 15 2022,14:30,CEST / UTC+0200,NEC,0-1,0-1,Fortuna Sittard,,FINISHED,2022-05-15T12:30:00Z
34,Sun May 15 2022,14:30,CEST / UTC+0200,SC Heerenveen,3-1,1-0,Go Ahead Eagles,,FINISHED,2022-05-15T12:30:00Z
34,Sun May 15 2022,14:30,CEST / UTC+0200,Heracles Almelo,1-3,0-1,Sparta Rotterdam,,FINISHED,2022-05-15T12:30:00Z
34,Sun May 15 2022,14:30,CEST / UTC+0200,FC Groningen,2-3,0-1,SC Cambuur-Leeuwarden,,FINISHED,2022-05-15T12:30:00Z
34,Sun May 15 2022,14:30,CEST / UTC+0200,Feyenoord Rotterdam,1-2,0-2,FC Twente '65,,FINISHED,2022-05-15T12:30:00Z
34,Sun May 15 2022,14:30,CEST / UTC+0200,AZ,1-3,1-1,RKC Waalwijk,,FINISHED,2022-05-15T12:30:00Z
