Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 25 Aug 2012 (W34),AEK Athens FC (1),0-1,0-0,Asteras Tripolis FC (1)
?,(Sat) 25 Aug 2012 (W34),PAS Giannina FC (1),0-0,0-0,Platanias FC (1)
?,(Sat) 25 Aug 2012 (W34),Levadiakos FC (1),0-1,0-1,Panathinaikos FC (1)
?,(Sun) 26 Aug 2012 (W34),Kerkyra FC (1),0-2,0-2,Atromitos FC (1)
?,(Sun) 26 Aug 2012 (W34),OFI Crete FC (1),0-0,0-0,Xanthi FC (1)
?,(Sun) 26 Aug 2012 (W34),PAOK FC (1),1-0,0-0,Panthrakikos FC (1)
?,(Sun) 26 Aug 2012 (W34),Veria FC (1),1-2,1-2,Olympiacos Piraeus FC (1)
?,(Mon) 27 Aug 2012 (W35),Panionios GSS (1),1-0,1-0,Aris Thessaloniki FC (1)
?,(Fri) 31 Aug 2012 (W35),Panathinaikos FC (2),1-1,1-1,PAS Giannina FC (2)
?,(Sat) 1 Sep 2012 (W35),Platanias FC (2),2-0,2-0,Panthrakikos FC (2)
?,(Sat) 1 Sep 2012 (W35),Veria FC (2),0-1,0-0,Panionios GSS (2)
?,(Sat) 1 Sep 2012 (W35),Xanthi FC (2),1-0,0-0,AEK Athens FC (2)
?,(Sun) 2 Sep 2012 (W35),Aris Thessaloniki FC (2),0-0,0-0,OFI Crete FC (2)
?,(Sun) 2 Sep 2012 (W35),Asteras Tripolis FC (2),3-0,0-0,Kerkyra FC (2)
?,(Sun) 2 Sep 2012 (W35),Olympiacos Piraeus FC (2),4-0,2-0,Levadiakos FC (2)
?,(Mon) 3 Sep 2012 (W36),Atromitos FC (2),1-0,0-0,PAOK FC (2)
?,(Sat) 15 Sep 2012 (W37),PAS Giannina FC (3),1-2,0-0,Olympiacos Piraeus FC (3)
?,(Sat) 15 Sep 2012 (W37),Levadiakos FC (3),0-0,0-0,Veria FC (3)
?,(Sat) 15 Sep 2012 (W37),Panthrakikos FC (3),1-0,0-0,Panathinaikos FC (3)
?,(Sun) 16 Sep 2012 (W37),AEK Athens FC (3),1-1,0-0,Aris Thessaloniki FC (3)
?,(Sun) 16 Sep 2012 (W37),Kerkyra FC (3),1-1,0-0,Xanthi FC (3)
?,(Sun) 16 Sep 2012 (W37),PAOK FC (3),2-1,0-1,Asteras Tripolis FC (3)
?,(Sun) 16 Sep 2012 (W37),Platanias FC (3),0-0,0-0,Atromitos FC (3)
?,(Mon) 17 Sep 2012 (W38),Panionios GSS (3),2-1,1-0,OFI Crete FC (3)
?,(Sat) 22 Sep 2012 (W38),Asteras Tripolis FC (4),2-1,1-0,Platanias FC (4)
?,(Sat) 22 Sep 2012 (W38),Levadiakos FC (4),3-0,3-0,Panionios GSS (4)
