Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
5,Wed Aug 31 2022,19:00,CEST / UTC+0200,Olympique Lyonnais,2-1,1-0,AJ Auxerre,,FINISHED,2022-08-31T17:00:00Z
5,Wed Aug 31 2022,19:00,CEST / UTC+0200,Montpellier HSC,2-0,1-0,AC Ajaccio,,FINISHED,2022-08-31T17:00:00Z
5,Wed Aug 31 2022,19:00,CEST / UTC+0200,Angers SCO,2-4,0-2,Stade de Reims,,FINISHED,2022-08-31T17:00:00Z
5,Wed Aug 31 2022,19:00,CEST / UTC+0200,AS Monaco FC,2-4,1-2,ES Troyes AC,,FINISHED,2022-08-31T17:00:00Z
5,Wed Aug 31 2022,21:00,CEST / UTC+0200,Toulouse FC,0-3,0-1,Paris Saint-Germain FC,,FINISHED,2022-08-31T19:00:00Z
5,Wed Aug 31 2022,21:00,CEST / UTC+0200,Stade Rennais FC 1901,3-1,0-0,Stade Brestois 29,,FINISHED,2022-08-31T19:00:00Z
5,Wed Aug 31 2022,21:00,CEST / UTC+0200,Racing Club de Lens,5-2,2-1,FC Lorient,,FINISHED,2022-08-31T19:00:00Z
5,Wed Aug 31 2022,21:00,CEST / UTC+0200,Olympique de Marseille,1-0,0-0,Clermont Foot 63,,FINISHED,2022-08-31T19:00:00Z
5,Wed Aug 31 2022,21:00,CEST / UTC+0200,Lille OSC,1-2,1-2,OGC Nice,,FINISHED,2022-08-31T19:00:00Z
6,Sat Sep 3 2022,17:00,CEST / UTC+0200,AJ Auxerre,0-2,0-1,Olympique de Marseille,,FINISHED,2022-09-03T15:00:00Z
6,Sat Sep 3 2022,19:00,CEST / UTC+0200,Olympique Lyonnais,5-0,2-0,Angers SCO,,FINISHED,2022-09-03T17:00:00Z
6,Sat Sep 3 2022,21:00,CEST / UTC+0200,FC Nantes,0-3,0-1,Paris Saint-Germain FC,,FINISHED,2022-09-03T19:00:00Z
6,Sun Sep 4 2022,13:00,CEST / UTC+0200,Montpellier HSC,1-3,1-1,Lille OSC,,FINISHED,2022-09-04T11:00:00Z
6,Sun Sep 4 2022,15:00,CEST / UTC+0200,Stade de Reims,1-1,0-0,Racing Club de Lens,,FINISHED,2022-09-04T13:00:00Z
6,Sun Sep 4 2022,15:00,CEST / UTC+0200,Stade Brestois 29,1-1,1-1,RC Strasbourg Alsace,,FINISHED,2022-09-04T13:00:00Z
6,Sun Sep 4 2022,15:00,CEST / UTC+0200,Clermont Foot 63,2-0,0-0,Toulouse FC,,FINISHED,2022-09-04T13:00:00Z
6,Sun Sep 4 2022,15:00,CEST / UTC+0200,AC Ajaccio,0-1,0-0,FC Lorient,,FINISHED,2022-09-04T13:00:00Z
6,Sun Sep 4 2022,17:10,CEST / UTC+0200,ES Troyes AC,1-1,1-0,Stade Rennais FC 1901,,FINISHED,2022-09-04T15:10:00Z
6,Sun Sep 4 2022,20:45,CEST / UTC+0200,OGC Nice,0-1,0-0,AS Monaco FC,,FINISHED,2022-09-04T18:45:00Z
2,Wed Sep 7 2022,19:00,CEST / UTC+0200,FC Lorient,3-1,2-1,Olympique Lyonnais,,FINISHED,2022-09-07T17:00:00Z
7,Fri Sep 9 2022,21:00,CEST / UTC+0200,Racing Club de Lens,1-0,1-0,ES Troyes AC,,FINISHED,2022-09-09T19:00:00Z
7,Sat Sep 10 2022,17:00,CEST / UTC+0200,Paris Saint-Germain FC,1-0,1-0,Stade Brestois 29,,FINISHED,2022-09-10T15:00:00Z
7,Sat Sep 10 2022,21:00,CEST / UTC+0200,Olympique de Marseille,2-1,1-1,Lille OSC,,FINISHED,2022-09-10T19:00:00Z
7,Sun Sep 11 2022,13:00,CEST / UTC+0200,RC Strasbourg Alsace,0-0,0-0,Clermont Foot 63,,FINISHED,2022-09-11T11:00:00Z
7,Sun Sep 11 2022,15:00,CEST / UTC+0200,Toulouse FC,1-0,1-0,Stade de Reims,,FINISHED,2022-09-11T13:00:00Z
7,Sun Sep 11 2022,15:00,CEST / UTC+0200,FC Lorient,3-2,1-1,FC Nantes,,FINISHED,2022-09-11T13:00:00Z
7,Sun Sep 11 2022,15:00,CEST / UTC+0200,Angers SCO,2-1,1-1,Montpellier HSC,,FINISHED,2022-09-11T13:00:00Z
7,Sun Sep 11 2022,15:00,CEST / UTC+0200,AC Ajaccio,0-1,0-0,OGC Nice,,FINISHED,2022-09-11T13:00:00Z
7,Sun Sep 11 2022,17:05,CEST / UTC+0200,Stade Rennais FC 1901,5-0,1-0,AJ Auxerre,,FINISHED,2022-09-11T15:05:00Z
7,Sun Sep 11 2022,20:45,CEST / UTC+0200,AS Monaco FC,2-1,0-0,Olympique Lyonnais,,FINISHED,2022-09-11T18:45:00Z
8,Fri Sep 16 2022,21:00,CEST / UTC+0200,AJ Auxerre,1-3,0-3,FC Lorient,,FINISHED,2022-09-16T19:00:00Z
8,Sat Sep 17 2022,17:00,CEST / UTC+0200,Montpellier HSC,2-1,1-0,RC Strasbourg Alsace,,FINISHED,2022-09-17T15:00:00Z
8,Sat Sep 17 2022,21:00,CEST / UTC+0200,Lille OSC,2-1,1-0,Toulouse FC,,FINISHED,2022-09-17T19:00:00Z
8,Sun Sep 18 2022,13:00,CEST / UTC+0200,Stade de Reims,0-3,0-0,AS Monaco FC,,FINISHED,2022-09-18T11:00:00Z
8,Sun Sep 18 2022,15:00,CEST / UTC+0200,Stade Brestois 29,0-1,0-0,AC Ajaccio,,FINISHED,2022-09-18T13:00:00Z
8,Sun Sep 18 2022,15:00,CEST / UTC+0200,Olympique de Marseille,1-1,0-1,Stade Rennais FC 1901,,FINISHED,2022-09-18T13:00:00Z
8,Sun Sep 18 2022,15:00,CEST / UTC+0200,OGC Nice,0-1,0-1,Angers SCO,,FINISHED,2022-09-18T13:00:00Z
8,Sun Sep 18 2022,15:00,CEST / UTC+0200,Clermont Foot 63,1-3,1-1,ES Troyes AC,,FINISHED,2022-09-18T13:00:00Z
8,Sun Sep 18 2022,17:05,CEST / UTC+0200,FC Nantes,0-0,0-0,Racing Club de Lens,,FINISHED,2022-09-18T15:05:00Z
8,Sun Sep 18 2022,20:45,CEST / UTC+0200,Olympique Lyonnais,0-1,0-1,Paris Saint-Germain FC,,FINISHED,2022-09-18T18:45:00Z
9,Fri Sep 30 2022,21:00,CEST / UTC+0200,Angers SCO,0-3,0-1,Olympique de Marseille,,FINISHED,2022-09-30T19:00:00Z
9,Sat Oct 1 2022,17:00,CEST / UTC+0200,RC Strasbourg Alsace,1-3,0-1,Stade Rennais FC 1901,,FINISHED,2022-10-01T15:00:00Z
9,Sat Oct 1 2022,21:00,CEST / UTC+0200,Paris Saint-Germain FC,2-1,1-0,OGC Nice,,FINISHED,2022-10-01T19:00:00Z
9,Sun Oct 2 2022,13:00,CEST / UTC+0200,FC Lorient,2-1,1-0,Lille OSC,,FINISHED,2022-10-02T11:00:00Z
9,Sun Oct 2 2022,15:00,CEST / UTC+0200,ES Troyes AC,2-2,0-1,Stade de Reims,,FINISHED,2022-10-02T13:00:00Z
9,Sun Oct 2 2022,15:00,CEST / UTC+0200,Toulouse FC,4-2,3-1,Montpellier HSC,,FINISHED,2022-10-02T13:00:00Z
9,Sun Oct 2 2022,15:00,CEST / UTC+0200,AJ Auxerre,1-1,0-0,Stade Brestois 29,,FINISHED,2022-10-02T13:00:00Z
9,Sun Oct 2 2022,15:00,CEST / UTC+0200,AC Ajaccio,1-3,0-1,Clermont Foot 63,,FINISHED,2022-10-02T13:00:00Z
9,Sun Oct 2 2022,17:05,CEST / UTC+0200,AS Monaco FC,4-1,3-0,FC Nantes,,FINISHED,2022-10-02T15:05:00Z
9,Sun Oct 2 2022,20:45,CEST / UTC+0200,Racing Club de Lens,1-0,0-0,Olympique Lyonnais,,FINISHED,2022-10-02T18:45:00Z
10,Fri Oct 7 2022,21:00,CEST / UTC+0200,Olympique Lyonnais,1-1,1-0,Toulouse FC,,FINISHED,2022-10-07T19:00:00Z
10,Sat Oct 8 2022,17:00,CEST / UTC+0200,Olympique de Marseille,1-2,1-1,AC Ajaccio,,FINISHED,2022-10-08T15:00:00Z
10,Sat Oct 8 2022,21:00,CEST / UTC+0200,Stade de Reims,0-0,0-0,Paris Saint-Germain FC,,FINISHED,2022-10-08T19:00:00Z
10,Sun Oct 9 2022,13:00,CEST / UTC+0200,Montpellier HSC,0-2,0-1,AS Monaco FC,,FINISHED,2022-10-09T11:00:00Z
10,Sun Oct 9 2022,15:00,CEST / UTC+0200,Stade Brestois 29,1-2,1-1,FC Lorient,,FINISHED,2022-10-09T13:00:00Z
10,Sun Oct 9 2022,15:00,CEST / UTC+0200,OGC Nice,3-2,2-0,ES Troyes AC,,FINISHED,2022-10-09T13:00:00Z
10,Sun Oct 9 2022,15:00,CEST / UTC+0200,Clermont Foot 63,2-1,0-0,AJ Auxerre,,FINISHED,2022-10-09T13:00:00Z
10,Sun Oct 9 2022,15:00,CEST / UTC+0200,Angers SCO,2-3,1-2,RC Strasbourg Alsace,,FINISHED,2022-10-09T13:00:00Z
10,Sun Oct 9 2022,17:05,CEST / UTC+0200,Stade Rennais FC 1901,3-0,1-0,FC Nantes,,FINISHED,2022-10-09T15:05:00Z
10,Sun Oct 9 2022,20:45,CEST / UTC+0200,Lille OSC,1-0,1-0,Racing Club de Lens,,FINISHED,2022-10-09T18:45:00Z
11,Fri Oct 14 2022,21:00,CEST / UTC+0200,RC Strasbourg Alsace,0-3,0-1,Lille OSC,,FINISHED,2022-10-14T19:00:00Z
11,Sat Oct 15 2022,17:00,CEST / UTC+0200,FC Lorient,0-0,0-0,Stade de Reims,,FINISHED,2022-10-15T15:00:00Z
11,Sat Oct 15 2022,21:00,CEST / UTC+0200,Racing Club de Lens,1-0,0-0,Montpellier HSC,,FINISHED,2022-10-15T19:00:00Z
11,Sun Oct 16 2022,13:00,CEST / UTC+0200,Toulouse FC,3-2,2-1,Angers SCO,,FINISHED,2022-10-16T11:00:00Z
11,Sun Oct 16 2022,15:00,CEST / UTC+0200,ES Troyes AC,1-1,0-0,AC Ajaccio,,FINISHED,2022-10-16T13:00:00Z
11,Sun Oct 16 2022,15:00,CEST / UTC+0200,Stade Rennais FC 1901,3-2,1-1,Olympique Lyonnais,,FINISHED,2022-10-16T13:00:00Z
11,Sun Oct 16 2022,15:00,CEST / UTC+0200,FC Nantes,4-1,2-1,Stade Brestois 29,,FINISHED,2022-10-16T13:00:00Z
11,Sun Oct 16 2022,15:00,CEST / UTC+0200,AJ Auxerre,1-1,1-1,OGC Nice,,FINISHED,2022-10-16T13:00:00Z
11,Sun Oct 16 2022,17:05,CEST / UTC+0200,AS Monaco FC,1-1,1-0,Clermont Foot 63,,FINISHED,2022-10-16T15:05:00Z
11,Sun Oct 16 2022,20:45,CEST / UTC+0200,Paris Saint-Germain FC,1-0,1-0,Olympique de Marseille,,FINISHED,2022-10-16T18:45:00Z
12,Fri Oct 21 2022,21:00,CEST / UTC+0200,AC Ajaccio,0-3,0-1,Paris Saint-Germain FC,,FINISHED,2022-10-21T19:00:00Z
12,Sat Oct 22 2022,17:00,CEST / UTC+0200,Montpellier HSC,1-2,0-1,Olympique Lyonnais,,FINISHED,2022-10-22T15:00:00Z
12,Sat Oct 22 2022,21:00,CEST / UTC+0200,Olympique de Marseille,0-1,0-0,Racing Club de Lens,,FINISHED,2022-10-22T19:00:00Z
12,Sun Oct 23 2022,13:00,CEST / UTC+0200,Angers SCO,1-2,0-1,Stade Rennais FC 1901,,FINISHED,2022-10-23T11:00:00Z
12,Sun Oct 23 2022,15:00,CEST / UTC+0200,ES Troyes AC,2-2,1-0,FC Lorient,,FINISHED,2022-10-23T13:00:00Z
12,Sun Oct 23 2022,15:00,CEST / UTC+0200,Toulouse FC,2-2,1-0,RC Strasbourg Alsace,,FINISHED,2022-10-23T13:00:00Z
12,Sun Oct 23 2022,15:00,CEST / UTC+0200,Stade de Reims,2-1,1-1,AJ Auxerre,,FINISHED,2022-10-23T13:00:00Z
12,Sun Oct 23 2022,15:00,CEST / UTC+0200,Clermont Foot 63,1-3,0-1,Stade Brestois 29,,FINISHED,2022-10-23T13:00:00Z
12,Sun Oct 23 2022,17:05,CEST / UTC+0200,OGC Nice,1-1,0-0,FC Nantes,,FINISHED,2022-10-23T15:05:00Z
12,Sun Oct 23 2022,20:45,CEST / UTC+0200,Lille OSC,4-3,2-2,AS Monaco FC,,FINISHED,2022-10-23T18:45:00Z
13,Fri Oct 28 2022,21:00,CEST / UTC+0200,Racing Club de Lens,3-0,0-0,Toulouse FC,,FINISHED,2022-10-28T19:00:00Z
13,Sat Oct 29 2022,17:00,CEST / UTC+0200,Paris Saint-Germain FC,4-3,1-1,ES Troyes AC,,FINISHED,2022-10-29T15:00:00Z
13,Sat Oct 29 2022,21:00,CEST / UTC+0200,RC Strasbourg Alsace,2-2,0-2,Olympique de Marseille,,FINISHED,2022-10-29T19:00:00Z
13,Sun Oct 30 2022,13:00,CET / UTC+0100,AJ Auxerre,1-0,1-0,AC Ajaccio,,FINISHED,2022-10-30T12:00:00Z
13,Sun Oct 30 2022,15:00,CET / UTC+0100,Stade Rennais FC 1901,3-0,2-0,Montpellier HSC,,FINISHED,2022-10-30T14:00:00Z
13,Sun Oct 30 2022,15:00,CET / UTC+0100,Stade Brestois 29,0-0,0-0,Stade de Reims,,FINISHED,2022-10-30T14:00:00Z
13,Sun Oct 30 2022,15:00,CET / UTC+0100,FC Nantes,1-1,0-0,Clermont Foot 63,,FINISHED,2022-10-30T14:00:00Z
13,Sun Oct 30 2022,15:00,CET / UTC+0100,AS Monaco FC,2-0,0-0,Angers SCO,,FINISHED,2022-10-30T14:00:00Z
13,Sun Oct 30 2022,17:05,CET / UTC+0100,FC Lorient,1-2,1-0,OGC Nice,,FINISHED,2022-10-30T16:05:00Z
13,Sun Oct 30 2022,20:45,CET / UTC+0100,Olympique Lyonnais,1-0,0-0,Lille OSC,,FINISHED,2022-10-30T19:45:00Z
14,Fri Nov 4 2022,21:00,CET / UTC+0100,ES Troyes AC,1-1,1-0,AJ Auxerre,,FINISHED,2022-11-04T20:00:00Z
14,Sat Nov 5 2022,17:00,CET / UTC+0100,AC Ajaccio,4-2,4-2,RC Strasbourg Alsace,,FINISHED,2022-11-05T16:00:00Z
14,Sat Nov 5 2022,21:00,CET / UTC+0100,Angers SCO,1-2,0-1,Racing Club de Lens,,FINISHED,2022-11-05T20:00:00Z
14,Sun Nov 6 2022,13:00,CET / UTC+0100,FC Lorient,1-2,0-1,Paris Saint-Germain FC,,FINISHED,2022-11-06T12:00:00Z
14,Sun Nov 6 2022,15:00,CET / UTC+0100,Toulouse FC,0-2,0-0,AS Monaco FC,,FINISHED,2022-11-06T14:00:00Z
14,Sun Nov 6 2022,15:00,CET / UTC+0100,Stade de Reims,1-0,0-0,FC Nantes,,FINISHED,2022-11-06T14:00:00Z
14,Sun Nov 6 2022,15:00,CET / UTC+0100,OGC Nice,1-0,0-0,Stade Brestois 29,,FINISHED,2022-11-06T14:00:00Z
14,Sun Nov 6 2022,15:00,CET / UTC+0100,Clermont Foot 63,1-1,0-1,Montpellier HSC,,FINISHED,2022-11-06T14:00:00Z
14,Sun Nov 6 2022,17:05,CET / UTC+0100,Lille OSC,1-1,1-0,Stade Rennais FC 1901,,FINISHED,2022-11-06T16:05:00Z
14,Sun Nov 6 2022,20:45,CET / UTC+0100,Olympique de Marseille,1-0,1-0,Olympique Lyonnais,,FINISHED,2022-11-06T19:45:00Z
15,Fri Nov 11 2022,21:00,CET / UTC+0100,Olympique Lyonnais,1-1,0-1,OGC Nice,,FINISHED,2022-11-11T20:00:00Z
15,Sat Nov 12 2022,17:00,CET / UTC+0100,Racing Club de Lens,2-1,0-1,Clermont Foot 63,,FINISHED,2022-11-12T16:00:00Z
15,Sat Nov 12 2022,21:00,CET / UTC+0100,Stade Rennais FC 1901,2-1,1-0,Toulouse FC,,FINISHED,2022-11-12T20:00:00Z
15,Sun Nov 13 2022,13:00,CET / UTC+0100,Paris Saint-Germain FC,5-0,1-0,AJ Auxerre,,FINISHED,2022-11-13T12:00:00Z
15,Sun Nov 13 2022,15:00,CET / UTC+0100,Stade Brestois 29,2-1,0-0,ES Troyes AC,,FINISHED,2022-11-13T14:00:00Z
15,Sun Nov 13 2022,15:00,CET / UTC+0100,Montpellier HSC,1-1,0-0,Stade de Reims,,FINISHED,2022-11-13T14:00:00Z
15,Sun Nov 13 2022,15:00,CET / UTC+0100,Lille OSC,1-0,1-0,Angers SCO,,FINISHED,2022-11-13T14:00:00Z
15,Sun Nov 13 2022,15:00,CET / UTC+0100,FC Nantes,2-2,0-0,AC Ajaccio,,FINISHED,2022-11-13T14:00:00Z
15,Sun Nov 13 2022,17:05,CET / UTC+0100,RC Strasbourg Alsace,1-1,0-1,FC Lorient,,FINISHED,2022-11-13T16:05:00Z
15,Sun Nov 13 2022,20:45,CET / UTC+0100,AS Monaco FC,2-3,1-1,Olympique de Marseille,,FINISHED,2022-11-13T19:45:00Z
16,Wed Dec 28 2022,15:00,CET / UTC+0100,ES Troyes AC,0-0,0-0,FC Nantes,,FINISHED,2022-12-28T14:00:00Z
16,Wed Dec 28 2022,15:00,CET / UTC+0100,AC Ajaccio,1-0,1-0,Angers SCO,,FINISHED,2022-12-28T14:00:00Z
16,Wed Dec 28 2022,17:00,CET / UTC+0100,AJ Auxerre,2-3,1-1,AS Monaco FC,,FINISHED,2022-12-28T16:00:00Z
16,Wed Dec 28 2022,19:00,CET / UTC+0100,Clermont Foot 63,0-2,0-0,Lille OSC,,FINISHED,2022-12-28T18:00:00Z
16,Wed Dec 28 2022,21:00,CET / UTC+0100,Stade Brestois 29,2-4,1-3,Olympique Lyonnais,,FINISHED,2022-12-28T20:00:00Z
16,Wed Dec 28 2022,21:00,CET / UTC+0100,Paris Saint-Germain FC,2-1,1-0,RC Strasbourg Alsace,,FINISHED,2022-12-28T20:00:00Z
16,Thu Dec 29 2022,17:00,CET / UTC+0100,FC Lorient,0-2,0-2,Montpellier HSC,,FINISHED,2022-12-29T16:00:00Z
16,Thu Dec 29 2022,19:00,CET / UTC+0100,Stade de Reims,3-1,2-1,Stade Rennais FC 1901,,FINISHED,2022-12-29T18:00:00Z
16,Thu Dec 29 2022,21:00,CET / UTC+0100,Olympique de Marseille,6-1,2-0,Toulouse FC,,FINISHED,2022-12-29T20:00:00Z
16,Thu Dec 29 2022,21:00,CET / UTC+0100,OGC Nice,0-0,0-0,Racing Club de Lens,,FINISHED,2022-12-29T20:00:00Z
17,Sun Jan 1 2023,15:00,CET / UTC+0100,Toulouse FC,2-0,0-0,AC Ajaccio,,FINISHED,2023-01-01T14:00:00Z
17,Sun Jan 1 2023,15:00,CET / UTC+0100,FC Nantes,1-0,0-0,AJ Auxerre,,FINISHED,2023-01-01T14:00:00Z
17,Sun Jan 1 2023,15:00,CET / UTC+0100,Angers SCO,1-2,1-0,FC Lorient,,FINISHED,2023-01-01T14:00:00Z
17,Sun Jan 1 2023,15:00,CET / UTC+0100,AS Monaco FC,1-0,0-0,Stade Brestois 29,,FINISHED,2023-01-01T14:00:00Z
17,Sun Jan 1 2023,17:00,CET / UTC+0100,Olympique Lyonnais,0-1,0-0,Clermont Foot 63,,FINISHED,2023-01-01T16:00:00Z
17,Sun Jan 1 2023,20:45,CET / UTC+0100,Racing Club de Lens,3-1,2-1,Paris Saint-Germain FC,,FINISHED,2023-01-01T19:45:00Z
17,Mon Jan 2 2023,15:00,CET / UTC+0100,RC Strasbourg Alsace,2-3,1-2,ES Troyes AC,,FINISHED,2023-01-02T14:00:00Z
17,Mon Jan 2 2023,17:00,CET / UTC+0100,Lille OSC,1-1,1-0,Stade de Reims,,FINISHED,2023-01-02T16:00:00Z
17,Mon Jan 2 2023,19:00,CET / UTC+0100,Montpellier HSC,1-2,0-0,Olympique de Marseille,,FINISHED,2023-01-02T18:00:00Z
17,Mon Jan 2 2023,21:00,CET / UTC+0100,Stade Rennais FC 1901,2-1,1-1,OGC Nice,,FINISHED,2023-01-02T20:00:00Z
18,Wed Jan 11 2023,19:00,CET / UTC+0100,Stade Brestois 29,0-0,0-0,Lille OSC,,FINISHED,2023-01-11T18:00:00Z
18,Wed Jan 11 2023,19:00,CET / UTC+0100,FC Nantes,0-0,0-0,Olympique Lyonnais,,FINISHED,2023-01-11T18:00:00Z
18,Wed Jan 11 2023,19:00,CET / UTC+0100,Clermont Foot 63,2-1,1-0,Stade Rennais FC 1901,,FINISHED,2023-01-11T18:00:00Z
18,Wed Jan 11 2023,19:00,CET / UTC+0100,AJ Auxerre,0-5,0-3,Toulouse FC,,FINISHED,2023-01-11T18:00:00Z
18,Wed Jan 11 2023,19:00,CET / UTC+0100,AC Ajaccio,0-1,0-1,Stade de Reims,,FINISHED,2023-01-11T18:00:00Z
18,Wed Jan 11 2023,21:00,CET / UTC+0100,ES Troyes AC,0-2,0-1,Olympique de Marseille,,FINISHED,2023-01-11T20:00:00Z
18,Wed Jan 11 2023,21:00,CET / UTC+0100,RC Strasbourg Alsace,2-2,2-2,Racing Club de Lens,,FINISHED,2023-01-11T20:00:00Z
18,Wed Jan 11 2023,21:00,CET / UTC+0100,Paris Saint-Germain FC,2-0,1-0,Angers SCO,,FINISHED,2023-01-11T20:00:00Z
18,Wed Jan 11 2023,21:00,CET / UTC+0100,OGC Nice,6-1,2-0,Montpellier HSC,,FINISHED,2023-01-11T20:00:00Z
18,Wed Jan 11 2023,21:00,CET / UTC+0100,FC Lorient,2-2,0-0,AS Monaco FC,,FINISHED,2023-01-11T20:00:00Z
