Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
8,Sun Oct 2 2022,16:45,CEST/+0200,RKC Waalwijk,2-2,1-1,Sparta Rotterdam,2022-10-02T14:45:00Z
8,Sun Oct 2 2022,20:00,CEST/+0200,FC Emmen,0-0,0-0,SC Heerenveen,2022-10-02T18:00:00Z
9,Fri Oct 7 2022,20:00,CEST/+0200,FC Groningen,2-3,1-1,RKC Waalwijk,2022-10-07T18:00:00Z
9,Sat Oct 8 2022,16:30,CEST/+0200,FC Volendam,2-4,0-2,AFC Ajax,2022-10-08T14:30:00Z
9,Sat Oct 8 2022,18:45,CEST/+0200,Sparta Rotterdam,3-1,1-0,FC Emmen,2022-10-08T16:45:00Z
9,Sat Oct 8 2022,21:00,CEST/+0200,NEC,1-1,0-0,SBV Excelsior,2022-10-08T19:00:00Z
9,Sun Oct 9 2022,12:15,CEST/+0200,Go Ahead Eagles,0-0,0-0,SC Cambuur-Leeuwarden,2022-10-09T10:15:00Z
9,Sun Oct 9 2022,14:30,CEST/+0200,FC Utrecht,1-2,0-1,AZ,2022-10-09T12:30:00Z
9,Sun Oct 9 2022,14:30,CEST/+0200,Feyenoord Rotterdam,2-0,1-0,FC Twente '65,2022-10-09T12:30:00Z
9,Sun Oct 9 2022,16:45,CEST/+0200,SC Heerenveen,0-1,0-0,PSV,2022-10-09T14:45:00Z
9,Sun Oct 9 2022,20:00,CEST/+0200,SBV Vitesse,1-2,1-1,Fortuna Sittard,2022-10-09T18:00:00Z
10,Fri Oct 14 2022,20:00,CEST/+0200,FC Emmen,1-1,0-0,FC Volendam,2022-10-14T18:00:00Z
10,Sat Oct 15 2022,18:45,CEST/+0200,Fortuna Sittard,0-0,0-0,RKC Waalwijk,2022-10-15T16:45:00Z
10,Sat Oct 15 2022,20:00,CEST/+0200,Go Ahead Eagles,1-1,0-0,SC Heerenveen,2022-10-15T18:00:00Z
10,Sat Oct 15 2022,21:00,CEST/+0200,SC Cambuur-Leeuwarden,0-3,0-1,SBV Vitesse,2022-10-15T19:00:00Z
10,Sun Oct 16 2022,12:15,CEST/+0200,Sparta Rotterdam,2-0,2-0,NEC,2022-10-16T10:15:00Z
10,Sun Oct 16 2022,14:30,CEST/+0200,PSV,6-1,3-1,FC Utrecht,2022-10-16T12:30:00Z
10,Sun Oct 16 2022,14:30,CEST/+0200,FC Twente '65,3-0,0-0,FC Groningen,2022-10-16T12:30:00Z
10,Sun Oct 16 2022,16:45,CEST/+0200,AZ,1-3,1-1,Feyenoord Rotterdam,2022-10-16T14:45:00Z
10,Sun Oct 16 2022,20:00,CEST/+0200,AFC Ajax,7-1,3-0,SBV Excelsior,2022-10-16T18:00:00Z
11,Sat Oct 22 2022,16:30,CEST/+0200,Feyenoord Rotterdam,1-1,0-1,Fortuna Sittard,2022-10-22T14:30:00Z
11,Sat Oct 22 2022,18:45,CEST/+0200,RKC Waalwijk,1-4,1-1,AFC Ajax,2022-10-22T16:45:00Z
11,Sat Oct 22 2022,21:00,CEST/+0200,SBV Vitesse,2-1,2-0,FC Emmen,2022-10-22T19:00:00Z
11,Sun Oct 23 2022,12:15,CEST/+0200,SBV Excelsior,2-1,2-0,AZ,2022-10-23T10:15:00Z
11,Sun Oct 23 2022,14:30,CEST/+0200,NEC,3-3,1-2,Go Ahead Eagles,2022-10-23T12:30:00Z
11,Sun Oct 23 2022,14:30,CEST/+0200,FC Groningen,4-2,3-1,PSV,2022-10-23T12:30:00Z
11,Sun Oct 23 2022,14:30,CEST/+0200,SC Cambuur-Leeuwarden,0-1,0-0,FC Twente '65,2022-10-23T12:30:00Z
11,Sun Oct 23 2022,16:45,CEST/+0200,FC Utrecht,3-1,1-0,Sparta Rotterdam,2022-10-23T14:45:00Z
11,Sun Oct 23 2022,20:00,CEST/+0200,FC Volendam,1-3,1-1,SC Heerenveen,2022-10-23T18:00:00Z
12,Sat Oct 29 2022,16:30,CEST/+0200,SC Heerenveen,1-2,1-1,FC Utrecht,2022-10-29T14:30:00Z
12,Sat Oct 29 2022,18:45,CEST/+0200,Sparta Rotterdam,3-1,1-1,Fortuna Sittard,2022-10-29T16:45:00Z
12,Sat Oct 29 2022,21:00,CEST/+0200,Go Ahead Eagles,3-1,2-0,SBV Excelsior,2022-10-29T19:00:00Z
12,Sun Oct 30 2022,12:15,CET/+0100,FC Emmen,0-0,0-0,FC Groningen,2022-10-30T11:15:00Z
12,Sun Oct 30 2022,14:30,CET/+0100,PSV,3-0,1-0,NEC,2022-10-30T13:30:00Z
12,Sun Oct 30 2022,14:30,CET/+0100,FC Twente '65,3-0,2-0,RKC Waalwijk,2022-10-30T13:30:00Z
12,Sun Oct 30 2022,16:45,CET/+0100,AZ,2-1,2-0,FC Volendam,2022-10-30T15:45:00Z
13,Fri Nov 4 2022,20:00,CET/+0100,SC Cambuur-Leeuwarden,0-1,0-1,NEC,2022-11-04T19:00:00Z
13,Sat Nov 5 2022,16:30,CET/+0100,SBV Vitesse,0-4,0-0,Sparta Rotterdam,2022-11-05T15:30:00Z
13,Sat Nov 5 2022,18:50,CET/+0100,Fortuna Sittard,0-1,0-0,FC Emmen,2022-11-05T17:50:00Z
13,Sat Nov 5 2022,21:00,CET/+0100,SBV Excelsior,0-1,0-0,SC Heerenveen,2022-11-05T20:00:00Z
13,Sun Nov 6 2022,12:15,CET/+0100,FC Utrecht,2-1,0-1,FC Groningen,2022-11-06T11:15:00Z
13,Sun Nov 6 2022,14:30,CET/+0100,FC Volendam,0-2,0-2,Feyenoord Rotterdam,2022-11-06T13:30:00Z
13,Sun Nov 6 2022,14:30,CET/+0100,FC Twente '65,1-1,1-0,Go Ahead Eagles,2022-11-06T13:30:00Z
13,Sun Nov 6 2022,16:45,CET/+0100,RKC Waalwijk,3-1,1-1,AZ,2022-11-06T15:45:00Z
13,Sun Nov 6 2022,16:45,CET/+0100,AFC Ajax,1-2,0-1,PSV,2022-11-06T15:45:00Z
12,Wed Nov 9 2022,20:00,CET/+0100,AFC Ajax,2-2,1-1,SBV Vitesse,2022-11-09T19:00:00Z
12,Thu Nov 10 2022,20:00,CET/+0100,Feyenoord Rotterdam,1-0,1-0,SC Cambuur-Leeuwarden,2022-11-10T19:00:00Z
14,Fri Nov 11 2022,20:00,CET/+0100,Sparta Rotterdam,1-1,0-0,FC Twente '65,2022-11-11T19:00:00Z
14,Sat Nov 12 2022,16:30,CET/+0100,FC Volendam,0-4,0-1,FC Utrecht,2022-11-12T15:30:00Z
14,Sat Nov 12 2022,18:45,CET/+0100,FC Emmen,3-3,1-3,AFC Ajax,2022-11-12T17:45:00Z
14,Sat Nov 12 2022,21:00,CET/+0100,PSV,0-1,0-1,AZ,2022-11-12T20:00:00Z
14,Sun Nov 13 2022,12:15,CET/+0100,NEC,6-1,1-1,RKC Waalwijk,2022-11-13T11:15:00Z
14,Sun Nov 13 2022,14:30,CET/+0100,SC Heerenveen,2-1,1-1,SC Cambuur-Leeuwarden,2022-11-13T13:30:00Z
14,Sun Nov 13 2022,14:30,CET/+0100,FC Groningen,2-3,1-0,Fortuna Sittard,2022-11-13T13:30:00Z
14,Sun Nov 13 2022,16:45,CET/+0100,Feyenoord Rotterdam,5-1,2-1,SBV Excelsior,2022-11-13T15:45:00Z
14,Sun Nov 13 2022,20:00,CET/+0100,Go Ahead Eagles,2-2,2-0,SBV Vitesse,2022-11-13T19:00:00Z
15,Fri Jan 6 2023,20:00,CET/+0100,FC Twente '65,2-0,1-0,FC Emmen,2023-01-06T19:00:00Z
15,Sat Jan 7 2023,16:30,CET/+0100,RKC Waalwijk,0-0,0-0,SC Heerenveen,2023-01-07T15:30:00Z
15,Sat Jan 7 2023,18:45,CET/+0100,AZ,1-1,0-0,SBV Vitesse,2023-01-07T17:45:00Z
15,Sat Jan 7 2023,20:00,CET/+0100,Fortuna Sittard,0-2,0-2,Go Ahead Eagles,2023-01-07T19:00:00Z
15,Sat Jan 7 2023,21:00,CET/+0100,PSV,0-0,0-0,Sparta Rotterdam,2023-01-07T20:00:00Z
15,Sun Jan 8 2023,12:15,CET/+0100,FC Utrecht,1-1,1-0,Feyenoord Rotterdam,2023-01-08T11:15:00Z
15,Sun Jan 8 2023,14:30,CET/+0100,SC Cambuur-Leeuwarden,0-3,0-2,FC Volendam,2023-01-08T13:30:00Z
15,Sun Jan 8 2023,14:30,CET/+0100,NEC,1-1,0-1,AFC Ajax,2023-01-08T13:30:00Z
15,Sun Jan 8 2023,16:45,CET/+0100,SBV Excelsior,1-0,0-0,FC Groningen,2023-01-08T15:45:00Z
16,Sat Jan 14 2023,18:45,CET/+0100,FC Volendam,2-1,0-0,RKC Waalwijk,2023-01-14T17:45:00Z
16,Sat Jan 14 2023,18:45,CET/+0100,SC Heerenveen,0-2,0-1,AZ,2023-01-14T17:45:00Z
16,Sat Jan 14 2023,21:00,CET/+0100,AFC Ajax,0-0,0-0,FC Twente '65,2023-01-14T20:00:00Z
16,Sat Jan 14 2023,21:00,CET/+0100,Sparta Rotterdam,1-0,0-0,SBV Excelsior,2023-01-14T20:00:00Z
16,Sun Jan 15 2023,12:15,CET/+0100,SBV Vitesse,0-0,0-0,NEC,2023-01-15T11:15:00Z
16,Sun Jan 15 2023,14:30,CET/+0100,Go Ahead Eagles,2-2,1-2,FC Utrecht,2023-01-15T13:30:00Z
16,Sun Jan 15 2023,14:30,CET/+0100,Fortuna Sittard,2-2,1-0,PSV,2023-01-15T13:30:00Z
16,Sun Jan 15 2023,16:45,CET/+0100,FC Emmen,0-0,0-0,SC Cambuur-Leeuwarden,2023-01-15T15:45:00Z
16,Sun Jan 15 2023,16:45,CET/+0100,FC Groningen,0-3,0-2,Feyenoord Rotterdam,2023-01-15T15:45:00Z
17,Fri Jan 20 2023,20:00,CET/+0100,SBV Excelsior,2-0,1-0,FC Volendam,2023-01-20T19:00:00Z
17,Sat Jan 21 2023,18:45,CET/+0100,NEC,3-1,2-1,FC Emmen,2023-01-21T17:45:00Z
17,Sat Jan 21 2023,20:00,CET/+0100,SC Cambuur-Leeuwarden,0-3,0-2,Sparta Rotterdam,2023-01-21T19:00:00Z
17,Sat Jan 21 2023,20:00,CET/+0100,PSV,1-0,0-0,SBV Vitesse,2023-01-21T19:00:00Z
17,Sun Jan 22 2023,12:15,CET/+0100,SC Heerenveen,3-1,1-1,FC Groningen,2023-01-22T11:15:00Z
17,Sun Jan 22 2023,14:30,CET/+0100,FC Twente '65,2-0,1-0,FC Utrecht,2023-01-22T13:30:00Z
17,Sun Jan 22 2023,14:35,CET/+0100,Feyenoord Rotterdam,1-1,1-0,AFC Ajax,2023-01-22T13:35:00Z
17,Sun Jan 22 2023,16:45,CET/+0100,AZ,3-1,2-1,Fortuna Sittard,2023-01-22T15:45:00Z
18,Tue Jan 24 2023,18:45,CET/+0100,FC Emmen,1-0,1-0,PSV,2023-01-24T17:45:00Z
18,Tue Jan 24 2023,21:00,CET/+0100,Sparta Rotterdam,0-0,0-0,RKC Waalwijk,2023-01-24T20:00:00Z
18,Wed Jan 25 2023,18:45,CET/+0100,SBV Vitesse,2-2,1-1,FC Twente '65,2023-01-25T17:45:00Z
18,Wed Jan 25 2023,18:45,CET/+0100,Go Ahead Eagles,1-4,0-1,AZ,2023-01-25T17:45:00Z
18,Wed Jan 25 2023,20:00,CET/+0100,Fortuna Sittard,2-0,0-0,SC Heerenveen,2023-01-25T19:00:00Z
18,Wed Jan 25 2023,21:00,CET/+0100,Feyenoord Rotterdam,2-0,2-0,NEC,2023-01-25T20:00:00Z
18,Wed Jan 25 2023,21:00,CET/+0100,FC Utrecht,1-0,1-0,SBV Excelsior,2023-01-25T20:00:00Z
18,Thu Jan 26 2023,18:45,CET/+0100,FC Groningen,0-1,0-0,SC Cambuur-Leeuwarden,2023-01-26T17:45:00Z
18,Thu Jan 26 2023,21:00,CET/+0100,AFC Ajax,1-1,0-0,FC Volendam,2023-01-26T20:00:00Z
19,Sat Jan 28 2023,16:30,CET/+0100,PSV,2-0,1-0,Go Ahead Eagles,2023-01-28T15:30:00Z
19,Sat Jan 28 2023,18:45,CET/+0100,RKC Waalwijk,2-0,2-0,FC Emmen,2023-01-28T17:45:00Z
19,Sat Jan 28 2023,20:00,CET/+0100,SC Heerenveen,1-3,1-2,SBV Vitesse,2023-01-28T19:00:00Z
19,Sat Jan 28 2023,20:00,CET/+0100,NEC,1-1,0-0,Sparta Rotterdam,2023-01-28T19:00:00Z
19,Sat Jan 28 2023,21:00,CET/+0100,AZ,5-5,3-3,FC Utrecht,2023-01-28T20:00:00Z
19,Sun Jan 29 2023,12:15,CET/+0100,FC Twente '65,1-1,0-1,Feyenoord Rotterdam,2023-01-29T11:15:00Z
19,Sun Jan 29 2023,14:30,CET/+0100,FC Volendam,3-2,1-0,FC Groningen,2023-01-29T13:30:00Z
19,Sun Jan 29 2023,14:30,CET/+0100,SBV Excelsior,1-4,1-2,AFC Ajax,2023-01-29T13:30:00Z
19,Sun Jan 29 2023,16:45,CET/+0100,SC Cambuur-Leeuwarden,1-2,1-0,Fortuna Sittard,2023-01-29T15:45:00Z
17,Wed Feb 1 2023,20:00,CET/+0100,RKC Waalwijk,3-1,1-1,Go Ahead Eagles,2023-02-01T19:00:00Z
20,Fri Feb 3 2023,20:00,CET/+0100,Fortuna Sittard,0-0,0-0,Sparta Rotterdam,2023-02-03T19:00:00Z
20,Sat Feb 4 2023,18:45,CET/+0100,FC Volendam,1-1,0-0,AZ,2023-02-04T17:45:00Z
20,Sat Feb 4 2023,20:00,CET/+0100,FC Utrecht,1-0,0-0,SC Heerenveen,2023-02-04T19:00:00Z
20,Sat Feb 4 2023,20:00,CET/+0100,FC Emmen,2-2,1-2,SBV Vitesse,2023-02-04T19:00:00Z
20,Sat Feb 4 2023,21:00,CET/+0100,SBV Excelsior,0-0,0-0,RKC Waalwijk,2023-02-04T20:00:00Z
20,Sun Feb 5 2023,12:15,CET/+0100,SC Cambuur-Leeuwarden,0-5,0-2,AFC Ajax,2023-02-05T11:15:00Z
20,Sun Feb 5 2023,14:30,CET/+0100,Go Ahead Eagles,1-0,1-0,NEC,2023-02-05T13:30:00Z
20,Sun Feb 5 2023,14:30,CET/+0100,Feyenoord Rotterdam,2-2,0-1,PSV,2023-02-05T13:30:00Z
20,Sun Feb 5 2023,16:45,CET/+0100,FC Groningen,1-1,0-1,FC Twente '65,2023-02-05T15:45:00Z
21,Fri Feb 10 2023,20:00,CET/+0100,AZ,5-0,5-0,SBV Excelsior,2023-02-10T19:00:00Z
21,Sat Feb 11 2023,18:45,CET/+0100,NEC,0-0,0-0,SC Cambuur-Leeuwarden,2023-02-11T17:45:00Z
21,Sat Feb 11 2023,20:00,CET/+0100,PSV,6-0,1-0,FC Groningen,2023-02-11T19:00:00Z
21,Sat Feb 11 2023,21:00,CET/+0100,FC Emmen,0-1,0-0,Fortuna Sittard,2023-02-11T20:00:00Z
21,Sun Feb 12 2023,12:15,CET/+0100,Sparta Rotterdam,2-1,1-0,Go Ahead Eagles,2023-02-12T11:15:00Z
21,Sun Feb 12 2023,14:30,CET/+0100,SBV Vitesse,2-0,0-0,FC Utrecht,2023-02-12T13:30:00Z
21,Sun Feb 12 2023,14:30,CET/+0100,SC Heerenveen,1-2,0-2,Feyenoord Rotterdam,2023-02-12T13:30:00Z
21,Sun Feb 12 2023,16:45,CET/+0100,FC Twente '65,3-0,3-0,FC Volendam,2023-02-12T15:45:00Z
21,Sun Feb 12 2023,16:45,CET/+0100,AFC Ajax,3-1,0-1,RKC Waalwijk,2023-02-12T15:45:00Z
22,Fri Feb 17 2023,20:00,CET/+0100,RKC Waalwijk,3-1,0-0,Fortuna Sittard,2023-02-17T19:00:00Z
22,Sat Feb 18 2023,16:30,CET/+0100,FC Volendam,2-0,1-0,SBV Vitesse,2023-02-18T15:30:00Z
22,Sat Feb 18 2023,18:45,CET/+0100,FC Groningen,1-1,1-1,FC Emmen,2023-02-18T17:45:00Z
22,Sat Feb 18 2023,21:00,CET/+0100,Feyenoord Rotterdam,2-1,1-1,AZ,2023-02-18T20:00:00Z
22,Sun Feb 19 2023,12:15,CET/+0100,SC Cambuur-Leeuwarden,1-2,1-1,SC Heerenveen,2023-02-19T11:15:00Z
22,Sun Feb 19 2023,14:30,CET/+0100,Go Ahead Eagles,2-0,2-0,FC Twente '65,2023-02-19T13:30:00Z
22,Sun Feb 19 2023,14:30,CET/+0100,FC Utrecht,2-2,1-1,PSV,2023-02-19T13:30:00Z
22,Sun Feb 19 2023,16:45,CET/+0100,AFC Ajax,4-0,2-0,Sparta Rotterdam,2023-02-19T15:45:00Z
22,Sun Feb 19 2023,20:00,CET/+0100,SBV Excelsior,0-3,0-1,NEC,2023-02-19T19:00:00Z
23,Fri Feb 24 2023,20:00,CET/+0100,Sparta Rotterdam,0-3,0-0,FC Utrecht,2023-02-24T19:00:00Z
23,Sat Feb 25 2023,16:30,CET/+0100,FC Groningen,3-0,1-0,SBV Excelsior,2023-02-25T15:30:00Z
23,Sat Feb 25 2023,18:45,CET/+0100,SC Heerenveen,1-4,1-0,RKC Waalwijk,2023-02-25T17:45:00Z
23,Sat Feb 25 2023,20:00,CET/+0100,AZ,2-1,1-0,SC Cambuur-Leeuwarden,2023-02-25T19:00:00Z
23,Sat Feb 25 2023,21:00,CET/+0100,NEC,3-0,0-0,FC Volendam,2023-02-25T20:00:00Z
23,Sun Feb 26 2023,12:15,CET/+0100,Fortuna Sittard,2-4,0-3,Feyenoord Rotterdam,2023-02-26T11:15:00Z
23,Sun Feb 26 2023,14:30,CET/+0100,SBV Vitesse,1-2,1-1,AFC Ajax,2023-02-26T13:30:00Z
23,Sun Feb 26 2023,14:30,CET/+0100,FC Emmen,2-2,1-1,Go Ahead Eagles,2023-02-26T13:30:00Z
23,Sun Feb 26 2023,16:45,CET/+0100,PSV,3-1,1-0,FC Twente '65,2023-02-26T15:45:00Z
24,Fri Mar 3 2023,20:00,CET/+0100,SBV Vitesse,0-1,0-1,AZ,2023-03-03T19:00:00Z
24,Fri Mar 3 2023,20:00,CET/+0100,FC Utrecht,1-2,0-0,Fortuna Sittard,2023-03-03T19:00:00Z
24,Sat Mar 4 2023,18:45,CET/+0100,FC Volendam,3-1,0-0,FC Emmen,2023-03-04T17:45:00Z
24,Sat Mar 4 2023,20:00,CET/+0100,Feyenoord Rotterdam,1-0,0-0,FC Groningen,2023-03-04T19:00:00Z
24,Sat Mar 4 2023,21:00,CET/+0100,FC Twente '65,3-3,1-1,SC Heerenveen,2023-03-04T20:00:00Z
