Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
21,Fri Feb 17 2023,20:15,WET / UTC+0000,Gil Vicente FC,1-1,0-0,FC Vizela,,FINISHED,2023-02-17T20:15:00Z
21,Sat Feb 18 2023,18:00,WET / UTC+0000,Portimonense SC,2-1,0-1,CS Marítimo,,FINISHED,2023-02-18T18:00:00Z
21,Sat Feb 18 2023,18:00,WET / UTC+0000,GD Estoril Praia,1-3,0-2,FC Paços de Ferreira,,FINISHED,2023-02-18T18:00:00Z
21,Sat Feb 18 2023,20:30,WET / UTC+0000,FC Porto,1-0,1-0,Rio Ave FC,,FINISHED,2023-02-18T20:30:00Z
21,Sun Feb 19 2023,15:30,WET / UTC+0000,CD Santa Clara,1-3,0-0,FC Famalicão,,FINISHED,2023-02-19T15:30:00Z
21,Sun Feb 19 2023,18:00,WET / UTC+0000,Sporting Clube de Braga,2-0,1-0,FC Arouca,,FINISHED,2023-02-19T18:00:00Z
21,Sun Feb 19 2023,20:30,WET / UTC+0000,Casa Pia AC,0-0,0-0,Vitória Guimarães,,FINISHED,2023-02-19T20:30:00Z
21,Mon Feb 20 2023,19:00,WET / UTC+0000,GD Chaves,2-3,1-1,Sporting Clube de Portugal,,FINISHED,2023-02-20T19:00:00Z
21,Mon Feb 20 2023,21:15,WET / UTC+0000,Sport Lisboa e Benfica,3-1,0-0,Boavista FC,,FINISHED,2023-02-20T21:15:00Z
22,Fri Feb 24 2023,20:15,WET / UTC+0000,FC Famalicão,1-0,0-0,Portimonense SC,,FINISHED,2023-02-24T20:15:00Z
22,Sat Feb 25 2023,15:30,WET / UTC+0000,FC Arouca,2-0,0-0,Casa Pia AC,,FINISHED,2023-02-25T15:30:00Z
22,Sat Feb 25 2023,18:00,WET / UTC+0000,CS Marítimo,3-1,0-1,CD Santa Clara,,FINISHED,2023-02-25T18:00:00Z
22,Sat Feb 25 2023,20:30,WET / UTC+0000,FC Vizela,0-2,0-1,Sport Lisboa e Benfica,,FINISHED,2023-02-25T20:30:00Z
22,Sun Feb 26 2023,15:30,WET / UTC+0000,Rio Ave FC,1-0,0-0,GD Chaves,,FINISHED,2023-02-26T15:30:00Z
22,Sun Feb 26 2023,18:00,WET / UTC+0000,FC Paços de Ferreira,1-3,0-1,Boavista FC,,FINISHED,2023-02-26T18:00:00Z
22,Sun Feb 26 2023,20:30,WET / UTC+0000,FC Porto,1-2,1-2,Gil Vicente FC,,FINISHED,2023-02-26T20:30:00Z
22,Mon Feb 27 2023,19:00,WET / UTC+0000,Sporting Clube de Portugal,2-0,1-0,GD Estoril Praia,,FINISHED,2023-02-27T19:00:00Z
22,Mon Feb 27 2023,21:15,WET / UTC+0000,Vitória Guimarães,2-1,2-0,Sporting Clube de Braga,,FINISHED,2023-02-27T21:15:00Z
23,Fri Mar 3 2023,19:00,WET / UTC+0000,Boavista FC,0-0,0-0,FC Arouca,,FINISHED,2023-03-03T19:00:00Z
23,Fri Mar 3 2023,21:15,WET / UTC+0000,Sport Lisboa e Benfica,2-0,1-0,FC Famalicão,,FINISHED,2023-03-03T21:15:00Z
23,Sat Mar 4 2023,15:30,WET / UTC+0000,GD Estoril Praia,0-3,0-2,FC Vizela,,FINISHED,2023-03-04T15:30:00Z
23,Sat Mar 4 2023,18:00,WET / UTC+0000,Portimonense SC,0-1,0-0,Sporting Clube de Portugal,,FINISHED,2023-03-04T18:00:00Z
23,Sat Mar 4 2023,20:30,WET / UTC+0000,GD Chaves,1-3,0-2,FC Porto,,FINISHED,2023-03-04T20:30:00Z
23,Sun Mar 5 2023,15:30,WET / UTC+0000,Gil Vicente FC,2-0,1-0,CS Marítimo,,FINISHED,2023-03-05T15:30:00Z
23,Sun Mar 5 2023,18:00,WET / UTC+0000,CD Santa Clara,1-3,0-3,Vitória Guimarães,,FINISHED,2023-03-05T18:00:00Z
23,Sun Mar 5 2023,20:30,WET / UTC+0000,Sporting Clube de Braga,2-0,1-0,Rio Ave FC,,FINISHED,2023-03-05T20:30:00Z
23,Mon Mar 6 2023,20:15,WET / UTC+0000,Casa Pia AC,2-1,0-1,FC Paços de Ferreira,,FINISHED,2023-03-06T20:15:00Z
24,Fri Mar 10 2023,20:15,WET / UTC+0000,FC Porto,3-2,2-1,GD Estoril Praia,,FINISHED,2023-03-10T20:15:00Z
24,Sat Mar 11 2023,15:30,WET / UTC+0000,GD Chaves,2-0,1-0,Portimonense SC,,FINISHED,2023-03-11T15:30:00Z
24,Sat Mar 11 2023,15:30,WET / UTC+0000,FC Paços de Ferreira,1-0,0-0,CD Santa Clara,,FINISHED,2023-03-11T15:30:00Z
24,Sat Mar 11 2023,18:00,WET / UTC+0000,Vitória Guimarães,0-2,0-0,FC Arouca,,FINISHED,2023-03-11T18:00:00Z
24,Sat Mar 11 2023,20:30,WET / UTC+0000,FC Vizela,0-4,0-1,Sporting Clube de Braga,,FINISHED,2023-03-11T20:30:00Z
24,Sun Mar 12 2023,15:30,WET / UTC+0000,Rio Ave FC,2-1,2-0,Gil Vicente FC,,FINISHED,2023-03-12T15:30:00Z
24,Sun Mar 12 2023,18:00,WET / UTC+0000,CS Marítimo,0-3,0-1,Sport Lisboa e Benfica,,FINISHED,2023-03-12T18:00:00Z
24,Sun Mar 12 2023,20:30,WET / UTC+0000,Sporting Clube de Portugal,3-0,2-0,Boavista FC,,FINISHED,2023-03-12T20:30:00Z
24,Mon Mar 13 2023,20:15,WET / UTC+0000,FC Famalicão,1-0,1-0,Casa Pia AC,,FINISHED,2023-03-13T20:15:00Z
25,Fri Mar 17 2023,20:15,WET / UTC+0000,CD Santa Clara,0-2,0-0,Rio Ave FC,,FINISHED,2023-03-17T20:15:00Z
25,Sat Mar 18 2023,15:30,WET / UTC+0000,Portimonense SC,0-1,0-0,FC Vizela,,FINISHED,2023-03-18T15:30:00Z
25,Sat Mar 18 2023,18:00,WET / UTC+0000,Sport Lisboa e Benfica,5-1,3-0,Vitória Guimarães,,FINISHED,2023-03-18T18:00:00Z
25,Sat Mar 18 2023,18:00,WET / UTC+0000,FC Arouca,1-1,0-0,FC Paços de Ferreira,,FINISHED,2023-03-18T18:00:00Z
25,Sat Mar 18 2023,20:30,WET / UTC+0000,GD Estoril Praia,0-2,0-1,GD Chaves,,FINISHED,2023-03-18T20:30:00Z
25,Sun Mar 19 2023,15:30,WET / UTC+0000,Casa Pia AC,2-0,1-0,CS Marítimo,,FINISHED,2023-03-19T15:30:00Z
25,Sun Mar 19 2023,18:00,WET / UTC+0000,Sporting Clube de Braga,0-0,0-0,FC Porto,,FINISHED,2023-03-19T18:00:00Z
25,Sun Mar 19 2023,20:30,WET / UTC+0000,Boavista FC,1-2,0-0,FC Famalicão,,FINISHED,2023-03-19T20:30:00Z
26,Fri Mar 31 2023,20:15,WEST / UTC+0100,GD Estoril Praia,1-0,1-0,Gil Vicente FC,,FINISHED,2023-03-31T19:15:00Z
26,Sat Apr 1 2023,15:30,WEST / UTC+0100,FC Vizela,3-1,1-1,Casa Pia AC,,FINISHED,2023-04-01T14:30:00Z
26,Sat Apr 1 2023,18:00,WEST / UTC+0100,Vitória Guimarães,0-0,0-0,FC Paços de Ferreira,,FINISHED,2023-04-01T17:00:00Z
26,Sat Apr 1 2023,20:30,WEST / UTC+0100,Sporting Clube de Portugal,3-0,2-0,CD Santa Clara,,FINISHED,2023-04-01T19:30:00Z
26,Sun Apr 2 2023,15:30,WEST / UTC+0100,GD Chaves,1-2,1-1,Sporting Clube de Braga,,FINISHED,2023-04-02T14:30:00Z
26,Sun Apr 2 2023,15:30,WEST / UTC+0100,CS Marítimo,4-2,2-0,Boavista FC,,FINISHED,2023-04-02T14:30:00Z
26,Sun Apr 2 2023,18:00,WEST / UTC+0100,Rio Ave FC,0-1,0-0,Sport Lisboa e Benfica,,FINISHED,2023-04-02T17:00:00Z
26,Sun Apr 2 2023,20:30,WEST / UTC+0100,FC Porto,1-0,1-0,Portimonense SC,,FINISHED,2023-04-02T19:30:00Z
26,Mon Apr 3 2023,20:15,WEST / UTC+0100,FC Famalicão,0-1,0-0,FC Arouca,,FINISHED,2023-04-03T19:15:00Z
25,Wed Apr 5 2023,20:15,WEST / UTC+0100,Gil Vicente FC,0-0,0-0,Sporting Clube de Portugal,,FINISHED,2023-04-05T19:15:00Z
27,Fri Apr 7 2023,15:30,WEST / UTC+0100,CD Santa Clara,0-1,0-1,FC Vizela,,FINISHED,2023-04-07T14:30:00Z
27,Fri Apr 7 2023,18:00,WEST / UTC+0100,Sport Lisboa e Benfica,1-2,1-1,FC Porto,,FINISHED,2023-04-07T17:00:00Z
27,Fri Apr 7 2023,20:30,WEST / UTC+0100,Boavista FC,2-1,1-0,Vitória Guimarães,,FINISHED,2023-04-07T19:30:00Z
27,Sat Apr 8 2023,15:30,WEST / UTC+0100,FC Arouca,1-0,1-0,CS Marítimo,,FINISHED,2023-04-08T14:30:00Z
27,Sat Apr 8 2023,18:00,WEST / UTC+0100,FC Paços de Ferreira,1-3,1-1,FC Famalicão,,FINISHED,2023-04-08T17:00:00Z
27,Sat Apr 8 2023,18:00,WEST / UTC+0100,Portimonense SC,2-2,0-1,Rio Ave FC,,FINISHED,2023-04-08T17:00:00Z
27,Sat Apr 8 2023,20:30,WEST / UTC+0100,Sporting Clube de Braga,4-1,1-0,GD Estoril Praia,,FINISHED,2023-04-08T19:30:00Z
27,Sun Apr 9 2023,18:00,WEST / UTC+0100,Casa Pia AC,3-4,2-2,Sporting Clube de Portugal,,FINISHED,2023-04-09T17:00:00Z
27,Mon Apr 10 2023,20:15,WEST / UTC+0100,Gil Vicente FC,0-0,0-0,GD Chaves,,FINISHED,2023-04-10T19:15:00Z
28,Fri Apr 14 2023,20:15,WEST / UTC+0100,FC Famalicão,2-1,1-0,Vitória Guimarães,,FINISHED,2023-04-14T19:15:00Z
28,Sat Apr 15 2023,15:30,WEST / UTC+0100,GD Estoril Praia,0-1,0-0,Portimonense SC,,FINISHED,2023-04-15T14:30:00Z
28,Sat Apr 15 2023,15:30,WEST / UTC+0100,CS Marítimo,3-1,2-0,FC Paços de Ferreira,,FINISHED,2023-04-15T14:30:00Z
28,Sat Apr 15 2023,18:00,WEST / UTC+0100,GD Chaves,1-0,0-0,Sport Lisboa e Benfica,,FINISHED,2023-04-15T17:00:00Z
28,Sat Apr 15 2023,20:30,WEST / UTC+0100,FC Porto,2-1,1-0,CD Santa Clara,,FINISHED,2023-04-15T19:30:00Z
28,Sun Apr 16 2023,15:30,WEST / UTC+0100,Rio Ave FC,1-1,0-1,Casa Pia AC,,FINISHED,2023-04-16T14:30:00Z
28,Sun Apr 16 2023,18:00,WEST / UTC+0100,Sporting Clube de Braga,1-0,1-0,Gil Vicente FC,,FINISHED,2023-04-16T17:00:00Z
28,Sun Apr 16 2023,20:30,WEST / UTC+0100,Sporting Clube de Portugal,1-1,0-1,FC Arouca,,FINISHED,2023-04-16T19:30:00Z
28,Mon Apr 17 2023,20:15,WEST / UTC+0100,FC Vizela,1-1,0-0,Boavista FC,,FINISHED,2023-04-17T19:15:00Z
29,Fri Apr 21 2023,20:15,WEST / UTC+0100,Casa Pia AC,0-1,0-0,Sporting Clube de Braga,,FINISHED,2023-04-21T19:15:00Z
29,Sat Apr 22 2023,15:30,WEST / UTC+0100,FC Famalicão,3-2,0-2,CS Marítimo,,FINISHED,2023-04-22T14:30:00Z
29,Sat Apr 22 2023,18:00,WEST / UTC+0100,Boavista FC,3-2,3-1,Rio Ave FC,,FINISHED,2023-04-22T17:00:00Z
29,Sat Apr 22 2023,20:30,WEST / UTC+0100,FC Paços de Ferreira,0-2,0-0,FC Porto,,FINISHED,2023-04-22T19:30:00Z
29,Sun Apr 23 2023,15:30,WEST / UTC+0100,Portimonense SC,1-0,0-0,Gil Vicente FC,,FINISHED,2023-04-23T14:30:00Z
29,Sun Apr 23 2023,18:00,WEST / UTC+0100,CD Santa Clara,1-1,0-0,GD Chaves,,FINISHED,2023-04-23T17:00:00Z
29,Sun Apr 23 2023,18:00,WEST / UTC+0100,Sport Lisboa e Benfica,1-0,1-0,GD Estoril Praia,,FINISHED,2023-04-23T17:00:00Z
29,Sun Apr 23 2023,20:30,WEST / UTC+0100,FC Arouca,1-0,1-0,FC Vizela,,FINISHED,2023-04-23T19:30:00Z
29,Mon Apr 24 2023,20:15,WEST / UTC+0100,Vitória Guimarães,0-2,0-0,Sporting Clube de Portugal,,FINISHED,2023-04-24T19:15:00Z
30,Fri Apr 28 2023,20:15,WEST / UTC+0100,Rio Ave FC,1-0,0-0,FC Arouca,,FINISHED,2023-04-28T19:15:00Z
30,Sat Apr 29 2023,15:30,WEST / UTC+0100,CS Marítimo,1-2,0-1,Vitória Guimarães,,FINISHED,2023-04-29T14:30:00Z
30,Sat Apr 29 2023,15:30,WEST / UTC+0100,Sporting Clube de Braga,4-1,3-1,Portimonense SC,,FINISHED,2023-04-29T14:30:00Z
30,Sat Apr 29 2023,18:00,WEST / UTC+0100,FC Vizela,1-2,0-2,FC Paços de Ferreira,,FINISHED,2023-04-29T17:00:00Z
30,Sat Apr 29 2023,18:00,WEST / UTC+0100,GD Chaves,1-0,1-0,Casa Pia AC,,FINISHED,2023-04-29T17:00:00Z
30,Sat Apr 29 2023,20:30,WEST / UTC+0100,Gil Vicente FC,0-2,0-0,Sport Lisboa e Benfica,,FINISHED,2023-04-29T19:30:00Z
30,Sun Apr 30 2023,15:30,WEST / UTC+0100,GD Estoril Praia,3-0,2-0,CD Santa Clara,,FINISHED,2023-04-30T14:30:00Z
30,Sun Apr 30 2023,18:00,WEST / UTC+0100,FC Porto,1-0,0-0,Boavista FC,,FINISHED,2023-04-30T17:00:00Z
30,Sun Apr 30 2023,20:30,WEST / UTC+0100,Sporting Clube de Portugal,2-1,1-0,FC Famalicão,,FINISHED,2023-04-30T19:30:00Z
31,Fri May 5 2023,20:15,WEST / UTC+0100,Casa Pia AC,1-1,0-0,Portimonense SC,,FINISHED,2023-05-05T19:15:00Z
31,Sat May 6 2023,15:30,WEST / UTC+0100,CD Santa Clara,3-2,2-0,Gil Vicente FC,,FINISHED,2023-05-06T14:30:00Z
31,Sat May 6 2023,18:00,WEST / UTC+0100,Boavista FC,1-0,0-0,GD Estoril Praia,,FINISHED,2023-05-06T17:00:00Z
31,Sat May 6 2023,20:30,WEST / UTC+0100,Sport Lisboa e Benfica,1-0,0-0,Sporting Clube de Braga,,FINISHED,2023-05-06T19:30:00Z
31,Sun May 7 2023,15:30,WEST / UTC+0100,CS Marítimo,2-2,1-2,Rio Ave FC,,FINISHED,2023-05-07T14:30:00Z
31,Sun May 7 2023,18:00,WEST / UTC+0100,Vitória Guimarães,3-0,2-0,FC Vizela,,FINISHED,2023-05-07T17:00:00Z
31,Sun May 7 2023,20:30,WEST / UTC+0100,FC Paços de Ferreira,0-4,0-2,Sporting Clube de Portugal,,FINISHED,2023-05-07T19:30:00Z
31,Mon May 8 2023,19:00,WEST / UTC+0100,FC Famalicão,1-2,0-0,GD Chaves,,FINISHED,2023-05-08T18:00:00Z
31,Mon May 8 2023,21:15,WEST / UTC+0100,FC Arouca,0-1,0-1,FC Porto,,FINISHED,2023-05-08T20:15:00Z
32,Fri May 12 2023,20:15,WEST / UTC+0100,Gil Vicente FC,3-1,1-0,Boavista FC,,FINISHED,2023-05-12T19:15:00Z
32,Sat May 13 2023,15:30,WEST / UTC+0100,FC Vizela,0-0,0-0,FC Famalicão,,FINISHED,2023-05-13T14:30:00Z
32,Sat May 13 2023,15:30,WEST / UTC+0100,GD Chaves,2-0,0-0,FC Paços de Ferreira,,FINISHED,2023-05-13T14:30:00Z
32,Sat May 13 2023,18:00,WEST / UTC+0100,Portimonense SC,1-5,1-3,Sport Lisboa e Benfica,,FINISHED,2023-05-13T17:00:00Z
32,Sat May 13 2023,20:30,WEST / UTC+0100,Sporting Clube de Portugal,2-1,0-1,CS Marítimo,,FINISHED,2023-05-13T19:30:00Z
32,Sun May 14 2023,15:30,WEST / UTC+0100,Rio Ave FC,0-1,0-0,Vitória Guimarães,,FINISHED,2023-05-14T14:30:00Z
32,Sun May 14 2023,18:00,WEST / UTC+0100,Sporting Clube de Braga,5-3,3-1,CD Santa Clara,,FINISHED,2023-05-14T17:00:00Z
32,Sun May 14 2023,20:30,WEST / UTC+0100,FC Porto,2-1,0-1,Casa Pia AC,,FINISHED,2023-05-14T19:30:00Z
32,Mon May 15 2023,20:15,WEST / UTC+0100,GD Estoril Praia,2-0,0-0,FC Arouca,,FINISHED,2023-05-15T19:15:00Z
33,Fri May 19 2023,20:15,WEST / UTC+0100,CS Marítimo,1-0,0-0,FC Vizela,,FINISHED,2023-05-19T19:15:00Z
33,Sat May 20 2023,15:30,WEST / UTC+0100,CD Santa Clara,1-0,1-0,Portimonense SC,,FINISHED,2023-05-20T14:30:00Z
33,Sat May 20 2023,15:30,WEST / UTC+0100,FC Arouca,1-0,0-0,GD Chaves,,FINISHED,2023-05-20T14:30:00Z
33,Sat May 20 2023,18:00,WEST / UTC+0100,Boavista FC,1-1,0-0,Sporting Clube de Braga,,FINISHED,2023-05-20T17:00:00Z
33,Sat May 20 2023,20:30,WEST / UTC+0100,FC Famalicão,2-4,2-2,FC Porto,,FINISHED,2023-05-20T19:30:00Z
33,Sun May 21 2023,15:30,WEST / UTC+0100,Vitória Guimarães,1-0,0-0,Gil Vicente FC,,FINISHED,2023-05-21T14:30:00Z
33,Sun May 21 2023,18:00,WEST / UTC+0100,Casa Pia AC,2-2,0-0,GD Estoril Praia,,FINISHED,2023-05-21T17:00:00Z
33,Sun May 21 2023,18:00,WEST / UTC+0100,FC Paços de Ferreira,3-1,1-1,Rio Ave FC,,FINISHED,2023-05-21T17:00:00Z
33,Sun May 21 2023,20:30,WEST / UTC+0100,Sporting Clube de Portugal,2-2,2-0,Sport Lisboa e Benfica,,FINISHED,2023-05-21T19:30:00Z
34,Fri May 26 2023,19:00,WEST / UTC+0100,Rio Ave FC,2-2,0-2,FC Famalicão,,FINISHED,2023-05-26T18:00:00Z
34,Fri May 26 2023,21:15,WEST / UTC+0100,FC Vizela,1-2,1-1,Sporting Clube de Portugal,,FINISHED,2023-05-26T20:15:00Z
34,Sat May 27 2023,12:45,WEST / UTC+0100,Gil Vicente FC,1-0,0-0,Casa Pia AC,,FINISHED,2023-05-27T11:45:00Z
34,Sat May 27 2023,15:30,WEST / UTC+0100,GD Estoril Praia,3-1,1-0,CS Marítimo,,FINISHED,2023-05-27T14:30:00Z
34,Sat May 27 2023,15:30,WEST / UTC+0100,GD Chaves,1-4,0-2,Boavista FC,,FINISHED,2023-05-27T14:30:00Z
34,Sat May 27 2023,18:00,WEST / UTC+0100,Sport Lisboa e Benfica,3-0,2-0,CD Santa Clara,,FINISHED,2023-05-27T17:00:00Z
34,Sat May 27 2023,18:00,WEST / UTC+0100,FC Porto,3-0,3-0,Vitória Guimarães,,FINISHED,2023-05-27T17:00:00Z
34,Sat May 27 2023,18:00,WEST / UTC+0100,Portimonense SC,0-2,0-0,FC Arouca,,FINISHED,2023-05-27T17:00:00Z
34,Sat May 27 2023,20:30,WEST / UTC+0100,Sporting Clube de Braga,3-0,2-0,FC Paços de Ferreira,,FINISHED,2023-05-27T19:30:00Z
